account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,distance,load_estimation,vehicle_device_type,active_driver,adblue_consumed
902855557075959808,1789391953000,1152270135390633984,RJ47GA6196,12817000,1789404770000,106.29350473459525,3.5499999999992724,40.26269118734668,3.6185112247485876,151.19999999995343,40.26269118734668,1789391953000-902855557075959808-1152270135390633984,,145691.0,"{'confidence': 80.5, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 43254.22294267595, 'std': 6318.963015637191, 'timestamp': 1789404964578}",,,
902855557075959808,1789385651000,1152270135390633984,RJ47GA6196,3735000,1789389386000,29.653693538186,1.0,11.232459673555303,3.5247845218809783,40.40000000002328,11.232459673555303,1789385651000-902855557075959808-1152270135390633984,,39592.0,,,,
902855557075959808,1789384823000,1152270135390633984,RJ47GA6196,511000,1789385334000,4.0227777801506575,0.1500000000005457,1.5237794621782794,2.944651841931066,4.5,1.5237794621782796,1789384823000-902855557075959808-1152270135390633984,,4487.0,,,,
902855557075959808,1789379032000,1152270135390633984,RJ47GA6196,5786000,1789384818000,47.49035889934627,1.5999999999994543,17.988772310358435,3.3086749319589366,61.100000000034925,17.988772310358435,1789379032000-902855557075959808-1152270135390633984,,59519.0,,,,
902855557075959808,1789373533000,1152270135390633984,RJ47GA6196,5237000,1789378770000,41.80584779139288,1.4000000000005457,15.835548405830636,3.250661024221086,53.399999999965075,15.835548405830636,1789373533000-902855557075959808-1152270135390633984,,51476.0,,,,
902855557075959808,1789361111000,1152270135390633984,RJ47GA6196,9823000,1789370934000,86.75669571927375,2.699999999999818,32.862384742149146,3.2864626486305606,111.60000000003492,32.862384742149146,1789361111000-902855557075959808-1152270135390633984,,108001.0,"{'confidence': 69.4, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 37785.41735471251, 'std': 9543.699394634965, 'timestamp': 1789370967454}",,,
902855557075959808,1789354769000,1152270135390633984,RJ47GA6196,6338000,1789361107000,57.418715508041714,1.75,21.7495134500158,3.1406219802103377,70.09999999997672,21.7495134500158,1789354769000-902855557075959808-1152270135390633984,,68307.0,,,,
902855557075959808,1789346508000,1152270135390633984,RJ47GA6196,6647000,1789353155000,69.11619215846676,1.800000000000182,26.180375817601046,2.278958881861732,61.899999999965075,26.180375817601043,1789346508000-902855557075959808-1152270135390633984,,59664.0,,,,
901025643674730496,1789406021000,1291421127226163200,NL01AG9585,232000,1789406253000,0.2024510247619048,0.036180833333333336,0.07668599422799424,,0.0,0.07668599422799424,1789406021000-901025643674730496-1291421127226163200,,,,,,
901025643674730496,1789405290000,1291421127226163200,NL01AG9585,413000,1789405703000,0.49708439546099287,0.0835175,0.18828954373522455,,0.0,0.18828954373522455,1789405290000-901025643674730496-1291421127226163200,,,,,,
901025643674730496,1789390735000,1291421127226163200,NL01AG9585,7623000,1789398358000,53.420853094696824,2.0499999999992724,20.2351716267791,4.598577255300086,93.10000000000582,18.216422258785656,1789390735000-901025643674730496-1291421127226163200,,93053.0,"{'confidence': 76.3, 'count': 18, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 22965.30429561823, 'std': 4609.547211716479, 'timestamp': 1789398390983}",,,
901025643674730496,1789386724000,1291421127226163200,NL01AG9585,2111000,1789388835000,15.635507425821068,0.6000000000003638,5.922540691598889,4.276036471294061,25.70000000001164,5.922540691598888,1789386724000-901025643674730496-1291421127226163200,,25325.0,,,,
901025643674730496,1789373846000,1291421127226163200,NL01AG9585,12769000,1789386615000,94.04712486948573,3.5,35.62391093541126,4.068334896265843,147.79999999998836,35.62391093541126,1789373846000-901025643674730496-1291421127226163200,,144930.0,"{'confidence': 84.8, 'count': 35, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 21323.988700982176, 'std': 3838.401949101768, 'timestamp': 1789386621683}",,,
901025643674730496,1789372262000,1291421127226163200,NL01AG9585,1197000,1789373459000,4.190913369846638,0.25,1.5874671855479687,2.099570958280628,2.400000000023283,1.5874671855479687,1789372262000-901025643674730496-1291421127226163200,,3333.0,,,,
901025643674730496,1789367906000,1291421127226163200,NL01AG9585,212000,1789368118000,0.23544079777777788,0.03496305555555556,0.0891821203703704,0.10091708923967378,0.0,0.0891821203703704,1789367906000-901025643674730496-1291421127226163200,,,,,,
901025643674730496,1789363209000,1291421127226163200,NL01AG9585,897000,1789364106000,2.4663848846420398,0.1999999999998181,0.9342366987280453,0.25368303377792084,0.3000000000174623,0.9342366987280453,1789363209000-901025643674730496-1291421127226163200,,237.0,,,,
901025643674730496,1789362669000,1291421127226163200,NL01AG9585,422000,1789363091000,1.2967789209131209,0.10993055555555556,0.49120413670951546,0.19543809350443592,,0.49120413670951546,1789362669000-901025643674730496-1291421127226163200,,96.0,,,,
