alert_name,mismatch_count,total_joined_trips,mismatch_pct
unscheduled_driving,8,5209,0.15
continuous_driving,1,5209,0.02
fuel_chori,1,5209,0.02
idling,0,5209,0.0
over_speed,0,5209,0.0
freerun,0,5209,0.0
over_acc,0,5209,0.0
hard_brake,0,5209,0.0
