vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,load_estimation,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,active_driver,adblue_consumed
1050036509840769024,1789191366000-632578958264631296-1050036509840769024,1789191366000,1789205093000,1,165.186,57.656,2.8650270570278895,632578958264631296,1789191366000,1050036509840769024,RJ47GA6390,13727000,1789205093000,"{'confidence': 52.5, 'count': 10, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 32177.073615046764, 'std': 9658.590285809905, 'timestamp': 1789205194923}",152.2105252954032,3.75,57.65550200583454,2.8650518034390497,175.10000000000582,57.65550200583454,1789191366000-632578958264631296-1050036509840769024,165.186,,,
866648789010612224,1789184580000-632578958264631296-866648789010612224,1789184580000,1789197984000,1,163.446,45.88,3.562467306015693,632578958264631296,1789184580000,866648789010612224,RJ47GA4406,13404000,1789197984000,"{'confidence': 48.5, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 36496.51405332003, 'std': 9208.520155066772, 'timestamp': 1789197994584}",121.1243565424066,3.697777777777778,45.88043808424492,3.5624332901940274,170.20000000001164,45.88043808424492,1789184580000-632578958264631296-866648789010612224,163.446,,,3.0246021825808564
1049976646406242304,1789217554000-632578958264631296-1049976646406242304,1789217554000,1789230571000,1,162.461,59.998,2.707773592453082,632578958264631296,1789217554000,1049976646406242304,RJ47GA5534,13017000,1789230571000,"{'confidence': 60.7, 'count': 9, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 33022.420916549534, 'std': 7778.608681337736, 'timestamp': 1789230589976}",158.39532505698557,3.550000000000182,59.998229188252104,2.707763248982864,172.70000000001164,59.9982291882521,1789217554000-632578958264631296-1049976646406242304,162.461,,,
1545824482457812992,1789221772000-632578958264631296-1545824482457812992,1789221772000,1789237028000,1,161.87,60.614,2.6705051638235395,632578958264631296,1789221772000,1545824482457812992,NL01AK8869,15256000,1789237028000,"{'confidence': 62.7, 'count': 24, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 68997.78898007692, 'std': 25191.376723774156, 'timestamp': 1789237034136}",160.0197087084157,4.149999999999977,60.61352602591503,2.6705260461302522,167.04000000000087,60.61352602591503,1789221772000-632578958264631296-1545824482457812992,161.87,,,
1079774673618599936,1789183591000-632578958264631296-1079774673618599936,1789183591000,1789195763000,1,160.955,42.645,3.774299448938914,632578958264631296,1789183591000,1079774673618599936,RJ47GA5739,12172000,1789195763000,"{'confidence': 48.5, 'count': 5, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 54939.128642235184, 'std': 12654.924947496795, 'timestamp': 1789195776880}",112.58183361104608,3.350000000000364,42.64463394357806,3.7743318470726037,166.70000000001164,42.64463394357806,1789183591000-632578958264631296-1079774673618599936,160.955,,,
1536014529144553472,1789176665000-632578958264631296-1536014529144553472,1789176665000,1789191236000,1,160.757,61.91,2.5966241318042322,632578958264631296,1789176665000,1536014529144553472,NL01AK8376,14571000,1789191236000,"{'confidence': 78.5, 'count': 9, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 53129.43612105203, 'std': 6863.490686593461, 'timestamp': 1789191242831}",163.44239999999962,4.0,61.909999999999854,2.596624131804238,165.70500000000175,61.909999999999854,1789176665000-632578958264631296-1536014529144553472,160.757,,,
1385588909638942720,1789214191000-632578958264631296-1385588909638942720,1789214191000,1789228936000,1,159.881,52.93,3.020612129227281,632578958264631296,1789214191000,1385588909638942720,NL01AJ5690,14745000,1789228936000,"{'confidence': 72.7, 'count': 35, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 56614.38502842436, 'std': 18265.974452490173, 'timestamp': 1789228940760}",139.73638972035914,4.049999999999727,52.93045065165119,3.0205864116332144,169.25,52.93045065165119,1789214191000-632578958264631296-1385588909638942720,159.881,,,
1535700301011484672,1789211918000-632578958264631296-1535700301011484672,1789211918000,1789226377000,1,158.121,45.885,3.446028113762668,632578958264631296,1789211918000,1535700301011484672,NL01AK7896,14459000,1789226377000,"{'confidence': 71.7, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 10}, 'load_class': 'HIGH', 'mean': 52710.0950348507, 'std': 8424.217994951798, 'timestamp': 1789226422910}",121.13655666214798,3.9500000000000455,45.885059341722716,3.446023657121492,163.25500000000466,45.885059341722716,1789211918000-632578958264631296-1535700301011484672,158.121,,,
1396881703661731840,1789192602000-632578958264631296-1396881703661731840,1789192602000,1789211664000,1,157.76,68.165,2.314384214772977,632578958264631296,1789192602000,1396881703661731840,NL01AJ6921,19062000,1789211664000,"{'confidence': 82, 'count': 36, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 57981.84058176829, 'std': 12550.762428857877, 'timestamp': 1789211671207}",179.9559383952266,5.200000000000273,68.16512818001007,2.3143798627267054,168.0,68.16512818001007,1789192602000-632578958264631296-1396881703661731840,157.76,,,
1181299462874595328,1789256535000-632578958264631296-1181299462874595328,1789256535000,1789274278000,1,157.425,40.342,3.9022606712607213,632578958264631296,1789256535000,1181299462874595328,RJ47GA5941,17743000,1789274278000,"{'confidence': 64.4, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 32035.840150812746, 'std': 6042.229962910014, 'timestamp': 1789274283067}",106.50298198647039,4.900000000000546,40.34203863123878,3.902256934484671,148.5,40.34203863123878,1789256535000-632578958264631296-1181299462874595328,157.425,,,
