alert_name,mismatch_count,total_joined_trips,mismatch_pct
idling,19,310,6.13
fcw,2,310,0.65
distracted_driving,0,310,0.0
drowsiness,0,310,0.0
emergency_recording,0,310,0.0
eyes_closed,0,310,0.0
mobile_phone,0,310,0.0
sd_card_tampered,0,310,0.0
tailgating,0,310,0.0
smoking,0,310,0.0
over_speed,0,310,0.0
freerun,0,310,0.0
over_acc,0,310,0.0
hard_brake,0,310,0.0
