vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,carbon_emission,driver_ids,vehicle_device_type,active_driver,adblue_consumed
1500145408670695424,1773632943000-632578958264631296-1500145408670695424,1773632943000,1773644863000,1,122.079,44.447,2.7466195693747606,632578958264631296,1773632943000,1500145408670695424,NL01AK3125,11920000,1773644863000,3.25,44.44749076673887,2.8798026118447497,128.0,44.44749076673887,1773632943000-632578958264631296-1500145408670695424,128.0,,,,,
1064494636166283264,1773632022000-632578958264631296-1064494636166283264,1773632022000,1773641803000,1,119.95,46.406,2.584795069603069,632578958264631296,1773632022000,1064494636166283264,RJ47GA2650,9781000,1773641803000,2.649999999999636,46.405638256981106,2.793302815536637,129.625,46.405638256981106,1773632022000-632578958264631296-1064494636166283264,129.625,,,,,
803716121332023296,1773626317000-632578958264631296-803716121332023296,1773626317000,1773634314000,1,64.15,19.428,3.3019353510397367,632578958264631296,1773626317000,803716121332023296,RJ47GA2708,7997000,1773634314000,1.7000000000007276,21.878465501475695,3.301876907003287,72.23999999999069,19.464689704404595,1773626317000-632578958264631296-803716121332023296,72.23999999999069,57.759148923895836,['900758004201160706'],,900758004201160706,
1500491887742550016,1773627461000-632578958264631296-1500491887742550016,1773627461000,1773633355000,1,63.898,19.779,3.230598109105617,632578958264631296,1773627461000,1500491887742550016,NL01AK3121,5894000,1773633355000,1.6000000000000227,19.779114248647307,3.4126907378886453,67.5,19.779114248647307,1773627461000-632578958264631296-1500491887742550016,67.5,,,,,
1062738070563979264,1773640090000-632578958264631296-1062738070563979264,1773640090000,1773645280000,1,61.883,24.587,2.5168991743604345,632578958264631296,1773640090000,1062738070563979264,RJ47GA3845,5190000,1773645280000,1.3999999999996362,24.5873835483863,2.7198908687618,66.875,24.5873835483863,1773640090000-632578958264631296-1062738070563979264,66.875,,,,,
1062738070563979264,1773630658000-632578958264631296-1062738070563979264,1773630658000,1773635295000,1,59.976,18.299,3.277556150609323,632578958264631296,1773630658000,1062738070563979264,RJ47GA3845,4637000,1773635295000,1.25,18.299238972599863,3.5315676294935234,64.625,18.299238972599863,1773630658000-632578958264631296-1062738070563979264,64.625,,,,,
1500145408670695424,1773616403000-632578958264631296-1500145408670695424,1773616403000,1773622384000,1,56.629,22.918,2.470939872589231,632578958264631296,1773616403000,1500145408670695424,NL01AK3125,5981000,1773622384000,1.650000000000034,22.917802028562352,2.5962350109249317,59.5,22.917802028562352,1773616403000-632578958264631296-1500145408670695424,59.5,,,,,
1062738070563979264,1773626571000-632578958264631296-1062738070563979264,1773626571000,1773630459000,1,44.217,15.256,2.8983350812794964,632578958264631296,1773626571000,1062738070563979264,RJ47GA3845,3888000,1773630459000,1.0500000000010914,15.25604576474783,3.0889393442232467,47.125,15.25604576474783,1773626571000-632578958264631296-1062738070563979264,47.125,,,,,
943818921138454528,1773615691000-632578958264631296-943818921138454528,1773615691000,1773621522000,1,40.25,16.63,2.420324714371618,632578958264631296,1773615691000,943818921138454528,RJ47GA3904,5831000,1773621522000,1.6000000000003638,16.62959400486823,2.2146060805344248,40.25,16.62959400486823,1773615691000-632578958264631296-943818921138454528,36.828,,,,,
944571594812948480,1773617662000-632578958264631296-944571594812948480,1773617662000,1773621129000,1,39.375,7.232,5.444551991150442,632578958264631296,1773617662000,944571594812948480,RJ47GA2733,3467000,1773621129000,0.9000000000014552,7.231701326458057,4.994537021026332,39.375,7.231701326458057,1773617662000-632578958264631296-944571594812948480,36.119,,,,,
