vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,load_estimation,id,engine_hours,active_driver,driver_ids
1425523015684194304,1788719677000-642689989225816064-1425523015684194304,1788719677000,1788748417000,2,405.6,117.131,3.4627895262569264,642689989225816064,1788719677000,1425523015684194304,MP09AM6184,28740000,1788748417000,309.2682093718209,392.645,117.14704900447761,3.3517276221357677,406.79999999998836,117.14704900447761,"{'confidence': 79.2, 'count': 27, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15211.556112235392, 'std': 3286.6039066002513, 'timestamp': 1788748467122}",1788719677000-642689989225816064-1425523015684194304,7.900000000000546,,
739928272518774784,1788711693000-642689989225816064-739928272518774784,1788711693000,1788743731000,2,342.375,84.077,4.072160043769402,642689989225816064,1788711693000,739928272518774784,MP13P7218,32038000,1788743731000,231.13781438301714,378.453,87.55220241780953,4.322598284780744,346.125,73.55462417877158,"{'confidence': 70.1, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 20513.12830611454, 'std': 3005.686241699413, 'timestamp': 1788744678305}",1788711693000-642689989225816064-739928272518774784,0.0,,
1537194706461523968,1788724104000-642689989225816064-1537194706461523968,1788724104000,1788737774000,2,185.96,52.479,3.5435126431524995,642689989225816064,1788724104000,1537194706461523968,MP09BN3822,13670000,1788737774000,138.56509855971373,199.102,52.48677975746732,3.793374272912479,,52.48677975746732,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1788737783577}",1788724104000-642689989225816064-1537194706461523968,3.7600000000002183,,
1326602059092328448,1788729334000-642689989225816064-1326602059092328448,1788729334000,1788753019000,3,181.64000000000001,98.478,1.844472877190845,642689989225816064,1788729334000,1326602059092328448,MP09DT9045,23685000,1788753019000,260.039152877532,370.295,98.49967912027726,3.7593523482227327,,98.49967912027726,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1788753024958}",1788729334000-642689989225816064-1326602059092328448,6.5427777777767915,,
1557834963942899712,1788682013000-642689989225816064-1557834963942899712,1788682013000,1788696674000,2,161.585,62.355000000000004,2.5913719830005615,642689989225816064,1788682013000,1557834963942899712,MP09BQ8912,14661000,1788696674000,164.65743272549236,194.635,62.370239668747104,3.1206389623275568,,62.37023966874711,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1788697062693}",1788682013000-642689989225816064-1557834963942899712,4.035277777777765,,
1326601811460620288,1788664236000-642689989225816064-1326601811460620288,1788664236000,1788680071000,2,15.44,66.677,0.23156410756332765,642689989225816064,1788664236000,1326601811460620288,MP09AE9054,15835000,1788680071000,175.73088731683686,198.805,66.56473004425638,2.9866417225431854,,66.56473004425638,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1788680090572}",1788664236000-642689989225816064-1326601811460620288,4.366111111110513,,
739471116254314496,1788701194000-642689989225816064-739471116254314496,1788701194000,1788745917000,4,0.0,165.95499999999998,0.0,642689989225816064,1788701194000,739471116254314496,MP13P5418,44723000,1788745917000,431.3361187371143,561.146,163.38489346102813,3.434503570759123,,163.38489346102813,"{'confidence': 69.4, 'count': 18, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16673.533465560413, 'std': 4329.606060871998, 'timestamp': 1788745930220}",1788701194000-642689989225816064-739471116254314496,12.400000000001455,,
739919483375714304,1788719953000-642689989225816064-739919483375714304,1788719953000,1788751116000,3,0.0,126.666,0.0,642689989225816064,1788719953000,739919483375714304,MP13P8163,31163000,1788751116000,334.597996334108,425.124,126.74166527807121,3.354256069361863,,126.74166527807121,"{'confidence': 63.3, 'count': 11, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16647.795284086715, 'std': 4049.19728741922, 'timestamp': 1788751175818}",1788719953000-642689989225816064-739919483375714304,0.0,,
1527036626096619520,1788657813000-642689989225816064-1527036626096619520,1788657813000,1788674396000,2,0.0,29.766,0.0,642689989225816064,1788657813000,1527036626096619520,MP09BJ9703,16583000,1788674396000,78.7272000411646,140.921,29.820909106501738,4.725576926468534,,29.820909106501734,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1788675662701}",1788657813000-642689989225816064-1527036626096619520,4.572222222222081,,
566303952333733888,1788665014000-642689989225816064-566303952333733888,1788665014000,1788678905000,2,0.0,45.864000000000004,0.0,642689989225816064,1788665014000,566303952333733888,MP09AF4518,13891000,1788678905000,120.36909766464025,152.868,45.59435517600009,3.3527834621174,,45.59435517600009,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1788678962181}",1788665014000-642689989225816064-566303952333733888,3.8080555555570754,,
