account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,engine_hours
1205841794575630336,1784121444000,1262216962784624640,OD22Y5080,6218000,1784127662000,14.406680811085247,35900.0,5.457076064805017,6.57861454992981,38.5,5.457076064805017,1784121444000-1205841794575630336-1262216962784624640,,1.6500000000005457
1205841794575630336,1784121850000,1263152400886136832,OD34U6420,4052000,1784125902000,20.70230192808808,46075.0,7.841781033366696,5.875578494726053,49.125,7.841781033366695,1784121850000-1205841794575630336-1263152400886136832,,1.1000000000001364
