trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1784944217000-642689989225816064-1533593777682251776,1533593777682251776,1784944217000,1784961471000,197.38,65.27
1784944217000-642689989225816064-1533593777682251776,1533593777682251776,1784961472000,1784961816000,0.01,0.13
1784944492000-642689989225816064-588522082246086656,588522082246086656,1784944492000,1784952435000,0.0,16.624
1784944492000-642689989225816064-588522082246086656,588522082246086656,1784952436000,1784959472000,0.0,14.108
1784955714000-642689989225816064-589014414737289216,589014414737289216,1784955714000,1784970834000,0.0,26.954
1784955714000-642689989225816064-589014414737289216,589014414737289216,1784970835000,1784984402000,0.0,28.197
1784956371000-642689989225816064-718907611667234816,718907611667234816,1784956371000,1784965819000,100.10124,39.54
1784956371000-642689989225816064-718907611667234816,718907611667234816,1784965820000,1784968024000,38.94614,11.63
1784956371000-642689989225816064-718907611667234816,718907611667234816,1784968025000,1784972299000,47.636604,17.028
1784970019000-642689989225816064-566306421637943296,566306421637943296,1784970019000,1784972374000,0.0,1.81
1784970019000-642689989225816064-566306421637943296,566306421637943296,1784972375000,1784984971000,0.0,27.644
1784970960000-642689989225816064-1531014613364113408,1531014613364113408,1784970960000,1784978852000,81.97,29.777
1784970960000-642689989225816064-1531014613364113408,1531014613364113408,1784978853000,1784987051000,0.0,33.6
1784976382000-642689989225816064-1326601811460620288,1326601811460620288,1784976382000,1784980453000,41.76,16.822
1784976382000-642689989225816064-1326601811460620288,1326601811460620288,1784980454000,1784993178000,142.76,49.598
1784978246000-642689989225816064-566303952333733888,566303952333733888,1784978246000,1784987014000,0.0,26.14
1784978246000-642689989225816064-566303952333733888,566303952333733888,1784987015000,1784993370000,0.0,12.607
1784978340000-642689989225816064-582166702746271744,582166702746271744,1784978340000,1784985976000,0.0,15.669
1784978340000-642689989225816064-582166702746271744,582166702746271744,1784985977000,1784993876000,0.0,14.171
1784987393000-642689989225816064-739919483375714304,739919483375714304,1784987393000,1785007450000,0.0,53.428
1784987393000-642689989225816064-739919483375714304,739919483375714304,1785007451000,1785024623000,0.0,69.412
1784987393000-642689989225816064-739919483375714304,739919483375714304,1785024624000,1785036908000,0.0,40.227
1784988774000-642689989225816064-739421717067202560,739421717067202560,1784988774000,1785000502000,0.0,44.773
1784988774000-642689989225816064-739421717067202560,739421717067202560,1785000503000,1785002655000,0.0,8.786
1784989310000-642689989225816064-739928272518774784,739928272518774784,1784989310000,1785009117000,200.125,61.993
1784989310000-642689989225816064-739928272518774784,739928272518774784,1785009118000,1785023930000,172.625,43.001
1784990503000-642689989225816064-739910017485897728,739910017485897728,1784990503000,1784994402000,0.0,6.075
1784990503000-642689989225816064-739910017485897728,739910017485897728,1784994403000,1784994856000,0.0,0.969
1784990503000-642689989225816064-739910017485897728,739910017485897728,1784994857000,1785001680000,0.0,19.652
1784994106000-642689989225816064-1533593777682251776,1533593777682251776,1784994106000,1785007890000,184.95,58.731
1784994106000-642689989225816064-1533593777682251776,1533593777682251776,1785007891000,1785008721000,2.89,0.981
1784994838000-642689989225816064-1363547788364742656,1363547788364742656,1784994838000,1784998915000,22.625,2.551
1784994838000-642689989225816064-1363547788364742656,1363547788364742656,1784998916000,1784999663000,1.875,0.252
1784997133000-642689989225816064-1429476090367180800,1429476090367180800,1784997133000,1785018399000,344.4,84.067
1784997133000-642689989225816064-1429476090367180800,1429476090367180800,1785018400000,1785039174000,309.9,79.18
1784997707000-642689989225816064-739497118649024512,739497118649024512,1784997707000,1785009981000,0.0,39.874
1784997707000-642689989225816064-739497118649024512,739497118649024512,1785009982000,1785034233000,0.0,98.125
1784997707000-642689989225816064-739497118649024512,739497118649024512,1785034234000,1785035032000,0.0,2.347
1785001573000-642689989225816064-739115416302911488,739115416302911488,1785001573000,1785020385000,0.0,66.733
1785001573000-642689989225816064-739115416302911488,739115416302911488,1785020386000,1785027928000,0.0,27.662
1785003277000-642689989225816064-1425525382987120640,1425525382987120640,1785003277000,1785017768000,226.6,58.937
1785003277000-642689989225816064-1425525382987120640,1425525382987120640,1785017769000,1785023977000,107.6,28.005
1785004384000-642689989225816064-739421717067202560,739421717067202560,1785004384000,1785020887000,0.0,63.126
1785004384000-642689989225816064-739421717067202560,739421717067202560,1785020888000,1785034974000,0.0,55.934
1785015984000-642689989225816064-739910017485897728,739910017485897728,1785015984000,1785017628000,0.0,3.021
1785015984000-642689989225816064-739910017485897728,739910017485897728,1785017629000,1785023443000,0.0,14.775
1785015984000-642689989225816064-739910017485897728,739910017485897728,1785023444000,1785024222000,0.0,1.665
