trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1785120467000-642689989225816064-1515667522240643072,1515667522240643072,1785120467000,1785125671000,0.0,10.516
1785120467000-642689989225816064-1515667522240643072,1515667522240643072,1785125672000,1785128588000,0.0,6.353
1785120766000-642689989225816064-1326603043004743680,1326603043004743680,1785120766000,1785123053000,11.72,6.85
1785120766000-642689989225816064-1326603043004743680,1326603043004743680,1785123054000,1785128936000,62.68,20.165
1785120766000-642689989225816064-1326603043004743680,1326603043004743680,1785128937000,1785135909000,94.56,32.857
1785138100000-642689989225816064-1326601836949405696,1326601836949405696,1785138100000,1785147374000,118.12,37.76
1785138100000-642689989225816064-1326601836949405696,1326601836949405696,1785147375000,1785153090000,0.0,25.602
1785147672000-642689989225816064-566305663035146240,566305663035146240,1785147672000,1785155562000,0.0,17.499
1785147672000-642689989225816064-566305663035146240,566305663035146240,1785155563000,1785162159000,0.0,14.694
1785150997000-642689989225816064-566303952333733888,566303952333733888,1785150997000,1785159859000,0.0,29.813
1785150997000-642689989225816064-566303952333733888,566303952333733888,1785159860000,1785165159000,0.0,14.536
1785153185000-642689989225816064-589017381083291648,589017381083291648,1785153185000,1785159836000,0.0,10.455
1785153185000-642689989225816064-589017381083291648,589017381083291648,1785159837000,1785167071000,0.0,16.746
1785154529000-642689989225816064-1531014613364113408,1531014613364113408,1785154529000,1785156285000,4.25,3.673
1785154529000-642689989225816064-1531014613364113408,1531014613364113408,1785156286000,1785169863000,0.0,64.317
1785156322000-642689989225816064-739497118649024512,739497118649024512,1785156322000,1785165014000,0.0,29.97
1785156322000-642689989225816064-739497118649024512,739497118649024512,1785165015000,1785165635000,0.0,1.851
1785156322000-642689989225816064-739497118649024512,739497118649024512,1785165636000,1785183336000,0.0,55.251
1785156322000-642689989225816064-739497118649024512,739497118649024512,1785183337000,1785195960000,0.0,48.444
1785158090000-642689989225816064-739115416302911488,739115416302911488,1785158090000,1785166406000,0.0,27.327
1785158090000-642689989225816064-739115416302911488,739115416302911488,1785166407000,1785174012000,0.0,26.826
1785158167000-642689989225816064-1530989903863611392,1530989903863611392,1785158167000,1785159816000,4.16,3.425
1785158167000-642689989225816064-1530989903863611392,1530989903863611392,1785159817000,1785173577000,186.61,53.086
1785159024000-642689989225816064-739471116254314496,739471116254314496,1785159024000,1785187965000,0.0,91.486
1785159024000-642689989225816064-739471116254314496,739471116254314496,1785187966000,1785205034000,0.0,58.212
1785159225000-642689989225816064-1363547788364742656,1363547788364742656,1785159225000,1785159968000,4.25,0.651
1785159225000-642689989225816064-1363547788364742656,1363547788364742656,1785159969000,1785162983000,8.75,1.623
1785159520000-642689989225816064-739919483375714304,739919483375714304,1785159520000,1785172574000,0.0,23.947
1785159520000-642689989225816064-739919483375714304,739919483375714304,1785172575000,1785192926000,0.0,72.68
1785159520000-642689989225816064-739919483375714304,739919483375714304,1785192927000,1785197201000,0.0,13.293
1785159520000-642689989225816064-739919483375714304,739919483375714304,1785197202000,1785210311000,0.0,46.316
1785167112000-642689989225816064-1557834733679804416,1557834733679804416,1785167112000,1785176352000,120.075,35.316
1785167112000-642689989225816064-1557834733679804416,1557834733679804416,1785176353000,1785180894000,0.0,18.256
1785169406000-642689989225816064-1429476090367180800,1429476090367180800,1785169406000,1785190280000,344.5,86.773
1785169406000-642689989225816064-1429476090367180800,1429476090367180800,1785190281000,1785210693000,309.6,76.781
1785174845000-642689989225816064-739115416302911488,739115416302911488,1785174845000,1785187533000,0.0,43.216
1785174845000-642689989225816064-739115416302911488,739115416302911488,1785187534000,1785201813000,0.0,54.356
1785175837000-642689989225816064-1425525382987120640,1425525382987120640,1785175837000,1785189775000,226.2,60.442
1785175837000-642689989225816064-1425525382987120640,1425525382987120640,1785189776000,1785201406000,180.4,46.228
1785176280000-642689989225816064-739421717067202560,739421717067202560,1785176280000,1785193377000,0.0,65.848
1785176280000-642689989225816064-739421717067202560,739421717067202560,1785193378000,1785206904000,0.0,46.544
1785178132000-642689989225816064-1533070673256120320,1533070673256120320,1785178132000,1785181270000,21.79,8.794
1785178132000-642689989225816064-1533070673256120320,1533070673256120320,1785181271000,1785190882000,164.695,41.119
