account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,engine_hours,load_estimation,active_driver,driver_ids
662723863112650752,1785236400000,690988481815511040,AS01PC5611,119000,1785236519000,0.16968233333333335,,0.06427361111111111,,,0.06427361111111111,1785236400000-662723863112650752-690988481815511040,,,,
662723863112650752,1785235751000,690988481815511040,AS01PC5611,647000,1785236398000,1.0483444678179998,,0.39710017720378776,0.02518256242144184,,0.39710017720378776,1785235751000-662723863112650752-690988481815511040,,,,
662723863112650752,1785234478000,690988481815511040,AS01PC5611,1180000,1785235658000,3.6986780787192948,,1.4010144237573086,0.007851453784822332,,1.4010144237573086,1785234478000-662723863112650752-690988481815511040,,,,
662723863112650752,1785220159000,690988481815511040,AS01PC5611,4041000,1785224200000,7.634304232422747,,2.8917819062207375,0.03803882988664201,,2.8917819062207375,1785220159000-662723863112650752-690988481815511040,,,,
662723863112650752,1785219431000,690988481815511040,AS01PC5611,726000,1785220157000,1.6588341067290087,,0.6283462525488669,,,0.6283462525488669,1785219431000-662723863112650752-690988481815511040,,,,
662723863112650752,1785218167000,690988481815511040,AS01PC5611,1168000,1785219335000,3.5505806410384473,,1.3449169094842603,0.025280372162945066,,1.3449169094842603,1785218167000-662723863112650752-690988481815511040,,,,
662723863112650752,1785215468000,690988481815511040,AS01PC5611,363000,1785215831000,0.4201478617758785,,0.1591469173393479,0.188505065015059,,0.1591469173393479,1785215468000-662723863112650752-690988481815511040,,,,
662723863112650752,1785214307000,690988481815511040,AS01PC5611,735000,1785215042000,1.129573639457627,,0.42786880282485873,0.07011495066229453,,0.42786880282485873,1785214307000-662723863112650752-690988481815511040,,,,
662723863112650752,1785197150000,690988481815511040,AS01PC5611,5369000,1785202519000,21.311812789756345,20437.0,8.072656359756191,2.5316325988905635,,8.072656359756191,1785197150000-662723863112650752-690988481815511040,,,,
662723863112650752,1785255973000,717369178893320192,AS01PC5614,35366000,1785291339000,268.6097540739016,408454.0,101.74611896738698,4.014443048495276,,101.74611896738696,1785255973000-662723863112650752-717369178893320192,,,1093578478252457984,['1093578478252457984']
662723863112650752,1785251995000,717369178893320192,AS01PC5614,927000,1785252922000,5.137020927631258,6872.0,1.9458412604663855,3.5316344347395003,,1.9458412604663855,1785251995000-662723863112650752-717369178893320192,,,1093578478252457984,['1093578478252457984']
662723863112650752,1785249811000,717369178893320192,AS01PC5614,361000,1785250172000,0.7900210191005292,,0.29925038602292775,,,0.29925038602292775,1785249811000-662723863112650752-717369178893320192,,,1093578478252457984,['1093578478252457984']
662723863112650752,1785216070000,717369178893320192,AS01PC5614,343000,1785216413000,0.9450313929629631,,0.3579664367283951,0.1732005954710277,,0.3579664367283951,1785216070000-662723863112650752-717369178893320192,,,1093578478252457984,['1093578478252457984']
