account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,engine_hours,active_driver,driver_ids,vehicle_device_type
662723863112650752,1784800474000,717369178893320192,AS01PC5614,280000,1784800754000,0.36990756,0.1401165,,,0.1401165,1784800474000-662723863112650752-717369178893320192,,,1093578478252457984,['1093578478252457984'],
662723863112650752,1784788899000,717369178893320192,AS01PC5614,377000,1784789276000,0.6776301270588236,0.2566780784313726,0.2298599099719172,,0.2566780784313726,1784788899000-662723863112650752-717369178893320192,59.0,,1093578478252457984,['1093578478252457984'],
642689989225816064,1784833220000,739426360824430592,Mp13p2745,15450000,1784848670000,,,,,,1784833220000-642689989225816064-739426360824430592,167943.0,,,,c
