vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,load_estimation,id,driver_ids,vehicle_device_type,active_driver,adblue_consumed
1500848886552461312,1790209829000-632578958264631296-1500848886552461312,1790209829000,1790210616000,1,0.0,0.0,0.0,632578958264631296,1790209829000,1500848886552461312,NL01AK3124,787000.0,1790210616000.0,,6.835,0.0,0.0,0.0,,,,1790209829000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790211962000-632578958264631296-1500848886552461312,1790211962000,1790216523000,1,0.0,0.0,0.0,632578958264631296,1790211962000,1500848886552461312,NL01AK3124,4561000.0,1790216523000.0,,49.187,0.0,0.0,0.0,,,,1790211962000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790216768000-632578958264631296-1500848886552461312,1790216768000,1790225117000,1,0.0,0.0,0.0,632578958264631296,1790216768000,1500848886552461312,NL01AK3124,8349000.0,1790225117000.0,,100.049,0.0,0.0,0.0,,,"{'confidence': None, 'count': None, 'error_code': 'OBD_DATA_EMPTY', 'flags': {}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790225866800}",1790216768000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790228226000-632578958264631296-1500848886552461312,1790228226000,1790230354000,1,0.0,0.0,0.0,632578958264631296,1790228226000,1500848886552461312,NL01AK3124,2128000.0,1790230354000.0,,26.935,0.0,0.0,0.0,,,,1790228226000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790231730000-632578958264631296-1500848886552461312,1790231730000,1790239485000,1,0.0,0.0,0.0,632578958264631296,1790231730000,1500848886552461312,NL01AK3124,7755000.0,1790239485000.0,,94.721,0.0,0.0,0.0,,,"{'confidence': None, 'count': None, 'error_code': 'OBD_DATA_EMPTY', 'flags': {}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790239682096}",1790231730000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790241555000-632578958264631296-1500848886552461312,1790241555000,1790248682000,1,0.0,0.0,0.0,632578958264631296,1790241555000,1500848886552461312,NL01AK3124,7127000.0,1790248682000.0,,86.476,0.0,0.0,0.0,,,,1790241555000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790248948000-632578958264631296-1500848886552461312,1790248948000,1790249337000,1,0.0,0.0,0.0,632578958264631296,1790248948000,1500848886552461312,NL01AK3124,389000.0,1790249337000.0,,2.491,0.0,0.0,0.0,,,,1790248948000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790251334000-632578958264631296-1500848886552461312,1790251334000,1790254683000,1,0.0,0.0,0.0,632578958264631296,1790251334000,1500848886552461312,NL01AK3124,3349000.0,1790254683000.0,,34.694,0.0,0.0,0.0,,,,1790251334000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790256470000-632578958264631296-1500848886552461312,1790256470000,1790258476000,1,0.0,0.0,0.0,632578958264631296,1790256470000,1500848886552461312,NL01AK3124,2006000.0,1790258476000.0,,24.333,0.0,0.0,0.0,,,,1790256470000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790258710000-632578958264631296-1500848886552461312,1790258710000,1790263642000,1,0.0,0.0,0.0,632578958264631296,1790258710000,1500848886552461312,NL01AK3124,4932000.0,1790263642000.0,,42.116,0.0,0.0,0.0,,,,1790258710000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790264559000-632578958264631296-1500848886552461312,1790264559000,1790264998000,1,0.0,0.0,0.0,632578958264631296,1790264559000,1500848886552461312,NL01AK3124,439000.0,1790264998000.0,,3.527,0.0,0.0,0.0,,,,1790264559000-632578958264631296-1500848886552461312,,c,,
1500848886552461312,1790265231000-632578958264631296-1500848886552461312,1790265231000,1790266185000,1,0.0,0.0,0.0,632578958264631296,1790265231000,1500848886552461312,NL01AK3124,954000.0,1790266185000.0,,10.548,0.0,0.0,0.0,,,,1790265231000-632578958264631296-1500848886552461312,,c,,
