account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,load_estimation,id,driver_ids,vehicle_device_type,active_driver,adblue_consumed
901025643674730496,1790235330000,1447671848144732160,RJ14GQ0817,398000.0,1790235728000.0,1.1337538581826248,836.0,0.10361027777777779,0.42945221900856995,1.9466659222997684,0.7999999999883585,0.42945221900856995,,1790235330000-901025643674730496-1447671848144732160,,,,
901025643674730496,1790229295000,1447671848144732160,RJ14GQ0817,1054000.0,1790230349000.0,4.646148215692846,10031.0,0.1499999999996362,1.759904627156381,5.699740682089058,6.2999999999883585,1.4807037558685447,,1790229295000-901025643674730496-1447671848144732160,,,,
901025643674730496,1790220306000,1447671848144732160,RJ14GQ0817,8985000.0,1790229291000.0,50.704646174573,102193.0,2.5,19.20630536915644,5.320804706360264,104.30000000001746,19.20630536915644,"{'confidence': 39.8, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 26701.88814713367, 'std': 9096.502695400242, 'timestamp': 1790230881230}",1790220306000-901025643674730496-1447671848144732160,,,,
901025643674730496,1790209546000,1447671848144732160,RJ14GQ0817,8562000.0,1790218108000.0,36.869742713602726,59377.0,2.199999999999818,13.965811633940426,4.251596796257727,54.60000000000582,13.965811633940426,"{'confidence': 64.9, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 25462.232081878516, 'std': 7143.996922160266, 'timestamp': 1790218131589}",1790209546000-901025643674730496-1447671848144732160,,,,
1194637793272266752,1790276311000,874238000127541248,RJ47GA4754,265000.0,1790276576000.0,0.5831786103846154,,0.05092555555555556,0.22090098878205128,0.07695755502829732,0.0,0.22090098878205128,,1790276311000-1194637793272266752-874238000127541248,,,,
1194637793272266752,1790272538000,874238000127541248,RJ47GA4754,222000.0,1790272760000.0,0.5944587747282609,,0.05168972222222222,0.22517377830615942,0.08882028871410966,0.0,0.22517377830615942,,1790272538000-1194637793272266752-874238000127541248,,,,
1194637793272266752,1790249525000,874238000127541248,RJ47GA4754,521000.0,1790250046000.0,1.8691167728543785,519.0,0.1313888888888889,0.7079987775963554,0.7330521131152186,0.39999999999417923,0.7079987775963554,,1790249525000-1194637793272266752-874238000127541248,,,,0.0
1194637793272266752,1790245072000,874238000127541248,RJ47GA4754,4421000.0,1790249493000.0,15.087869175600414,7145.0,1.199999999999818,5.715101960454702,1.2501964180935685,7.399999999994179,5.715101960454702,,1790245072000-1194637793272266752-874238000127541248,,,,0.0
1194637793272266752,1790237732000,874238000127541248,RJ47GA4754,1224000.0,1790238956000.0,1.3187383187390138,3823.0,0.028333333333333332,0.4995220904314446,7.653315185116275,,0.10898555555555556,,1790237732000-1194637793272266752-874238000127541248,,,,
1194637793272266752,1790237074000,874238000127541248,RJ47GA4754,212000.0,1790237286000.0,0.41862972660317466,,0.04188222222222223,0.15857186613756616,0.03153144452284077,0.0,0.15857186613756616,,1790237074000-1194637793272266752-874238000127541248,,,,
1194637793272266752,1790236227000,874238000127541248,RJ47GA4754,721000.0,1790236948000.0,1.6998245264792795,,0.0999999999994543,0.6438729266966967,0.02019031933318698,0.0,0.6438729266966967,,1790236227000-1194637793272266752-874238000127541248,,,,0.0
1194637793272266752,1790232208000,874238000127541248,RJ47GA4754,2072000.0,1790234280000.0,1.0488829916784874,11.0,0.125,0.3973041635145786,0.027686596341435943,,0.3973041635145786,,1790232208000-1194637793272266752-874238000127541248,,,,
1194637793272266752,1790229548000,874238000127541248,RJ47GA4754,2287000.0,1790231835000.0,4.208873317635304,3054.0,0.1999999999998181,1.5942701960739787,1.9156100437182642,,1.5942701960739787,,1790229548000-1194637793272266752-874238000127541248,,,,0.0920000000000013
1194637793272266752,1790213315000,874238000127541248,RJ47GA4754,217000.0,1790213532000.0,0.5529285396825395,,0.04427777777777778,0.2094426286676286,0.05252034922392165,0.0,0.2094426286676286,,1790213315000-1194637793272266752-874238000127541248,,,,
