vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,engine_hours,load_estimation,active_driver,driver_ids
1429476090367180800,1787416469000-642689989225816064-1429476090367180800,1787416469000,1787458101000,2,653.5,163.20600000000002,4.004142004583165,642689989225816064,1787416469000,1429476090367180800,MP09AN1563,41632000,1787458101000,430.69038576269753,630.062,163.14029763738543,3.862086860969501,654.2000000000116,163.14029763738543,1787416469000-642689989225816064-1429476090367180800,11.25,"{'confidence': 90.2, 'count': 128, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16084.693301748182, 'std': 3563.8337366638093, 'timestamp': 1787458107342}",,
1425525382987120640,1787423164000-642689989225816064-1425525382987120640,1787423164000,1787449292000,2,414.0,102.61500000000001,4.034497880426838,642689989225816064,1787423164000,1425525382987120640,MP09AM6115,26128000,1787449292000,272.334479999998,400.14,103.15699999999924,3.8789418071483555,415.30000000001746,103.15699999999924,1787423164000-642689989225816064-1425525382987120640,7.099999999999909,"{'confidence': 75.4, 'count': 24, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16561.973936088812, 'std': 3986.194771231233, 'timestamp': 1787449301353}",,
1537213879656906752,1787388646000-642689989225816064-1537213879656906752,1787388646000,1787419706000,2,193.88,126.503,1.532611874817198,642689989225816064,1787388646000,1537213879656906752,MP09BN1073,31060000,1787419706000,333.8939733776786,388.229,126.47498991578735,3.0696108397280764,,126.47498991578735,1787388646000-642689989225816064-1537213879656906752,8.59138888888856,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787426311478}",,
718907611667234816,1787385819000-642689989225816064-718907611667234816,1787385819000,1787392187000,2,89.801435,34.857,2.576281234759159,642689989225816064,1787385819000,718907611667234816,MP09DK6372,6368000,1787392187000,92.35245202338275,95.412,34.98198940279649,2.727460662725279,93.1810581299942,34.98198940279649,1787385819000-642689989225816064-718907611667234816,0.0,,,
1326601969871093760,1787368162000-642689989225816064-1326601969871093760,1787368162000,1787374430000,2,79.25,25.071,3.161022695544653,642689989225816064,1787368162000,1326601969871093760,MP09BN3893,6268000,1787374430000,66.2144602947322,82.273,25.081234960125833,3.2802611247331988,79.91999999999825,25.081234960125833,1787368162000-642689989225816064-1326601969871093760,1.7122222222224082,,,
1326601836949405696,1787412814000-642689989225816064-1326601836949405696,1787412814000,1787429126000,2,52.24,54.253,0.9628960610473154,642689989225816064,1787412814000,1326601836949405696,MP09DY9036,16312000,1787429126000,143.18639342299042,199.033,54.23727023598122,3.669672148580234,,54.23727023598122,1787412814000-642689989225816064-1326601836949405696,4.494166666667297,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787432876065}",,
1326602059092328448,1787398576000-642689989225816064-1326602059092328448,1787398576000,1787402423000,2,18.240000000000002,10.262,1.777431299941532,642689989225816064,1787398576000,1326602059092328448,MP09DT9045,3847000,1787402423000,27.1135212396281,21.661,10.270273196828825,2.1090967674246794,19.800000000046566,10.270273196828825,1787398576000-642689989225816064-1326602059092328448,1.039722222221826,,,
1326601999923281920,1787442550000-642689989225816064-1326601999923281920,1787442550000,1787456770000,2,14.96,57.229,0.2614059305596813,642689989225816064,1787442550000,1326601999923281920,MP09DZ9027,14220000,1787456770000,151.10653347817302,199.086,57.23732328718675,3.4782548967409133,,57.23732328718675,1787442550000-642689989225816064-1326601999923281920,3.912499999998545,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787498244790}",,
739471116254314496,1787405257000-642689989225816064-739471116254314496,1787405257000,1787452024000,5,0.0,149.63,0.0,642689989225816064,1787405257000,739471116254314496,MP13P5418,46767000,1787452024000,396.751172207506,522.862,150.2845349270856,3.4791470742726784,,150.2845349270856,1787405257000-642689989225816064-739471116254314496,13.0,"{'confidence': 58.3, 'count': 3, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 20133.356605285786, 'std': 2910.4277190452385, 'timestamp': 1787529465626}",,
566305663035146240,1787364468000-642689989225816064-566305663035146240,1787364468000,1787409245000,4,0.0,166.27499999999998,0.0,642689989225816064,1787364468000,566305663035146240,MP09AF2754,44777000,1787409245000,440.34242007808143,585.701,166.7963712416975,3.511473275106721,,166.7963712416975,1787364468000-642689989225816064-566305663035146240,12.396388888886577,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1787422150264}",,
