vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,load_estimation,driver_ids,active_driver,adblue_consumed
1088485622458351616,1787975816000-632578958264631296-1088485622458351616,1787975816000,1787993491000,1,243.665,48.579,5.015850470367854,632578958264631296,1787975816000,1088485622458351616,RJ47GA5708,17675000,1787993491000,128.24839692877143,4.899999999999636,48.578938230595234,5.015856848154385,252.20000000001164,48.578938230595234,1787975816000-632578958264631296-1088485622458351616,243.665,"{'confidence': 80.5, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 27258.734469785595, 'std': 4261.06173182066, 'timestamp': 1787993500586}",,,
874238000127541248,1787992173000-1194637793272266752-874238000127541248,1787992173000,1788013089000,1,226.645,103.195,2.19627888948108,1194637793272266752,1787992173000,874238000127541248,RJ47GA4754,20916000,1788013089000,272.4349054713833,5.800000000000182,103.19503995128153,2.1962780392061414,233.79999999998836,103.19503995128153,1787992173000-1194637793272266752-874238000127541248,226.645,"{'confidence': 0, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 71031.44359128889, 'std': 33637.05163441609, 'timestamp': 1788013327392}",,,0.0
1088485622458351616,1787995801000-632578958264631296-1088485622458351616,1787995801000,1788011662000,1,205.8,46.516,4.4242841172929745,632578958264631296,1787995801000,1088485622458351616,RJ47GA5708,15861000,1788011662000,122.80103625841248,4.399999999999636,46.51554403727745,4.4243274857768125,205.79999999998836,46.51554403727745,1787995801000-632578958264631296-1088485622458351616,205.79999999998836,"{'confidence': 38.6, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 25457.30019594725, 'std': 8839.114491302686, 'timestamp': 1788011680091}",,,
1067765309810671616,1788007977000-632578958264631296-1067765309810671616,1788007977000,1788023327000,1,204.3,57.152,3.5746780515117584,632578958264631296,1788007977000,1067765309810671616,RJ47GA6287,15350000,1788023327000,150.8800295528664,4.25,57.15152634578273,3.5747076773408515,204.30000000001746,57.15152634578273,1788007977000-632578958264631296-1067765309810671616,204.30000000001746,"{'confidence': 56.7, 'count': 17, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 2}, 'load_class': 'HIGH', 'mean': 54858.04385182399, 'std': 19590.53474527637, 'timestamp': 1788023339046}",,,
1152270574152581120,1787975789000-632578958264631296-1152270574152581120,1787975789000,1787993525000,1,194.989,58.671,3.323430655690205,632578958264631296,1787975789000,1152270574152581120,RJ47GA5213,17736000,1787993525000,154.8908851558393,4.850000000000364,58.67078983175731,3.3234425607554443,202.0,58.67078983175731,1787975789000-632578958264631296-1152270574152581120,194.989,"{'confidence': 35.1, 'count': 5, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 29621.960883480766, 'std': 8598.819010071606, 'timestamp': 1787993530279}",,,
1536397466075660288,1787970617000-632578958264631296-1536397466075660288,1787970617000,1787985721000,1,194.271,69.534,2.793899387350073,632578958264631296,1787970617000,1536397466075660288,NL01AK8051,15104000,1787985721000,183.57067892103817,4.2000000000000455,69.53434807615082,2.793885401603871,199.64500000000044,69.53434807615082,1787970617000-632578958264631296-1536397466075660288,194.271,"{'confidence': 75.7, 'count': 10, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 50409.29240777879, 'std': 7750.189989310052, 'timestamp': 1787985724141}",,,
951557843473924096,1788008158000-632578958264631296-951557843473924096,1788008158000,1788023975000,1,192.273,56.107,3.4268986044522074,632578958264631296,1788008158000,951557843473924096,RJ47GA3365,15817000,1788023975000,148.12211054328694,4.350000000000364,56.10686005427535,3.4269071520666707,194.25,56.10686005427535,1788008158000-632578958264631296-951557843473924096,192.273,"{'confidence': 64.5, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 41012.14860514291, 'std': 7142.308491814596, 'timestamp': 1788024053197}",,,
1067776159577538560,1788014727000-632578958264631296-1067776159577538560,1788014727000,1788030247000,1,189.939,39.542,4.803474786303171,632578958264631296,1788014727000,1067776159577538560,RJ14GP9561,15520000,1788030247000,104.38967042184397,4.25,39.54154182645605,4.803530444857807,196.59999999997672,39.54154182645605,1788014727000-632578958264631296-1067776159577538560,189.939,"{'confidence': 84.6, 'count': 5, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 2}, 'load_class': 'LOW', 'mean': 14101.878233281595, 'std': 970.0507567002958, 'timestamp': 1788030251583}",,,
780059706918961152,1787963543000-632578958264631296-780059706918961152,1787963543000,1787979308000,1,189.667,53.0,3.578622641509434,632578958264631296,1787963543000,780059706918961152,RJ47GA3183,15765000,1787979308000,139.92000000000002,4.399999999999636,53.0,3.578622641509434,213.09999999997672,53.0,1787963543000-632578958264631296-780059706918961152,189.667,"{'confidence': 62.4, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 39714.99562483352, 'std': 7900.300213185736, 'timestamp': 1787979521512}",['900758004217937931'],900758004217937931,
1067767710965825536,1787962519000-632578958264631296-1067767710965825536,1787962519000,1787977103000,1,188.715,66.31,2.8459508369778312,632578958264631296,1787962519000,1067767710965825536,RJ47GA6291,14584000,1787977103000,175.05773271721074,4.0,66.3097472413677,2.8459616851362255,198.60000000000582,66.3097472413677,1787962519000-632578958264631296-1067767710965825536,188.715,"{'confidence': 55, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 42261.44902265929, 'std': 14241.03508862465, 'timestamp': 1787977106754}",,,
