account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id
649034868264558592,1777474581000,1066488795177680896,MP09PA6660,8410000,1777482991000,,,,,,,,1777474581000-649034868264558592-1066488795177680896
649034868264558592,1777474367000,1066488795177680896,MP09PA6660,160000,1777474527000,,,,,,,,1777474367000-649034868264558592-1066488795177680896
649034868264558592,1777469940000,1066488795177680896,MP09PA6660,901000,1777470841000,,,,,,,,1777469940000-649034868264558592-1066488795177680896
649034868264558592,1777452050000,1066488795177680896,MP09PA6660,792000,1777452842000,,,,,,,,1777452050000-649034868264558592-1066488795177680896
649034868264558592,1777469120000,1140330395766620160,MP09DD0666,15691000,1777484811000,,,,,,,,1777469120000-649034868264558592-1140330395766620160
649034868264558592,1777455692000,1146409880471470080,MP09DC0666,27862000,1777483554000,,,,,,,,1777455692000-649034868264558592-1146409880471470080
649034868264558592,1777475217000,1146410298802962432,MP09ZD9990,13295000,1777488512000,,,,,,,,1777475217000-649034868264558592-1146410298802962432
649034868264558592,1777469690000,1146410298802962432,MP09ZD9990,1202000,1777470892000,,,,,,,,1777469690000-649034868264558592-1146410298802962432
649034868264558592,1777470373000,1146410747421523968,MP09ZM9990,8686000,1777479059000,,,,,,,,1777470373000-649034868264558592-1146410747421523968
649034868264558592,1777447112000,1146410747421523968,MP09ZM9990,1259000,1777448371000,,,,,,,,1777447112000-649034868264558592-1146410747421523968
649034868264558592,1777444856000,1146410747421523968,MP09ZM9990,975000,1777445831000,,,,,,,,1777444856000-649034868264558592-1146410747421523968
649034868264558592,1777461662000,1147228695027515392,MP09ZF9990,17743000,1777479405000,,,,,,,,1777461662000-649034868264558592-1147228695027515392
649034868264558592,1777476438000,1151974728106246144,MP09ZG9990,8758000,1777485196000,,,,,,,,1777476438000-649034868264558592-1151974728106246144
649034868264558592,1777474277000,1151974728106246144,MP09ZG9990,895000,1777475172000,,,,,,,,1777474277000-649034868264558592-1151974728106246144
649034868264558592,1777471033000,1151974728106246144,MP09ZG9990,689000,1777471722000,,,,,,,,1777471033000-649034868264558592-1151974728106246144
649034868264558592,1777464608000,1186996301657538560,MP09ZT0009,16309000,1777480917000,,,,,,,,1777464608000-649034868264558592-1186996301657538560
649034868264558592,1777458092000,1186996414987632640,MP09ZS0009,767000,1777458859000,,,,,,,,1777458092000-649034868264558592-1186996414987632640
649034868264558592,1777454939000,1186996414987632640,MP09ZS0009,1487000,1777456426000,,,,,,,,1777454939000-649034868264558592-1186996414987632640
649034868264558592,1777473656000,1192134642870779904,MP09ZU0099,11969000,1777485625000,,,,,,,,1777473656000-649034868264558592-1192134642870779904
649034868264558592,1777457308000,1192134642870779904,MP09ZU0099,554000,1777457862000,,,,,,,,1777457308000-649034868264558592-1192134642870779904
649034868264558592,1777460509000,1192134718468915200,MP09ZT0099,830000,1777461339000,,,,,,,,1777460509000-649034868264558592-1192134718468915200
649034868264558592,1777466798000,1220369221305761792,MP09ZY9990,7892000,1777474690000,,,,,,,,1777466798000-649034868264558592-1220369221305761792
649034868264558592,1777456501000,1220369221305761792,MP09ZY9990,310000,1777456811000,,,,,,,,1777456501000-649034868264558592-1220369221305761792
649034868264558592,1777470900000,1268893773056704512,MP09DG0009,18805000,1777489705000,,,,,,,,1777470900000-649034868264558592-1268893773056704512
649034868264558592,1777445807000,1268893773056704512,MP09DG0009,1349000,1777447156000,,,,,,,,1777445807000-649034868264558592-1268893773056704512
649034868264558592,1777474363000,1268893877926887424,MP09DH0009,8791000,1777483154000,,,,,,,,1777474363000-649034868264558592-1268893877926887424
649034868264558592,1777473474000,1268893877926887424,MP09DH0009,433000,1777473907000,,,,,,,,1777473474000-649034868264558592-1268893877926887424
649034868264558592,1777460425000,1268893877926887424,MP09DH0009,2310000,1777462735000,,,,,,,,1777460425000-649034868264558592-1268893877926887424
649034868264558592,1777444378000,1268893877926887424,MP09DH0009,1601000,1777445979000,,,,,,,,1777444378000-649034868264558592-1268893877926887424
649034868264558592,1777460403000,1268893955106275328,MP09DE0999,23045000,1777483448000,,,,,,,,1777460403000-649034868264558592-1268893955106275328
649034868264558592,1777457716000,1268894231850647552,MP09DA9990,18210000,1777475926000,,,,,,,,1777457716000-649034868264558592-1268894231850647552
649034868264558592,1777444605000,1268894231850647552,MP09DA9990,524000,1777445129000,,,,,,,,1777444605000-649034868264558592-1268894231850647552
649034868264558592,1777457791000,1268894298644938752,MP09DB9990,11863000,1777469654000,,,,,,,,1777457791000-649034868264558592-1268894298644938752
649034868264558592,1777451415000,1268894298644938752,MP09DB9990,212000,1777451627000,,,,,,,,1777451415000-649034868264558592-1268894298644938752
649034868264558592,1777451310000,1284477133422329856,MP09DH9990,311000,1777451621000,,,,,,,,1777451310000-649034868264558592-1284477133422329856
649034868264558592,1777448284000,1284477133422329856,MP09DH9990,677000,1777448961000,,,,,,,,1777448284000-649034868264558592-1284477133422329856
649034868264558592,1777487097000,1289228109731594240,MP09DK9990,10680000,1777497777000,,,,,,,,1777487097000-649034868264558592-1289228109731594240
649034868264558592,1777472770000,1289228109731594240,MP09DK9990,12870000,1777485640000,,,,,,,,1777472770000-649034868264558592-1289228109731594240
649034868264558592,1777478447000,1334832234422599680,MP09DR0666,9267000,1777487714000,,,,,,,,1777478447000-649034868264558592-1334832234422599680
649034868264558592,1777455926000,1334833185816576000,MP09DS0999,414000,1777456340000,,,,,,,,1777455926000-649034868264558592-1334833185816576000
649034868264558592,1777484472000,1334833282986016768,MP09DU9990,11698000,1777496170000,,,,,,,,1777484472000-649034868264558592-1334833282986016768
649034868264558592,1777479986000,1334833282986016768,MP09DU9990,2839000,1777482825000,,,,,,,,1777479986000-649034868264558592-1334833282986016768
649034868264558592,1777466982000,1334833282986016768,MP09DU9990,12370000,1777479352000,,,,,,,,1777466982000-649034868264558592-1334833282986016768
649034868264558592,1777468563000,1334833384924381184,MP09DT9990,6935000,1777475498000,,,,,,,,1777468563000-649034868264558592-1334833384924381184
649034868264558592,1777467115000,1334833384924381184,MP09DT9990,224000,1777467339000,,,,,,,,1777467115000-649034868264558592-1334833384924381184
649034868264558592,1777452568000,1334833384924381184,MP09DT9990,231000,1777452799000,,,,,,,,1777452568000-649034868264558592-1334833384924381184
649034868264558592,1777445125000,1334833501215653888,MP09DS9990,29151000,1777474276000,,,,,,,,1777445125000-649034868264558592-1334833501215653888
649034868264558592,1777467319000,1406271868830220288,MP09AT9990,200000,1777467519000,,,,,,,,1777467319000-649034868264558592-1406271868830220288
649034868264558592,1777458850000,1406271868830220288,MP09AT9990,420000,1777459270000,,,,,,,,1777458850000-649034868264558592-1406271868830220288
649034868264558592,1777487307000,1406272050288394240,MP09AT9000,247000,1777487554000,,,,,,,,1777487307000-649034868264558592-1406272050288394240
649034868264558592,1777472732000,1474013287929610240,MP09AM9909,8943000,1777481675000,,,,,,,,1777472732000-649034868264558592-1474013287929610240
649034868264558592,1777475867000,1474013563159838720,MP09AM9990,15599000,1777491466000,,,,,,,,1777475867000-649034868264558592-1474013563159838720
649034868264558592,1777462908000,1474013563159838720,MP09AM9990,2716000,1777465624000,,,,,,,,1777462908000-649034868264558592-1474013563159838720
649034868264558592,1777470416000,1474016264899788800,MP09BK9990,8937000,1777479353000,,,,,,,,1777470416000-649034868264558592-1474016264899788800
649034868264558592,1777449903000,1474016264899788800,MP09BK9990,1388000,1777451291000,,,,,,,,1777449903000-649034868264558592-1474016264899788800
649034868264558592,1777448722000,1474016264899788800,MP09BK9990,178000,1777448900000,,,,,,,,1777448722000-649034868264558592-1474016264899788800
649034868264558592,1777459220000,1476550907393998848,MP09DP0666,1523000,1777460743000,,,,,,,,1777459220000-649034868264558592-1476550907393998848
649034868264558592,1777446181000,1476550907393998848,MP09DP0666,618000,1777446799000,,,,,,,,1777446181000-649034868264558592-1476550907393998848
