vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id
1494313280225673216,1777475405000-649034868264558592-1494313280225673216,1777475405000,1777533067000,3,997.861,268.131,3.721542827946042,649034868264558592,1777475405000,1494313280225673216,MP09BL9990,57662000,1777533067000,707.7360725547711,997.987,15.991111111111081,268.081845664686,3.7226951997647455,987.4300000000003,268.081845664686,1777475405000-649034868264558592-1494313280225673216
1268894231850647552,1777477840000-649034868264558592-1268894231850647552,1777477840000,1777531829000,3,895.7149999999999,277.742,3.2249893786319674,649034868264558592,1777477840000,1268894231850647552,MP09DA9990,53989000,1777531829000,733.7088000000049,895.732,14.900000000000091,277.92000000000183,3.2229850316637667,959.3850000000093,277.92000000000183,1777477840000-649034868264558592-1268894231850647552
1494312366358134784,1777463613000-649034868264558592-1494312366358134784,1777463613000,1777521253000,3,842.501,279.209,3.0174564573491542,649034868264558592,1777463613000,1494312366358134784,MP09AX9990,57640000,1777521253000,736.4282948279499,842.569,15.983888888888941,278.95011167725374,3.0205006728043733,837.1999999999971,278.95011167725374,1777463613000-649034868264558592-1494312366358134784
1536322320262496256,1777472579000-649034868264558592-1536322320262496256,1777472579000,1777521338000,4,837.198,239.52499999999998,3.4952426677799813,649034868264558592,1777472579000,1536322320262496256,MP09BL9000,48759000,1777521338000,628.7328169590445,837.306,13.517777777777837,238.15637006024411,3.515782507888388,829.0500000000029,238.15637006024411,1777472579000-649034868264558592-1536322320262496256
1186996301657538560,1777482578000-649034868264558592-1186996301657538560,1777482578000,1777540275000,5,787.608,298.98,2.634316676700782,649034868264558592,1777482578000,1186996301657538560,MP09ZT0009,57697000,1777540275000,788.6071712541325,787.706,15.992777777777519,298.71483759626227,2.6369831721069366,772.0,298.71483759626227,1777482578000-649034868264558592-1186996301657538560
1140330319757443072,1777475726000-649034868264558592-1140330319757443072,1777475726000,1777533358000,1,781.991,289.638,2.699890898293732,649034868264558592,1777475726000,1140330319757443072,MP09ZL9990,57632000,1777533358000,764.6437814245807,781.991,15.974444444444089,289.6377959941593,2.699892799956844,784.4799999999814,289.6377959941593,1777475726000-649034868264558592-1140330319757443072
1494312585351135232,1777453049000-649034868264558592-1494312585351135232,1777453049000,1777510729000,3,742.365,262.231,2.830958200975476,649034868264558592,1777453049000,1494312585351135232,MP09AZ0009,57680000,1777510729000,690.859404681463,742.448,15.994444444444525,261.6891684399481,2.8371369148600256,737.3300000000017,261.6891684399481,1777453049000-649034868264558592-1494312585351135232
1476550907393998848,1777479182000-649034868264558592-1476550907393998848,1777479182000,1777531516000,2,681.437,190.6,3.5752203567681007,649034868264558592,1777479182000,1476550907393998848,MP09DP0666,52334000,1777531516000,503.22414675339513,681.483,14.489444444444871,190.61520710355876,3.5751764528931793,679.2699999999895,190.61520710355876,1777479182000-649034868264558592-1476550907393998848
1284477133422329856,1777473994000-649034868264558592-1284477133422329856,1777473994000,1777517149000,3,663.731,201.357,3.296289674558123,649034868264558592,1777473994000,1284477133422329856,MP09DH9990,43155000,1777517149000,531.5353919181387,663.754,11.949999999998909,201.33916360535554,3.2966959240032545,709.8950000000186,201.33916360535554,1777473994000-649034868264558592-1284477133422329856
1268894095296692224,1777478758000-649034868264558592-1268894095296692224,1777478758000,1777528283000,4,654.156,237.11,2.7588714098941414,649034868264558592,1777478758000,1268894095296692224,MP09DF0999,49525000,1777528283000,626.0129847186441,654.248,13.717777777777883,237.12613057524396,2.7590717160224423,640.9599999999627,237.12613057524393,1777478758000-649034868264558592-1268894095296692224
930508235230674944,1777477875000-649034868264558592-930508235230674944,1777477875000,1777520504000,1,637.865,206.695,3.086020464936259,649034868264558592,1777477875000,930508235230674944,MP07P7770,42629000,1777520504000,545.674287339989,637.865,0.0,206.69480581060188,3.0860233642469326,,206.69480581060188,1777477875000-649034868264558592-930508235230674944
1334833185816576000,1777474627000-649034868264558592-1334833185816576000,1777474627000,1777511570000,1,635.659,175.424,3.6235577800072964,649034868264558592,1777474627000,1334833185816576000,MP09DS0999,36943000,1777511570000,463.1193599999976,635.659,10.200000000000728,175.42399999999907,3.623557780007316,656.9100000000326,175.42399999999907,1777474627000-649034868264558592-1334833185816576000
1192134718468915200,1777463419000-649034868264558592-1192134718468915200,1777463419000,1777515841000,1,614.354,199.591,3.0780646421932856,649034868264558592,1777463419000,1192134718468915200,MP09ZT0099,52422000,1777515841000,526.9214873001583,614.354,14.5,199.59147246218117,3.0780573559644866,655.9199999999255,199.59147246218117,1777463419000-649034868264558592-1192134718468915200
1284476928488636416,1777480572000-649034868264558592-1284476928488636416,1777480572000,1777512876000,2,607.369,189.899,3.1983791383840887,649034868264558592,1777480572000,1284476928488636416,MP09DJ9990,32304000,1777512876000,501.5571398281425,607.412,8.950000000000728,189.9837650864176,3.197178452188836,646.0049999998882,189.9837650864176,1777480572000-649034868264558592-1284476928488636416
1474016042442293248,1777476168000-649034868264558592-1474016042442293248,1777476168000,1777520516000,2,601.261,206.959,2.9052179417179245,649034868264558592,1777476168000,1474016042442293248,MP09AP9990,44348000,1777520516000,548.2857600000029,601.269,12.25,207.6840000000011,2.8951146934766125,594.6200000000244,207.6840000000011,1777476168000-649034868264558592-1474016042442293248
1268894298644938752,1777412895000-649034868264558592-1268894298644938752,1777412895000,1777451145000,2,573.906,188.201,3.0494311932455194,649034868264558592,1777412895000,1268894298644938752,MP09DB9990,38250000,1777451145000,497.05919999999696,573.935,10.549999999999272,188.27999999999884,3.0483057148927317,615.9000000000233,188.27999999999884,1777412895000-649034868264558592-1268894298644938752
1146409880471470080,1777484834000-649034868264558592-1146409880471470080,1777484834000,1777529686000,2,567.4459999999999,221.735,2.5591178659210314,649034868264558592,1777484834000,1146409880471470080,MP09DC0666,44852000,1777529686000,585.3760825460223,567.486,12.411111111110586,221.733364600766,2.559317137597972,563.4800000000396,221.733364600766,1777484834000-649034868264558592-1146409880471470080
1220369221305761792,1777475823000-649034868264558592-1220369221305761792,1777475823000,1777520315000,3,567.3599999999999,201.745,2.8122630052789406,649034868264558592,1777475823000,1220369221305761792,MP09ZY9990,44492000,1777520315000,532.6707031954795,567.384,12.318888888890797,201.76920575586342,2.8120445727804615,568.0,201.76920575586342,1777475823000-649034868264558592-1220369221305761792
1220369364222476288,1777402444000-649034868264558592-1220369364222476288,1777402444000,1777447703000,2,564.133,224.056,2.5178214374977683,649034868264558592,1777402444000,1220369364222476288,MP09ZX9990,45259000,1777447703000,588.78548825234,564.179,12.493333333333794,223.02480615618936,2.5296692763624353,559.0400000000373,223.79862037943028,1777402444000-649034868264558592-1220369364222476288
1146410747421523968,1777480313000-649034868264558592-1146410747421523968,1777480313000,1777521897000,3,562.877,229.90499999999997,2.4483025597529413,649034868264558592,1777480313000,1146410747421523968,MP09ZM9990,41584000,1777521897000,607.0638264269448,562.945,11.508333333334122,229.94841910111546,2.448135987194831,564.2399999999907,229.94841910111546,1777480313000-649034868264558592-1146410747421523968
1268893955106275328,1777484483000-649034868264558592-1268893955106275328,1777484483000,1777532426000,3,561.065,210.15,2.6698310730430648,649034868264558592,1777484483000,1268893955106275328,MP09DE0999,47943000,1777532426000,553.8936918544015,561.115,13.29055555555533,209.80821661151572,2.6744186145911035,552.359999999986,209.80821661151572,1777484483000-649034868264558592-1268893955106275328
1474013221449891840,1777474603000-649034868264558592-1474013221449891840,1777474603000,1777516749000,3,558.643,204.505,2.731683821911445,649034868264558592,1777474603000,1474013221449891840,MP09AS9990,42146000,1777516749000,540.0251588076162,558.818,11.650000000000091,204.5549843968243,2.7318718321521165,556.8299999999872,204.5549843968243,1777474603000-649034868264558592-1474013221449891840
1406271868830220288,1777479614000-649034868264558592-1406271868830220288,1777479614000,1777520835000,1,558.625,204.256,2.7349257794140684,649034868264558592,1777479614000,1406271868830220288,MP09AT9990,41221000,1777520835000,539.2347332189613,558.625,11.362222222222044,204.25558076475807,2.7349313928581003,556.320000000007,204.25558076475807,1777479614000-649034868264558592-1406271868830220288
1537489451758911488,1777478996000-649034868264558592-1537489451758911488,1777478996000,1777521193000,1,557.948,170.069,3.280715474307487,649034868264558592,1777478996000,1537489451758911488,MP09BG9990,42197000,1777521193000,448.9827808152654,557.948,0.0,170.0692351572975,3.2807109380127004,576.21,170.0692351572975,1777478996000-649034868264558592-1537489451758911488
1334833501215653888,1777476396000-649034868264558592-1334833501215653888,1777476396000,1777512565000,1,543.16,169.696,3.2007825759004334,649034868264558592,1777476396000,1334833501215653888,MP09DS9990,36169000,1777512565000,447.9974399999902,543.16,10.0,169.69599999999627,3.200782575900504,563.1049999999814,169.69599999999627,1777476396000-649034868264558592-1334833501215653888
1474013287929610240,1777482354000-649034868264558592-1474013287929610240,1777482354000,1777527056000,2,534.892,168.631,3.171967194643927,649034868264558592,1777482354000,1474013287929610240,MP09AM9909,44702000,1777527056000,445.24707736706085,534.921,12.400000000000091,168.65419597237153,3.1717028853977007,529.6899999999878,168.65419597237153,1777482354000-649034868264558592-1474013287929610240
1268893773056704512,1777401498000-649034868264558592-1268893773056704512,1777401498000,1777442291000,3,534.367,199.24,2.6820267014655688,649034868264558592,1777401498000,1268893773056704512,MP09DG0009,40793000,1777442291000,525.5743890198415,534.429,11.303611111110513,199.08120796206117,2.6844773822240717,526.0,199.08120796206117,1777401498000-649034868264558592-1268893773056704512
1537489444636983296,1777479273000-649034868264558592-1537489444636983296,1777479273000,1777520377000,1,534.205,158.476,3.3708889674146247,649034868264558592,1777479273000,1537489444636983296,MP09BF9909,41104000,1777520377000,418.37599001256064,534.205,0.0,158.4757537926366,3.370894204415649,553.8850000000002,158.4757537926366,1777479273000-649034868264558592-1537489444636983296
1192134793974775808,1777486719000-649034868264558592-1192134793974775808,1777486719000,1777535217000,2,533.507,174.464,3.05797757703595,649034868264558592,1777486719000,1192134793974775808,MP09ZT9990,48498000,1777535217000,460.4333616792072,533.535,13.409375000001456,174.40657639363909,3.059144964785049,568.1650000000373,174.48231457805682,1777486719000-649034868264558592-1192134793974775808
1147228695027515392,1777401689000-649034868264558592-1147228695027515392,1777401689000,1777455780000,1,532.823,193.285,2.7566702020332667,649034868264558592,1777401689000,1147228695027515392,MP09ZF9990,54091000,1777455780000,510.27172569937363,532.823,15.0,193.28474458309606,2.7566738448462043,568.1899999999441,193.28474458309606,1777401689000-649034868264558592-1147228695027515392
