trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1788913659000-1205841794575630336-1262094608892952576,1262094608892952576,1788913659000,1788918256000,29.9,5.925
1788913659000-1205841794575630336-1262094608892952576,1262094608892952576,1788918257000,1788925068000,42.2,7.502
1788914429000-1205841794575630336-1207297959885012992,1207297959885012992,1788914429000,1788914835000,0.0,0.338
1788914429000-1205841794575630336-1207297959885012992,1207297959885012992,1788914836000,1788916835000,20.0,3.263
1788918531000-1205841794575630336-1262198426167148544,1262198426167148544,1788918531000,1788922268000,17.0,4.173
1788918531000-1205841794575630336-1262198426167148544,1262198426167148544,1788922269000,1788923717000,8.0,1.823
1788918531000-1205841794575630336-1262198426167148544,1262198426167148544,1788923718000,1788929075000,28.5,6.17
1788918860000-1205841794575630336-1207343328073351168,1207343328073351168,1788918860000,1788920708000,6.0,1.413
1788918860000-1205841794575630336-1207343328073351168,1207343328073351168,1788920709000,1788925745000,29.0,5.112
1788919229000-1205841794575630336-1207298620362063872,1207298620362063872,1788919229000,1788925668000,0.0,8.839
1788919229000-1205841794575630336-1207298620362063872,1207298620362063872,1788925669000,1788926098000,0.0,0.313
1788920663000-1205841794575630336-1262069578477862912,1262069578477862912,1788920663000,1788925397000,33.7,6.309
1788920663000-1205841794575630336-1262069578477862912,1262069578477862912,1788925398000,1788925703000,0.0,0.18
1788921038000-1205841794575630336-1262219446068445184,1262219446068445184,1788921038000,1788924374000,13.5,3.046
1788921038000-1205841794575630336-1262219446068445184,1262219446068445184,1788924375000,1788925968000,12.375,2.167
1788921377000-1205841794575630336-1262123633422106624,1262123633422106624,1788921377000,1788924791000,25.0,4.964
1788921377000-1205841794575630336-1262123633422106624,1262123633422106624,1788924792000,1788925971000,4.75,1.072
1788921818000-1205841794575630336-1262204399443247104,1262204399443247104,1788921818000,1788926384000,29.25,5.912
1788921818000-1205841794575630336-1262204399443247104,1262204399443247104,1788926385000,1788926814000,0.875,0.559
1788921818000-1205841794575630336-1262204399443247104,1262204399443247104,1788926815000,1788930935000,22.5,5.516
1788922684000-1205841794575630336-1305231238159663104,1305231238159663104,1788922684000,1788935421000,100.625,17.866
1788922684000-1205841794575630336-1305231238159663104,1305231238159663104,1788935422000,1788940574000,44.0,7.813
1788926804000-1205841794575630336-1262400115235094528,1262400115235094528,1788926804000,1788935267000,55.25,9.307
1788926804000-1205841794575630336-1262400115235094528,1262400115235094528,1788935268000,1788939544000,31.875,5.238
1788926884000-1205841794575630336-1207298620362063872,1207298620362063872,1788926884000,1788937506000,0.0,15.681
1788926884000-1205841794575630336-1207298620362063872,1207298620362063872,1788937507000,1788947173000,0.0,15.322
1788928164000-1205841794575630336-1207337475438018560,1207337475438018560,1788928164000,1788928999000,5.0,1.108
1788928164000-1205841794575630336-1207337475438018560,1207337475438018560,1788929000000,1788932394000,26.0,4.65
1788928189000-1205841794575630336-1262012430079229952,1262012430079229952,1788928189000,1788929623000,8.1,1.211
1788928189000-1205841794575630336-1262012430079229952,1262012430079229952,1788929624000,1788931060000,9.2,1.387
1788928189000-1205841794575630336-1262012430079229952,1262012430079229952,1788931061000,1788932204000,6.4,0.902
1788930006000-1205841794575630336-1207342340876795904,1207342340876795904,1788930006000,1788932192000,16.0,2.607
1788930006000-1205841794575630336-1207342340876795904,1207342340876795904,1788932193000,1788932771000,2.0,0.432
1788930006000-1205841794575630336-1207342340876795904,1207342340876795904,1788932772000,1788933753000,3.0,0.677
1788930145000-1205841794575630336-1262137206802219008,1262137206802219008,1788930145000,1788933853000,0.0,2.444
1788930145000-1205841794575630336-1262137206802219008,1262137206802219008,1788933854000,1788936717000,15.0,2.992
1788933163000-1205841794575630336-1262140486982828032,1262140486982828032,1788933163000,1788937739000,26.625,5.737
1788933163000-1205841794575630336-1262140486982828032,1262140486982828032,1788937740000,1788938792000,2.75,0.687
1788935291000-1205841794575630336-1262198426167148544,1262198426167148544,1788935291000,1788943952000,52.125,11.836
1788935291000-1205841794575630336-1262198426167148544,1262198426167148544,1788943953000,1788944439000,1.375,0.473
1788935291000-1205841794575630336-1262198426167148544,1262198426167148544,1788944440000,1788944636000,0.0,0.12
1788938007000-1205841794575630336-1262395942196215808,1262395942196215808,1788938007000,1788938791000,5.0,1.234
1788938007000-1205841794575630336-1262395942196215808,1262395942196215808,1788938792000,1788939197000,1.75,0.593
1788938007000-1205841794575630336-1262395942196215808,1262395942196215808,1788939198000,1788944721000,39.375,6.439
1788945782000-1205841794575630336-1262059083335204864,1262059083335204864,1788945782000,1788947146000,5.7,0.62
1788945782000-1205841794575630336-1262059083335204864,1262059083335204864,1788947147000,1788948326000,6.8,0.717
1788946106000-1205841794575630336-1262400700470525952,1262400700470525952,1788946106000,1788950518000,18.125,5.558
1788946106000-1205841794575630336-1262400700470525952,1262400700470525952,1788950519000,1788954965000,33.0,5.74
1788951713000-1205841794575630336-1262211039764676608,1262211039764676608,1788951713000,1788956121000,28.25,7.148
1788951713000-1205841794575630336-1262211039764676608,1262211039764676608,1788956122000,1788957266000,5.625,1.582
1788951713000-1205841794575630336-1262211039764676608,1262211039764676608,1788957267000,1788959283000,9.25,2.004
1788953979000-1205841794575630336-1262215339517673472,1262215339517673472,1788953979000,1788962787000,45.625,10.218
1788953979000-1205841794575630336-1262215339517673472,1262215339517673472,1788962788000,1788963578000,5.75,1.006
1788953979000-1205841794575630336-1262215339517673472,1262215339517673472,1788963579000,1788964000000,0.25,0.103
1788961431000-1205841794575630336-1207346369807777792,1207346369807777792,1788961431000,1788964112000,17.0,3.634
1788961431000-1205841794575630336-1207346369807777792,1207346369807777792,1788964113000,1788965623000,12.0,2.009
