account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,load_estimation,vehicle_device_type,active_driver,adblue_consumed
902855557075959808,1788854547000,1152270135390633984,RJ47GA6196,383000,1788854930000,0.6888053705641023,,0.08386472222222223,0.2609111252136751,0.030661781836433158,0.0,0.2609111252136751,1788854547000-902855557075959808-1152270135390633984,,,,,
901025643674730496,1788860747000,1291421127226163200,NL01AG9585,3696000,1788864443000,20.839897942891547,28273.0,0.9499999999998181,7.893900735943768,3.581625985143551,28.599999999976717,7.893900735943768,1788860747000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1788853637000,1291421127226163200,NL01AG9585,208000,1788853845000,0.26368641510869567,,0.045625,0.09988121784420291,,0.0,0.09988121784420291,1788853637000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1788852759000,1291421127226163200,NL01AG9585,278000,1788853037000,0.6305562755555556,162.0,0.054350833333333334,0.2388470740740741,0.6782582563676649,,0.2388470740740741,1788852759000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1788837750000,1291421127226163200,NL01AG9585,225000,1788837975000,0.360766711884058,,0.04541611111111111,0.13665405753184015,,0.0,0.13665405753184015,1788837750000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1788836136000,1291421127226163200,NL01AG9585,894000,1788837030000,2.5198157151329013,120.0,0.1999999999998181,0.9544756496715535,0.1257234797360136,0.10000000000582077,0.9544756496715535,1788836136000-901025643674730496-1291421127226163200,,,,,
901025643674730496,1788877384000,1447671848144732160,RJ14GQ0817,5602000,1788882986000,30.526954079018626,55575.0,1.550000000000182,11.56324018144645,4.8061788156205285,57.20000000001164,11.56324018144645,1788877384000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1788861129000,1447671848144732160,RJ14GQ0817,12660000,1788873789000,79.57083273823525,142499.0,3.5,30.14046694630123,4.727829872505912,146.70000000001164,30.14046694630123,1788861129000-901025643674730496-1447671848144732160,,"{'confidence': 85.9, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 24433.855819415596, 'std': 2751.412566152992, 'timestamp': 1788873809245}",,,
901025643674730496,1788843759000,1447671848144732160,RJ14GQ0817,13739000,1788857498000,91.01632310346645,158929.0,3.75,34.47587996343426,4.6098605798768,162.5,34.47587996343426,1788843759000-901025643674730496-1447671848144732160,,"{'confidence': 62.3, 'count': 25, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 27232.89854149108, 'std': 10277.043689812443, 'timestamp': 1788858506851}",,,
901025643674730496,1788841492000,1447671848144732160,RJ14GQ0817,193000,1788841685000,0.4335541451228071,457.0,0.03601861111111111,0.16422505497076026,2.7827666130565,0.39999999999417923,0.16422505497076026,1788841492000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1788839434000,1447671848144732160,RJ14GQ0817,1310000,1788840744000,6.319476745918115,10059.0,0.3499999999994543,2.3937411916356495,4.202208674500295,10.300000000017462,2.3937411916356495,1788839434000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1788835969000,1447671848144732160,RJ14GQ0817,1187000,1788837156000,5.51017079118446,9456.0,0.263703888888707,2.087185905751689,4.530502038147135,8.799999999988358,2.082792110044278,1788835969000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1788828832000,1447671848144732160,RJ14GQ0817,6783000,1788835615000,46.31325657967228,81075.0,1.8500000000003638,17.542900219572832,4.6215277397259324,83.5,17.542900219572832,1788828832000-901025643674730496-1447671848144732160,,,,,
1194637793272266752,1788894697000,874238000127541248,RJ47GA4754,9720000,1788904417000,60.71342692776713,88216.0,2.600000000000364,22.99751019991179,3.8358935046950586,89.70000000001164,22.99751019991179,1788894697000-1194637793272266752-874238000127541248,,"{'confidence': 47.4, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 24477.549174141346, 'std': 7283.447088010112, 'timestamp': 1788904489055}",,,0.0
1194637793272266752,1788888996000,874238000127541248,RJ47GA4754,5231000,1788894227000,30.8905585192068,43013.0,1.3999999999996362,11.700969136063181,3.6760202936892648,43.60000000000582,11.700969136063181,1788888996000-1194637793272266752-874238000127541248,,,,,0.0
1194637793272266752,1788854237000,874238000127541248,RJ47GA4754,971000,1788855208000,4.572796074488887,2882.0,0.1999999999998181,1.7321197251851845,1.6638572715820088,3.0,1.7321197251851845,1788854237000-1194637793272266752-874238000127541248,,,,,0.0
1194637793272266752,1788840868000,874238000127541248,RJ47GA4754,905000,1788841773000,3.90427904134503,301.0,0.1999999999998181,1.4788935762670568,0.20353053446872624,0.39999999999417923,1.4788935762670568,1788840868000-1194637793272266752-874238000127541248,,,,,0.0
