vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,engine_hours,load_estimation,active_driver,driver_ids
1429476090367180800,1786896994000-642689989225816064-1429476090367180800,1786896994000,1786937913000,4,648.8,169.60000000000002,3.8254716981132066,642689989225816064,1786896994000,1429476090367180800,MP09AN1563,40919000,1786937913000,447.64213831803903,169.56141602956023,3.70585487379071,652.4000000000233,169.56141602956023,1786896994000-642689989225816064-1429476090367180800,628.37,11.300000000000182,"{'confidence': 88.4, 'count': 115, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15163.165064459823, 'std': 3787.685122982555, 'timestamp': 1786958268947}",,
1326601705701244928,1786857460000-642689989225816064-1326601705701244928,1786857460000,1786906707000,2,583.24,201.529,2.8940747981680057,642689989225816064,1786857460000,1326601705701244928,MP09DU7263,49247000,1786906707000,532.1538942260738,201.57344478260373,2.931060689254984,585.359999999986,201.57344478260373,1786857460000-642689989225816064-1326601705701244928,590.824,13.65194444444387,,,
1425525382987120640,1786904717000-642689989225816064-1425525382987120640,1786904717000,1786932551000,2,446.1,113.905,3.916421579386331,642689989225816064,1786904717000,1425525382987120640,MP09AM6115,27834000,1786932551000,299.2686175187745,113.3593248177176,3.815098587570324,447.70000000001164,113.35178555783811,1786904717000-642689989225816064-1425525382987120640,432.477,6.550000000000182,,,
1440684104986132480,1786897944000-642689989225816064-1440684104986132480,1786897944000,1786929690000,1,408.042,125.205,3.2589912543428774,642689989225816064,1786897944000,1440684104986132480,MP09AN6571,31746000,1786929690000,330.542508157609,125.20549551424584,3.2589783565336643,420.6000000000058,125.20549551424584,1786897944000-642689989225816064-1440684104986132480,408.042,8.550000000000182,,,
1326601969871093760,1786869838000-642689989225816064-1326601969871093760,1786869838000,1786900690000,1,388.215,135.65,2.861887209730925,642689989225816064,1786869838000,1326601969871093760,MP09BN3893,30852000,1786900690000,358.11638635985355,135.65014634842936,2.861884122136039,385.8000000000029,135.65014634842936,1786869838000-642689989225816064-1326601969871093760,388.215,8.528888888889014,,,
1326601836949405696,1786872005000-642689989225816064-1326601836949405696,1786872005000,1786905034000,4,381.76,131.113,2.911686865528208,642689989225816064,1786872005000,1326601836949405696,MP09DY9036,33029000,1786905034000,346.2245672525297,131.145669413837,3.0088374382750813,384.4399999999441,131.145669413837,1786872005000-642689989225816064-1326601836949405696,394.596,9.145000000000437,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786927179147}",,
739508566909517824,1786896963000-642689989225816064-739508566909517824,1786896963000,1786929939000,2,378.0,90.497,4.176934042012443,642689989225816064,1786896963000,739508566909517824,MP13P8154,32976000,1786929939000,226.18834847411233,85.67740472504255,4.39506776854944,379.875,85.67740472504255,1786896963000-642689989225816064-739508566909517824,376.558,0.0,,,
739928272518774784,1786893217000-642689989225816064-739928272518774784,1786893217000,1786924882000,1,373.788,85.919,4.350469628370908,642689989225816064,1786893217000,739928272518774784,MP13P7218,31665000,1786924882000,226.82510996620462,85.91860225992599,4.3504897678525385,341.875,85.91860225992599,1786893217000-642689989225816064-739928272518774784,373.788,0.0,,,
1515667522240643072,1786847813000-642689989225816064-1515667522240643072,1786847813000,1786879517000,1,338.502,79.376,4.264538399516226,642689989225816064,1786847813000,1515667522240643072,MP09BJ5830,31704000,1786879517000,209.55274178992278,79.37603855678893,4.264536328023243,,70.00867236674604,1786847813000-642689989225816064-1515667522240643072,338.502,5.432312499999988,,,
589014414737289216,1786871555000-642689989225816064-589014414737289216,1786871555000,1786900559000,1,338.25,73.942,4.57453138946742,642689989225816064,1786871555000,589014414737289216,MP09BP1574,29004000,1786900559000,195.2076873832138,73.94230582697492,4.574512469106731,,57.45575126607278,1786871555000-642689989225816064-589014414737289216,338.25,4.988222222222219,,,
