vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,distance,mileage,engine_hours,active_driver,driver_ids,vehicle_device_type
739426360824430592,1784207324000-642689989225816064-739426360824430592,1784207324000,1784213324000,1,0.0,0.0,0.0,642689989225816064,1784207324000,739426360824430592,Mp13p2745,6000000,1784213324000,,0.0,,,1784207324000-642689989225816064-739426360824430592,70.745,0.0,0.0,,,c
739426360824430592,1784213684000-642689989225816064-739426360824430592,1784213684000,1784219808000,1,0.0,0.0,0.0,642689989225816064,1784213684000,739426360824430592,Mp13p2745,6124000,1784219808000,,0.0,,,1784213684000-642689989225816064-739426360824430592,99.83,0.0,0.0,,,c
739426360824430592,1784223215000-642689989225816064-739426360824430592,1784223215000,1784224295000,1,0.0,0.0,0.0,642689989225816064,1784223215000,739426360824430592,Mp13p2745,1080000,1784224295000,,0.0,,,1784223215000-642689989225816064-739426360824430592,12.073,0.0,0.0,,,c
739426360824430592,1784224895000-642689989225816064-739426360824430592,1784224895000,1784227415000,1,0.0,0.0,0.0,642689989225816064,1784224895000,739426360824430592,Mp13p2745,2520000,1784227415000,,0.0,,,1784224895000-642689989225816064-739426360824430592,30.953,0.0,0.0,,,c
739426360824430592,1784233776000-642689989225816064-739426360824430592,1784233776000,1784235456000,1,0.0,0.0,0.0,642689989225816064,1784233776000,739426360824430592,Mp13p2745,1680000,1784235456000,,0.0,,,1784233776000-642689989225816064-739426360824430592,28.723,0.0,0.0,,,c
739426360824430592,1784236009000-642689989225816064-739426360824430592,1784236009000,1784245249000,1,0.0,0.0,0.0,642689989225816064,1784236009000,739426360824430592,Mp13p2745,9240000,1784245249000,,0.0,,,1784236009000-642689989225816064-739426360824430592,132.447,0.0,0.0,,,c
