account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,distance,mileage,engine_hours,active_driver,driver_ids,vehicle_device_type
662723863112650752,1784213574000,717369178893320192,AS01PC5614,32880000,1784246454000,234.64744906818646,88.88160949552517,,88.88160949552517,1784213574000-662723863112650752-717369178893320192,392779.0,4.419125646231405,,1093578478252457984,['1093578478252457984'],
662723863112650752,1784208310000,717369178893320192,AS01PC5614,3102000,1784211412000,9.2890330075442,3.5185731089182575,,3.5185731089182575,1784208310000-662723863112650752-717369178893320192,8019.0,2.2790488507045246,,1093578478252457984,['1093578478252457984'],
