vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,distance,mileage,engine_hours,active_driver,driver_ids,vehicle_device_type
1326601875818020864,1784206056000-642689989225816064-1326601875818020864,1784206056000,1784223228000,1,200.24,63.917,3.1328128666864843,642689989225816064,1784206056000,1326601875818020864,MP09BN1094,17172000,1784223228000,168.74208125214594,63.917455019752246,198.47500000000582,63.917455019752246,1784206056000-642689989225816064-1326601875818020864,200.24,3.1327905646136935,4.73833333333323,,,
1326601836949405696,1784211416000-642689989225816064-1326601836949405696,1784211416000,1784227900000,1,200.144,61.785,3.239362304766529,642689989225816064,1784211416000,1326601836949405696,MP09DY9036,16484000,1784227900000,163.11332495789065,61.78535036283736,199.0,61.78535036283736,1784211416000-642689989225816064-1326601836949405696,200.144,3.23934393549029,4.524166666667952,,,
1326602160833560576,1784204466000-642689989225816064-1326602160833560576,1784204466000,1784221389000,1,200.102,65.563,3.052056800329454,642689989225816064,1784204466000,1326602160833560576,MP09DT3645,16923000,1784221389000,173.0854446041398,65.56266841065901,195.31999999994878,65.49071388355817,1784204466000-642689989225816064-1326602160833560576,200.102,3.0520722363928057,4.642777777778974,,,
1533070725588451328,1784217093000-642689989225816064-1533070725588451328,1784217093000,1784232192000,1,199.375,58.574,3.4038139788984876,642689989225816064,1784217093000,1533070725588451328,MP09BQ7645,15099000,1784232192000,154.6357434427768,58.57414524347606,,58.57414524347606,1784217093000-642689989225816064-1533070725588451328,199.375,3.403805538625529,4.156944444444434,,,
1537194706461523968,1784213164000-642689989225816064-1537194706461523968,1784213164000,1784228389000,1,199.235,56.552,3.523040741264677,642689989225816064,1784213164000,1537194706461523968,MP09BN3822,15225000,1784228389000,149.2965061695842,56.55170688241825,196.84500000000116,56.55170688241825,1784213164000-642689989225816064-1537194706461523968,199.235,3.5230590018131096,4.181111111111022,,,
1557834963942899712,1784231177000-642689989225816064-1557834963942899712,1784231177000,1784244516000,1,199.18,51.985,3.831489852842166,642689989225816064,1784231177000,1557834963942899712,MP09BQ8912,13339000,1784244516000,137.23949383196228,51.98465675453116,196.7800000000061,51.98465675453116,1784231177000-642689989225816064-1557834963942899712,199.18,3.831515151490133,3.6499999999999773,,,
1557834733679804416,1784227539000-642689989225816064-1557834733679804416,1784227539000,1784240957000,1,199.119,49.29,4.039744370054778,642689989225816064,1784227539000,1557834733679804416,MP09BQ8967,13418000,1784240957000,130.12661796378958,49.290385592344535,196.86999999999534,49.290385592344535,1784227539000-642689989225816064-1557834733679804416,199.119,4.039712767654345,3.6852777777778556,,,
1533610372471193600,1784224266000-642689989225816064-1533610372471193600,1784224266000,1784239929000,1,199.087,46.61,4.271336623042266,642689989225816064,1784224266000,1533610372471193600,MP09BL8769,15663000,1784239929000,123.05090888907066,46.61019276101161,197.52999999999884,46.61019276101161,1784224266000-642689989225816064-1533610372471193600,199.087,4.271318958511835,4.309999999999945,,,
1534933431186620416,1784162632000-642689989225816064-1534933431186620416,1784162632000,1784178253000,1,199.052,58.69,3.3915828931674903,642689989225816064,1784162632000,1534933431186620416,MP09BL8455,15621000,1784178253000,154.94051931129047,58.68959064821608,197.36000000000058,58.68959064821608,1784162632000-642689989225816064-1534933431186620416,199.052,3.391606548989456,4.279722222222517,,,
1326602059092328448,1784168557000-642689989225816064-1326602059092328448,1784168557000,1784184630000,1,198.984,72.413,2.7479043818098963,642689989225816064,1784168557000,1326602059092328448,MP09DT9045,16073000,1784184630000,191.17024986659473,72.41297343431619,195.27999999991152,72.41297343431619,1784168557000-642689989225816064-1326602059092328448,198.984,2.7479053899159784,4.432777777778028,,,
1533070516129103872,1784164325000-642689989225816064-1533070516129103872,1784164325000,1784179688000,1,198.972,60.142,3.308370190549034,642689989225816064,1784164325000,1533070516129103872,MP09BQ7692,15363000,1784179688000,158.7744106026982,60.141822197991736,196.70500000000175,60.141822197991736,1784164325000-642689989225816064-1533070516129103872,198.972,3.308379971344535,4.218055555555566,,,
1533610372471193600,1784166792000-642689989225816064-1533610372471193600,1784166792000,1784181824000,1,198.96,66.998,2.9696408848025313,642689989225816064,1784166792000,1533610372471193600,MP09BL8769,15032000,1784181824000,176.87420559196465,66.99780514847146,197.3399999999965,66.99780514847146,1784166792000-642689989225816064-1533610372471193600,198.96,2.969649521489425,4.126388888888869,,,
1326601705701244928,1784161820000-642689989225816064-1326601705701244928,1784161820000,1784177105000,1,198.933,62.973,3.1590205326092136,642689989225816064,1784161820000,1326601705701244928,MP09DU7263,15285000,1784177105000,166.24934894882006,62.97323823818942,197.28000000002794,62.97323823818942,1784161820000-642689989225816064-1326601705701244928,198.933,3.159008581511365,4.218333333332339,,,
1326601875818020864,1784169991000-642689989225816064-1326601875818020864,1784169991000,1784185914000,1,198.927,71.064,2.7992654508611956,642689989225816064,1784169991000,1326601875818020864,MP09BN1094,15923000,1784185914000,187.60829917063688,71.0637496858473,197.0799999999872,71.0637496858473,1784169991000-642689989225816064-1326601875818020864,198.927,2.7992753109623387,4.3677777777777465,,,
1557834733679804416,1784161231000-642689989225816064-1557834733679804416,1784161231000,1784175514000,1,198.92,61.573,3.230636805093141,642689989225816064,1784161231000,1557834733679804416,MP09BQ8967,14283000,1784175514000,162.5523056950085,61.57284306629109,196.66999999999825,61.57284306629109,1784161231000-642689989225816064-1557834733679804416,198.92,3.2306450391747705,3.9122222222222263,,,
