account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,driver_ids,vehicle_device_type,active_driver,adblue_consumed
902855557075959808,1774268843000,1152270135390633984,RJ47GA6196,6192000,1774275035000,47.56151299276979,64050.0,1.699999999999818,18.015724618473406,3.555227522423541,18.015724618473406,1774268843000-902855557075959808-1152270135390633984,66.19999999998254,,,,
902855557075959808,1774256913000,1152270135390633984,RJ47GA6196,9726000,1774266639000,61.80501925611134,70901.0,2.649999999999636,23.410992142466416,3.028534611798403,23.410992142466416,1774256913000-902855557075959808-1152270135390633984,73.30000000001746,,,,
902855557075959808,1774256300000,1152270135390633984,RJ47GA6196,608000,1774256908000,1.0011254652569126,145.0,0.1499999999996362,0.37921419138519413,0.38236965623660807,0.37921419138519413,1774256300000-902855557075959808-1152270135390633984,0.20000000001164153,,,,
902855557075959808,1774252746000,1152270135390633984,RJ47GA6196,3549000,1774256295000,18.605402335705932,24460.0,1.0,7.0475008847370955,3.470733867231359,7.0475008847370955,1774252746000-902855557075959808-1152270135390633984,25.29999999998836,,,,
902855557075959808,1774251862000,1152270135390633984,RJ47GA6196,251000,1774252113000,0.2763971352873564,,0.050277777777777775,0.10469588457854408,0.458470743078634,0.10469588457854408,1774251862000-902855557075959808-1152270135390633984,0.10000000000582077,,,,
902855557075959808,1774251088000,1152270135390633984,RJ47GA6196,611000,1774251699000,2.5290759329786114,3930.0,0.1500000000005457,0.9579833079464437,4.102367930005423,0.9579833079464438,1774251088000-902855557075959808-1152270135390633984,3.6000000000058208,,,,
902855557075959808,1774245027000,1152270135390633984,RJ47GA6196,6056000,1774251083000,47.27380637076357,72919.0,1.6500000000005457,17.906744837410443,4.0721527369764585,17.90674483741044,1774245027000-902855557075959808-1152270135390633984,74.5,,,,
902855557075959808,1774244021000,1152270135390633984,RJ47GA6196,371000,1774244392000,0.42097035173020103,125.0,0.09481555555555557,0.15945846656447007,0.7839031861595239,0.15945846656447007,1774244021000-902855557075959808-1152270135390633984,,,,,
902855557075959808,1774242225000,1152270135390633984,RJ47GA6196,1793000,1774244018000,13.097915856319522,15737.0,0.5,4.961331763757395,3.171930592297622,4.961331763757395,1774242225000-902855557075959808-1152270135390633984,15.5,,,,
902855557075959808,1774236168000,1152270135390633984,RJ47GA6196,2440000,1774238608000,15.184112947312766,15554.0,0.6500000000005457,5.751557934588169,2.704310758388235,5.751557934588169,1774236168000-902855557075959808-1152270135390633984,16.10000000000582,,,,
