vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,load_estimation,id,driver_ids
1406272050288394240,1785002305000-649034868264558592-1406272050288394240,1785002305000,1785038247000,6,667.6,193.077,3.457687865463002,649034868264558592,1785002305000,1406272050288394240,MP09AT9000,35942000,1785038247000,508.8057989411153,689.022,9.934722222222263,192.729469295877,3.5750734047952886,678.3999999999942,192.729469295877,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785342390206}",1785002305000-649034868264558592-1406272050288394240,
1140330395766620160,1784981630000-649034868264558592-1140330395766620160,1784981630000,1785037916000,3,540.88,247.755,2.1831244576295132,649034868264558592,1784981630000,1140330395766620160,MP09DD0666,56286000,1785037916000,654.0873624453236,836.031,15.59916666666686,247.76036456262258,3.37435328477929,,247.76036456262258,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785315622877}",1784981630000-649034868264558592-1140330395766620160,
1334833384924381184,1784994771000-649034868264558592-1334833384924381184,1784994771000,1785032310000,2,535.7149999999999,149.56799999999998,3.5817487697903294,649034868264558592,1784994771000,1334833384924381184,MP09DT9990,37539000,1785032310000,396.16895999999605,517.166,10.399999999999636,150.0639999999985,3.446302910758112,538.2000000000116,150.0639999999985,"{'confidence': 84.8, 'count': 24, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 19452.608736617847, 'std': 2896.9808864464303, 'timestamp': 1785336646646}",1784994771000-649034868264558592-1334833384924381184,
1268893877926887424,1785003022000-649034868264558592-1268893877926887424,1785003022000,1785042604000,3,525.16,213.186,2.4633887778747194,649034868264558592,1785003022000,1268893877926887424,MP09DH0009,39582000,1785042604000,562.9441722633713,541.874,10.958888888888396,213.23642888764064,2.541188683503635,,213.23642888764064,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785316571981}",1785003022000-649034868264558592-1268893877926887424,
1474013563159838720,1785000515000-649034868264558592-1474013563159838720,1785000515000,1785042598000,4,522.365,188.176,2.7759384831221836,649034868264558592,1785000515000,1474013563159838720,MP09AM9990,42083000,1785042598000,496.92176522328174,730.883,11.650000000000546,188.2279413724552,3.8829676118795167,526.4800000000105,188.2279413724552,"{'confidence': 84.4, 'count': 16, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 980}, 'load_class': 'HIGH', 'mean': 21251.20986681956, 'std': 2649.1600492805746, 'timestamp': 1785316570041}",1785000515000-649034868264558592-1474013563159838720,
933044705925529600,1785021570000-649034868264558592-933044705925529600,1785021570000,1785057537000,3,458.24,157.862,2.9027885114847147,649034868264558592,1785021570000,933044705925529600,MP07P5550,35967000,1785057537000,417.2265217513448,500.169,0.0,158.04034914823666,3.1648183688259124,461.74500000011176,158.04034914823666,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785319088361}",1785021570000-649034868264558592-933044705925529600,
1474016042442293248,1785002470000-649034868264558592-1474016042442293248,1785002470000,1785038344000,3,405.76,165.965,2.4448528304160515,649034868264558592,1785002470000,1474016042442293248,MP09AP9990,35874000,1785038344000,438.28428690190367,421.091,9.949999999999818,166.01677534163017,2.5364364482654045,409.20000000001164,166.01677534163017,"{'confidence': 89.5, 'count': 76, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 4}, 'load_class': 'HIGH', 'mean': 23776.300061816404, 'std': 4352.811223769224, 'timestamp': 1785341858777}",1785002470000-649034868264558592-1474016042442293248,
1474013287929610240,1785005204000-649034868264558592-1474013287929610240,1785005204000,1785032278000,3,393.88,149.101,2.641699250843388,649034868264558592,1785005204000,1474013287929610240,MP09AM9909,27074000,1785032278000,393.76489213650063,406.78,7.449999999999818,149.15336823352297,2.7272598991068184,397.304999999993,149.15336823352297,"{'confidence': 89.9, 'count': 84, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 6}, 'load_class': 'HIGH', 'mean': 23476.38926851227, 'std': 4350.478267363787, 'timestamp': 1785314853035}",1785005204000-649034868264558592-1474013287929610240,
1494312254978392064,1785007570000-649034868264558592-1494312254978392064,1785007570000,1785041136000,2,365.68,170.361,2.146500666232295,649034868264558592,1785007570000,1494312254978392064,MP09AY9990,33566000,1785041136000,449.95326120871107,543.6,9.269999999999527,170.436841366936,3.1894512691048735,,170.436841366936,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785341996796}",1785007570000-649034868264558592-1494312254978392064,
1146410747421523968,1784969893000-649034868264558592-1146410747421523968,1784969893000,1784999517000,14,287.44,128.89499999999998,2.2300321967492924,649034868264558592,1784969893000,1146410747421523968,MP09ZM9990,29624000,1784999517000,340.4879245353011,309.086,8.196388888888578,128.97269868761404,2.3965226993399593,309.9199999999255,128.97269868761404,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1785361940530}",1784969893000-649034868264558592-1146410747421523968,
