account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,carbon_emission
649034868264558592,1773560883000,930508235230674944,MP07P7770,32000,1773560915000,,,0.001,,,0.001,1773560883000-649034868264558592-930508235230674944,
