vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,carbon_emission
930508235230674944,1773588733000-649034868264558592-930508235230674944,1773588733000,1773644518000,1,903.147,266.703,3.3863398611939126,649034868264558592,1773588733000,930508235230674944,MP07P7770,55785000,1773644518000,903.147,0.0,266.7033816161042,3.386335015804186,926.0949999999721,266.7033816161042,1773588733000-649034868264558592-930508235230674944,
1494312472553717760,1773583980000-649034868264558592-1494312472553717760,1773583980000,1773641585000,1,859.75,275.254,3.123478677875707,649034868264558592,1773583980000,1494312472553717760,Mp09AZ9990,57605000,1773641585000,859.75,15.973333333333358,275.25361709510975,3.12348302294217,849.9699999999866,275.25361709510975,1773583980000-649034868264558592-1494312472553717760,
1494312585351135232,1773585762000-649034868264558592-1494312585351135232,1773585762000,1773642318000,2,798.097,256.303,3.1138808363538466,649034868264558592,1773585762000,1494312585351135232,MP09AZ0009,56556000,1773642318000,798.139,15.643888888888796,254.6027716775814,3.1348401855213535,789.7099999999919,254.5923638206872,1773585762000-649034868264558592-1494312585351135232,
1220369221305761792,1773593564000-649034868264558592-1220369221305761792,1773593564000,1773651226000,3,792.1500000000001,263.58299999999997,3.0053152138036223,649034868264558592,1773593564000,1220369221305761792,MP09ZY9990,57662000,1773651226000,792.23,15.989722222222554,263.6734703308082,3.004587450554119,787.6799999999348,263.6734703308082,1773593564000-649034868264558592-1220369221305761792,
1494312366358134784,1773584282000-649034868264558592-1494312366358134784,1773584282000,1773635243000,1,758.197,244.302,3.1035235077895393,649034868264558592,1773584282000,1494312366358134784,MP09AX9990,50961000,1773635243000,758.197,14.127222222222144,244.30172235937823,3.103527034838747,757.5,244.30172235937823,1773584282000-649034868264558592-1494312366358134784,
1268893877926887424,1773592986000-649034868264558592-1268893877926887424,1773592986000,1773650623000,3,733.446,260.812,2.812163550756867,649034868264558592,1773592986000,1268893877926887424,MP09DH0009,57637000,1773650623000,733.508,15.982500000000073,260.09055295092656,2.820202393657862,722.6000000000931,260.09055295092656,1773592986000-649034868264558592-1268893877926887424,
1334833501215653888,1773585561000-649034868264558592-1334833501215653888,1773585561000,1773626899000,1,694.576,205.254,3.383982772564725,649034868264558592,1773585561000,1334833501215653888,MP09DS9990,41338000,1773626899000,694.576,11.450000000000728,205.25371088126846,3.3839875392157275,715.6100000001024,205.25371088126846,1773585561000-649034868264558592-1334833501215653888,
1284476928488636416,1773585351000-649034868264558592-1284476928488636416,1773585351000,1773627760000,3,687.0740000000001,196.585,3.4950479436376125,649034868264558592,1773585351000,1284476928488636416,MP09DJ9990,42409000,1773627760000,687.136,11.699999999998909,196.9759999999951,3.488424985785157,731.1850000000559,196.9759999999951,1773585351000-649034868264558592-1284476928488636416,
1476550907393998848,1773590046000-649034868264558592-1476550907393998848,1773590046000,1773644791000,5,681.052,192.387,3.540010499669936,649034868264558592,1773590046000,1476550907393998848,MP09DP0666,54745000,1773644791000,681.332,15.152777777777828,191.30652643866287,3.5614676231051123,678.3300000000017,191.30652643866287,1773590046000-649034868264558592-1476550907393998848,
1146409880471470080,1773583868000-649034868264558592-1146409880471470080,1773583868000,1773641501000,2,666.909,236.445,2.820567150923048,649034868264558592,1773583868000,1146409880471470080,MP09DC0666,57633000,1773641501000,666.945,15.98166666666657,236.0481707868692,2.8254614207631072,660.4400000000023,236.0481707868692,1773583868000-649034868264558592-1146409880471470080,
