trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1787533368000-642689989225816064-588522082246086656,588522082246086656,1787533368000,1787534453000,0.0,2.226
1787533368000-642689989225816064-588522082246086656,588522082246086656,1787534454000,1787546757000,0.0,31.562
1787534143000-642689989225816064-1531026470644744192,1531026470644744192,1787534143000,1787537061000,12.28,7.017
1787534143000-642689989225816064-1531026470644744192,1531026470644744192,1787537062000,1787549504000,177.07,51.893
1787534557000-642689989225816064-566306421637943296,566306421637943296,1787534557000,1787566161000,0.0,56.99
1787534557000-642689989225816064-566306421637943296,566306421637943296,1787566162000,1787576732000,0.0,25.834
1787539518000-642689989225816064-718906843354628096,718906843354628096,1787539518000,1787541695000,14.001299,8.987
1787539518000-642689989225816064-718906843354628096,718906843354628096,1787541696000,1787548262000,64.05192,55.163
1787539747000-642689989225816064-1515667522240643072,1515667522240643072,1787539747000,1787545779000,0.0,10.215
1787539747000-642689989225816064-1515667522240643072,1515667522240643072,1787545780000,1787569993000,0.0,53.399
1787541396000-642689989225816064-566303952333733888,566303952333733888,1787541396000,1787546871000,0.0,12.59
1787541396000-642689989225816064-566303952333733888,566303952333733888,1787546872000,1787570237000,0.0,88.356
1787559019000-642689989225816064-1326602059092328448,1326602059092328448,1787559019000,1787561069000,18.72,6.962
1787559019000-642689989225816064-1326602059092328448,1326602059092328448,1787561070000,1787569828000,0.0,40.604
1787561820000-642689989225816064-1530989903863611392,1530989903863611392,1787561820000,1787577233000,184.87,66.292
1787561820000-642689989225816064-1530989903863611392,1530989903863611392,1787577234000,1787579475000,18.14,7.997
1787577208000-642689989225816064-1557834733679804416,1557834733679804416,1787577208000,1787580312000,37.305,12.452
1787577208000-642689989225816064-1557834733679804416,1557834733679804416,1787580313000,1787583035000,29.48,11.08
1787577529000-642689989225816064-739915798490906624,739915798490906624,1787577529000,1787588125000,0.0,27.139
1787577529000-642689989225816064-739915798490906624,739915798490906624,1787588126000,1787610635000,0.0,72.428
1787577529000-642689989225816064-739915798490906624,739915798490906624,1787610636000,1787625465000,0.0,45.361
1787577702000-642689989225816064-739471116254314496,739471116254314496,1787577702000,1787601716000,0.0,65.354
1787577702000-642689989225816064-739471116254314496,739471116254314496,1787601717000,1787621067000,0.0,71.971
1787577702000-642689989225816064-739471116254314496,739471116254314496,1787621068000,1787629408000,0.0,31.164
1787588108000-642689989225816064-739115416302911488,739115416302911488,1787588108000,1787608782000,0.0,55.597
1787588108000-642689989225816064-739115416302911488,739115416302911488,1787608783000,1787611026000,0.0,6.049
1787588499000-642689989225816064-739910017485897728,739910017485897728,1787588499000,1787590011000,0.0,3.002
1787588499000-642689989225816064-739910017485897728,739910017485897728,1787590012000,1787590492000,0.0,0.985
1787588499000-642689989225816064-739910017485897728,739910017485897728,1787590493000,1787591529000,0.0,3.207
1787589905000-642689989225816064-1429476090367180800,1429476090367180800,1787589905000,1787611038000,344.3,78.844
1787589905000-642689989225816064-1429476090367180800,1429476090367180800,1787611039000,1787631591000,308.4,78.578
1787593897000-642689989225816064-739922158402142208,739922158402142208,1787593897000,1787633136000,0.0,130.472
1787593897000-642689989225816064-739922158402142208,739922158402142208,1787633137000,1787634102000,0.0,4.139
1787595303000-642689989225816064-1425525382987120640,1425525382987120640,1787595303000,1787609393000,224.7,56.276
1787595303000-642689989225816064-1425525382987120640,1425525382987120640,1787609394000,1787621227000,184.7,46.91
1787596999000-642689989225816064-739497118649024512,739497118649024512,1787596999000,1787604820000,0.0,25.202
1787596999000-642689989225816064-739497118649024512,739497118649024512,1787604821000,1787631137000,0.0,95.555
1787597288000-642689989225816064-739467157439512576,739467157439512576,1787597288000,1787610561000,0.0,33.915
1787597288000-642689989225816064-739467157439512576,739467157439512576,1787610562000,1787612140000,0.0,2.541
1787611126000-642689989225816064-739115416302911488,739115416302911488,1787611126000,1787628415000,0.0,60.824
1787611126000-642689989225816064-739115416302911488,739115416302911488,1787628416000,1787635460000,0.0,19.935
