vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,load_estimation,driver_ids,engine_hours
1262207033747177472,1786060746000-1205841794575630336-1262207033747177472,1786060746000,1786109343000,3,276.0,50.66,5.448085274378208,1205841794575630336,1786060746000,1262207033747177472,OD29M5973,48597000,1786109343000,133.7977016930526,256.902,50.68094761100477,5.069005456879357,50.68094761100477,1786060746000-1205841794575630336-1262207033747177472,277.5,,,13.449999999999818
1305231238159663104,1785976364000-1205841794575630336-1305231238159663104,1785976364000,1786002775000,2,222.5,36.974,6.017742197219668,1205841794575630336,1785976364000,1305231238159663104,OD34T6505,26411000,1786002775000,97.63310847150827,208.141,36.982238057389495,5.62813423235782,36.982238057389495,1785976364000-1205841794575630336-1305231238159663104,224.0,"{'confidence': 36.8, 'count': 12, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 5773.94762797571, 'std': 2529.3274819125886, 'timestamp': 1786139935769}",,7.25
1262075530765664256,1786006390000-1205841794575630336-1262075530765664256,1786006390000,1786026803000,2,134.0,25.787000000000003,5.196416799162368,1205841794575630336,1786006390000,1262075530765664256,OD15Y8031,20413000,1786026803000,68.10452912743158,129.519,25.79717012402711,5.02066697150506,25.792986589545833,1786006390000-1205841794575630336-1262075530765664256,134.89999999999418,,,0.0
1262224388988600320,1786002320000-1205841794575630336-1262224388988600320,1786002320000,1786018871000,3,127.625,32.287,3.95282931210704,1205841794575630336,1786002320000,1262224388988600320,OD21R1626,16551000,1786018871000,85.31114104184658,122.978,32.314826152214614,3.8056215874635617,32.314826152214614,1786002320000-1205841794575630336-1262224388988600320,130.75,"{'confidence': 82, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 8974.950766116724, 'std': 1210.771925602948, 'timestamp': 1786109287847}",,4.5
1262399706210762752,1785991605000-1205841794575630336-1262399706210762752,1785991605000,1786002843000,2,68.875,12.247,5.623826243161591,1205841794575630336,1785991605000,1262399706210762752,OD11AE3392,11238000,1786002843000,32.320993806081454,65.883,12.242800684121763,5.381366706839115,12.242800684121763,1785991605000-1205841794575630336-1262399706210762752,70.0,"{'confidence': 20.8, 'count': 7, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 5780.998543249291, 'std': 2423.421874781052, 'timestamp': 1786139945515}",,3.050000000000182
1207348366917238784,1785976727000-1205841794575630336-1207348366917238784,1785976727000,1785985884000,2,60.0,13.707999999999998,4.3770061278085794,1205841794575630336,1785976727000,1207348366917238784,OD24J9505,9157000,1785985884000,36.20493766924175,58.12,13.713991541379452,4.238007572385732,13.713991541379452,1785976727000-1205841794575630336-1207348366917238784,60.0,"{'confidence': None, 'count': None, 'error_code': 'RANSAC_NO_VALID_MODEL', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1786140744715}",,0.0
1262203206759350272,1785975894000-1205841794575630336-1262203206759350272,1785975894000,1785984171000,2,53.375,12.895999999999999,4.1388802729528535,1205841794575630336,1785975894000,1262203206759350272,OD06N1385,8277000,1785984171000,34.197491022701634,51.691,12.95359508435668,3.9904752050204415,12.95359508435668,1785975894000-1205841794575630336-1262203206759350272,55.0,"{'confidence': 18.6, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 5763.631999701579, 'std': 3510.2143578945843, 'timestamp': 1786121313026}",,2.25
1207355284746403840,1786012549000-1205841794575630336-1207355284746403840,1786012549000,1786018798000,3,46.425,16.399,2.830965302762363,1205841794575630336,1786012549000,1207355284746403840,OD10AA3909,6249000,1786018798000,43.36159537971277,51.101,16.424846734739685,3.1112010252076114,16.424846734739685,1786012549000-1205841794575630336-1207355284746403840,52.73999999999069,,,0.0
1263540089556828160,1785991916000-1205841794575630336-1263540089556828160,1785991916000,1785998796000,2,45.739999999999995,14.728,3.1056491037479628,1205841794575630336,1785991916000,1263540089556828160,OD18N1983,6880000,1785998796000,26.399369995158967,70.438,9.999761361802639,7.043968095984869,9.999761361802639,1785991916000-1205841794575630336-1263540089556828160,73.90000000002328,,,1.8500000000003638
1262015466759520256,1785980873000-1205841794575630336-1262015466759520256,1785980873000,1785984674000,3,29.7,4.484999999999999,6.622073578595319,1205841794575630336,1785980873000,1262015466759520256,OD31L9965,3801000,1785984674000,11.783511469502104,31.391,4.463451314205342,7.032898488238299,4.463451314205342,1785980873000-1205841794575630336-1262015466759520256,32.60000000000582,,,0.0
