trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1788221723000-649034868264558592-1268894298644938752,1268894298644938752,1788221723000,1788231979000,111.345,32.953
1788221723000-649034868264558592-1268894298644938752,1268894298644938752,1788231980000,1788233436000,9.87,2.846
1788224140000-649034868264558592-1474013563159838720,1474013563159838720,1788224140000,1788243372000,216.255,89.093
1788224140000-649034868264558592-1474013563159838720,1474013563159838720,1788243373000,1788259775000,198.88,75.315
1788224140000-649034868264558592-1474013563159838720,1474013563159838720,1788259776000,1788266371000,76.86,35.038
1788231195000-649034868264558592-1192134793974775808,1192134793974775808,1788231195000,1788240645000,0.0,41.156
1788231195000-649034868264558592-1192134793974775808,1192134793974775808,1788240646000,1788246534000,0.0,29.696
1788246802000-649034868264558592-1494312585351135232,1494312585351135232,1788246802000,1788254143000,27.12,16.299
1788246802000-649034868264558592-1494312585351135232,1494312585351135232,1788254144000,1788267130000,6.529,3.69
1788253140000-649034868264558592-1494313280225673216,1494313280225673216,1788253140000,1788259440000,39.38,19.913
1788253140000-649034868264558592-1494313280225673216,1494313280225673216,1788259441000,1788263123000,51.79,20.823
1788258872000-649034868264558592-1334832578175172608,1334832578175172608,1788258872000,1788280560000,223.0,91.457
1788258872000-649034868264558592-1334832578175172608,1334832578175172608,1788280561000,1788286191000,0.0,27.478
1788268311000-649034868264558592-1147228695027515392,1147228695027515392,1788268311000,1788271110000,5.655,3.848
1788268311000-649034868264558592-1147228695027515392,1147228695027515392,1788271111000,1788280943000,87.67,23.808
1788268311000-649034868264558592-1147228695027515392,1147228695027515392,1788280944000,1788287162000,89.66,33.695
1788269019000-649034868264558592-1334832669606805504,1334832669606805504,1788269019000,1788285686000,66.24,32.529
1788269019000-649034868264558592-1334832669606805504,1334832669606805504,1788285687000,1788286842000,0.0,4.139
1788274570000-649034868264558592-1334833501215653888,1334833501215653888,1788274570000,1788283897000,160.21,42.08
1788274570000-649034868264558592-1334833501215653888,1334833501215653888,1788283898000,1788284678000,12.97,3.603
1788274570000-649034868264558592-1334833501215653888,1334833501215653888,1788284679000,1788305848000,344.295,101.158
1788274570000-649034868264558592-1334833501215653888,1334833501215653888,1788305849000,1788313659000,160.35,44.141
1788274570000-649034868264558592-1334833501215653888,1334833501215653888,1788313660000,1788315204000,31.545,8.907
1788276778000-649034868264558592-1406271868830220288,1406271868830220288,1788276778000,1788306949000,666.26,152.263
1788276778000-649034868264558592-1406271868830220288,1406271868830220288,1788306950000,1788316211000,0.0,43.389
1788277938000-649034868264558592-1334833384924381184,1334833384924381184,1788277938000,1788296739000,255.55,77.165
1788277938000-649034868264558592-1334833384924381184,1334833384924381184,1788296740000,1788310755000,235.47,55.41
1788279292000-649034868264558592-1289228109731594240,1289228109731594240,1788279292000,1788280799000,28.995,10.65
1788279292000-649034868264558592-1289228109731594240,1289228109731594240,1788280800000,1788282068000,20.005,7.197
1788282470000-649034868264558592-1561408916011614208,1561408916011614208,1788282470000,1788288439000,109.87,28.69
1788282470000-649034868264558592-1561408916011614208,1561408916011614208,1788288440000,1788304800000,337.185,80.859
1788282470000-649034868264558592-1561408916011614208,1561408916011614208,1788304801000,1788316866000,0.0,54.934
1788287011000-649034868264558592-1192134718468915200,1192134718468915200,1788287011000,1788305049000,300.54,88.106
1788287011000-649034868264558592-1192134718468915200,1192134718468915200,1788305050000,1788314353000,136.54,39.229
1788292972000-649034868264558592-1334832578175172608,1334832578175172608,1788292972000,1788322236000,403.4,134.18
1788292972000-649034868264558592-1334832578175172608,1334832578175172608,1788322237000,1788329585000,30.12,16.621
1788292972000-649034868264558592-1334832578175172608,1334832578175172608,1788329586000,1788332834000,0.0,4.989
1788294684000-649034868264558592-1268893955106275328,1268893955106275328,1788294684000,1788313986000,265.44,103.706
1788294684000-649034868264558592-1268893955106275328,1268893955106275328,1788313987000,1788333327000,0.0,86.586
1788297854000-649034868264558592-1289228109731594240,1289228109731594240,1788297854000,1788299107000,21.47,7.858
1788297854000-649034868264558592-1289228109731594240,1289228109731594240,1788299108000,1788299830000,5.045,2.524
1788297854000-649034868264558592-1289228109731594240,1289228109731594240,1788299831000,1788304414000,66.395,24.58
1788297854000-649034868264558592-1289228109731594240,1289228109731594240,1788304415000,1788304929000,7.17,3.584
1788297854000-649034868264558592-1289228109731594240,1289228109731594240,1788304930000,1788308061000,51.365,17.197
