account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,driver_ids,active_driver,adblue_consumed
902855557075959808,1776605867000,1152270135390633984,RJ47GA6196,455000,1776606322000,1.1667119352467044,,0.0999999999994543,0.4419363391086001,0.011313846718477965,0.0,0.4419363391086001,1776605867000-902855557075959808-1152270135390633984,,,
901025643674730496,1776609794000,1447671848144732160,RJ14GQ0817,775000,1776610569000,0.713628875402134,,0.2000000000007276,0.2703139679553538,0.07768743938333388,0.0,0.2703139679553538,1776609794000-901025643674730496-1447671848144732160,,,
901025643674730496,1776578923000,1447671848144732160,RJ14GQ0817,3073000,1776581996000,23.690083088145215,27834.0,0.8499999999994543,8.973516321267127,3.101794102054927,28.70000000001164,8.973516321267127,1776578923000-901025643674730496-1447671848144732160,,,
901025643674730496,1776564270000,1447671848144732160,RJ14GQ0817,11315000,1776575585000,92.54909076109952,96517.0,3.100000000000364,35.05647377314376,2.7531862053376353,99.69999999998254,35.05647377314376,1776564270000-901025643674730496-1447671848144732160,,,
632578958264631296,1776612706000,1505944797024616448,RJ47GA8532,15114000,1776627820000,,,,,,,,1776612706000-632578958264631296-1505944797024616448,,,
632578958264631296,1776595584000,1505944797024616448,RJ47GA8532,14436000,1776610020000,,,,,,,,1776595584000-632578958264631296-1505944797024616448,,,
632578958264631296,1776580362000,1505944797024616448,RJ47GA8532,10577000,1776590939000,,,,,,,,1776580362000-632578958264631296-1505944797024616448,,,
632578958264631296,1776570259000,1505944797024616448,RJ47GA8532,5412000,1776575671000,,,,,,,,1776570259000-632578958264631296-1505944797024616448,,,
632578958264631296,1776622190000,1545823503347875840,NL01AK8870,136000,1776622326000,,,,,,,,1776622190000-632578958264631296-1545823503347875840,,,
632578958264631296,1776608556000,1545823503347875840,NL01AK8870,13485000,1776622041000,,,,,,,,1776608556000-632578958264631296-1545823503347875840,,,
632578958264631296,1776593860000,1545823503347875840,NL01AK8870,11967000,1776605827000,,,,,,,,1776593860000-632578958264631296-1545823503347875840,,,
632578958264631296,1776586238000,1545823503347875840,NL01AK8870,6487000,1776592725000,,,,,,,,1776586238000-632578958264631296-1545823503347875840,,,
632578958264631296,1776584333000,1545823503347875840,NL01AK8870,1463000,1776585796000,,,,,,,,1776584333000-632578958264631296-1545823503347875840,,,
632578958264631296,1776579579000,1545823503347875840,NL01AK8870,2386000,1776581965000,,,,,,,,1776579579000-632578958264631296-1545823503347875840,,,
632578958264631296,1776572999000,1545823503347875840,NL01AK8870,6300000,1776579299000,,,,,,,,1776572999000-632578958264631296-1545823503347875840,,,
632578958264631296,1776558922000,1545823503347875840,NL01AK8870,11679000,1776570601000,,,,,,,,1776558922000-632578958264631296-1545823503347875840,,,
632578958264631296,1776537685000,1545823503347875840,NL01AK8870,640000,1776538325000,,,,,,,,1776537685000-632578958264631296-1545823503347875840,,,
632578958264631296,1776605063000,1545824482457812992,NL01AK8869,168000,1776605231000,,,,,,,,1776605063000-632578958264631296-1545824482457812992,,,
632578958264631296,1776603891000,1545824482457812992,NL01AK8869,547000,1776604438000,,,,,,,,1776603891000-632578958264631296-1545824482457812992,,,
632578958264631296,1776597952000,1545824482457812992,NL01AK8869,206000,1776598158000,,,,,,,,1776597952000-632578958264631296-1545824482457812992,,,
632578958264631296,1776597135000,1545824482457812992,NL01AK8869,149000,1776597284000,,,,,,,,1776597135000-632578958264631296-1545824482457812992,,,
632578958264631296,1776593680000,1545824482457812992,NL01AK8869,3419000,1776597099000,,,,,,,,1776593680000-632578958264631296-1545824482457812992,,,
632578958264631296,1776559672000,1545824482457812992,NL01AK8869,557000,1776560229000,,,,,,,,1776559672000-632578958264631296-1545824482457812992,,,
1194637793272266752,1776612140000,874238000127541248,RJ47GA4754,1252000,1776613392000,3.3337633935784154,,0.3000000000001819,1.2627891642342481,,0.0,1.2627891642342481,1776612140000-1194637793272266752-874238000127541248,,,0.0
1194637793272266752,1776576439000,874238000127541248,RJ47GA4754,1136000,1776577575000,3.129342667277311,,0.3000000000001819,1.1853570709383754,,0.0,1.1853570709383754,1776576439000-1194637793272266752-874238000127541248,,,0.0
