account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,driver_ids,vehicle_device_type,active_driver,adblue_consumed
632578958264631296,1778276681000,1500848886552461312,NL01AK3124,348000.0,1778277029000.0,,,,,,,1778276681000-632578958264631296-1500848886552461312,602.0,,c,,
632578958264631296,1778274775000,1500848886552461312,NL01AK3124,529000.0,1778275304000.0,,,,,,,1778274775000-632578958264631296-1500848886552461312,2642.0,,c,,
632578958264631296,1778274244000,1500848886552461312,NL01AK3124,287000.0,1778274531000.0,,,,,,,1778274244000-632578958264631296-1500848886552461312,1780.0,,c,,
632578958264631296,1778270476000,1500848886552461312,NL01AK3124,3454000.0,1778273930000.0,,,,,,,1778270476000-632578958264631296-1500848886552461312,26085.0,,c,,
632578958264631296,1778266380000,1500848886552461312,NL01AK3124,3505000.0,1778269885000.0,,,,,,,1778266380000-632578958264631296-1500848886552461312,37742.0,,c,,
632578958264631296,1778291754000,1505944797024616448,RJ47GA8532,1814000.0,1778293568000.0,,,,,,,1778291754000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1778275925000,1505944797024616448,RJ47GA8532,13771000.0,1778289696000.0,,,,,,,1778275925000-632578958264631296-1505944797024616448,,,,,
1194637793272266752,1778334730000,874238000127541248,RJ47GA4754,2129000.0,1778336859000.0,16.408665205149344,0.5,6.215403486798993,4.001671018273566,25.60000000000582,6.215403486798993,1778334730000-1194637793272266752-874238000127541248,24872.0,,,,0.0
1194637793272266752,1778328885000,874238000127541248,RJ47GA4754,3297000.0,1778332182000.0,34.958746105973674,0.7999999999992724,13.241949282565784,3.060425556330753,41.70000000001164,13.241949282565784,1778328885000-1194637793272266752-874238000127541248,40526.0,,,,0.0
1194637793272266752,1778293061000,874238000127541248,RJ47GA4754,5252000.0,1778298313000.0,77.54408452401688,1.3999999999996362,29.372759289400335,2.0755285330649853,62.70000000001164,29.37275928940034,1778293061000-1194637793272266752-874238000127541248,60964.0,,,,0.0
1194637793272266752,1778292109000,874238000127541248,RJ47GA4754,387000.0,1778292496000.0,1.0724808525775975,0.08148111111111112,0.40624274718848385,0.41600742701158755,,0.40624274718848385,1778292109000-1194637793272266752-874238000127541248,169.0,,,,
1194637793272266752,1778286119000,874238000127541248,RJ47GA4754,3959000.0,1778290078000.0,64.73837442039422,1.1000000000003638,24.522111522876596,2.14467665033401,54.30000000001746,24.522111522876596,1778286119000-1194637793272266752-874238000127541248,52592.0,,,,0.0
