alert_name,mismatch_count,total_joined_trips,mismatch_pct
idling,210,4471,4.7
unscheduled_driving,10,4471,0.22
fuel_chori,3,4471,0.07
over_speed,0,4471,0.0
freerun,0,4471,0.0
over_acc,0,4471,0.0
hard_brake,0,4471,0.0
continuous_driving,0,4471,0.0
