tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count,last_gear_utilization_duration,last_two_gear_utilization_duration,total_gear_utilization_duration,first_gear_pickup_count,second_gear_pickup_count,third_and_higher_gear_pickup_count,accounts_with_access,unresolved_idling_count,unresolved_over_speed_count,unresolved_speeding_count,unresolved_freerun_count,unresolved_over_acc_count,unresolved_hard_brake_count,unresolved_unscheduled_driving_count,unresolved_slow_running_count,unresolved_continuous_driving_count,unresolved_fuel_chori_count,unresolved_def_chori_count,unresolved_breath_test_count,unresolved_camera_tampered_count,unresolved_distracted_driving_count,unresolved_drowsiness_count,unresolved_emergency_recording_count,unresolved_eyes_closed_count,unresolved_fcw_count,unresolved_lane_departure_warning_count,unresolved_mobile_phone_count,unresolved_pcw_count,unresolved_sd_card_tampered_count,unresolved_seatbelt_violation_count,unresolved_tailgating_count,unresolved_smoking_count
[],1192134642870779904-1787529381000,1787529381000,1787529655000,649034868264558592,1192134642870779904,,,1787529381000-649034868264558592-1192134642870779904,,2.982,3.357,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,,9,0,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,49.0,0.06888889,0.888,,39.17956,,,,,,,,,,,,,,['649034868264558592'],,,,,,,,,,,,,,,,,,,,,,,,,
[],1334833384924381184-1787529319000,1787529319000,1787533564000,649034868264558592,1334833384924381184,1510268287898877952,verified_drivers,1787502784000-649034868264558592-1334833384924381184,,68.23,4.485,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,10.401,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4245,0.0,0,2,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,44.92,1.1,15.213,,57.862896,,,,,,,,,,,,,,['649034868264558592'],,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
[],1192134642870779904-1787529232000,1787529232000,1787529372000,649034868264558592,1192134642870779904,,,1787529232000-649034868264558592-1192134642870779904,,1.434,3.661,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,,207,0,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,,0.03,0.392,,36.874287,,,,,,,,,,,,,,['649034868264558592'],,,,,,,,,,,,,,,,,,,,,,,,,
[],1474016264899788800-1787528779000,1787528779000,1787533469000,649034868264558592,1474016264899788800,1410721476771840000,verified_drivers,1787475804000-649034868264558592-1474016264899788800,,74.97,3.052,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,14.468,7,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,320,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4690,26740.0,0,14,,,,,,46.53,1.2533333,24.562,,57.54627,,,,,,,,,,,,,,['649034868264558592'],,7.0,,,,,,,,,,,,,,,,7.0,,,,,,,
[],1268894298644938752-1787528698000,1787528698000,1787538067000,649034868264558592,1268894298644938752,1506937351476084736,verified_drivers,1787528698000-649034868264558592-1268894298644938752,,104.496,3.248,,0.0,,0,0,0,0,25.926,2,0.0,0,0,0,749.592,1,3.799,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,7,3067,6302,0.0,0,7,"{'fifth_gear_duration': 17.386500834481204, 'first_gear_duration': 2.104073255853154, 'sixth_gear_duration': 58.6592934460038, 'third_gear_duration': 7.094412130339375, 'fourth_gear_duration': 10.604716654778812, 'second_gear_duration': 4.151003678543656}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 38.43673021180613, 'down': 18.969559668787028, 'plane': 42.593710119406836}",0.3558692,43.68,2.55,32.17,,40.15216,58.659294,76.04579,690408.0,1423261.0,2840840.0,,,4193.408,5436.326,7148.753,5.0,3.0,0.0,['649034868264558592'],,,,,,2.0,,,,,,,,2.0,,,1.0,2.0,,,,,,,
[],1192134642870779904-1787528678000,1787528678000,1787529025000,649034868264558592,1192134642870779904,,,1787528678000-649034868264558592-1192134642870779904,,0.491,5.468,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,,0,0,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,,0.054399166,0.09,,5.0939484,,,,,,,,,,,,,,['649034868264558592'],,,,,,,,,,,,,,,,,,,,,,,,,
[],1494313280225673216-1787527769000,1787527769000,1787537424000,649034868264558592,1494313280225673216,1510269675487887360,verified_drivers,1787479776000-649034868264558592-1494313280225673216,,119.64,2.851,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,6.793,1,4.358,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1390,19,0,0,0.0,0,4,1,213,33,0,0,0,0,0,0,0,0,0,0,0,56,2424,7231,0.0,0,56,,,,,,41.99,2.6316667,41.964,,44.609425,,,,,,,,,,,,,,['649034868264558592'],,19.0,,,1.0,33.0,,,,,,,,,,,1.0,2.0,,,,,,,
[],1192134642870779904-1787526789000,1787526789000,1787527325000,649034868264558592,1192134642870779904,,,1787526789000-649034868264558592-1192134642870779904,,3.314,2.839,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,,0,0,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 0, 'down': 0, 'plane': 100}",,,0.14272222,1.167,,22.25821,,,,,,,,,,,,,,['649034868264558592'],,,,,,,,,,,,,,,,,,,,,,,,,
[],1494312472553717760-1787526628000,1787526628000,1787552502000,649034868264558592,1494312472553717760,1532715824047980544,verified_drivers,1787521216000-649034868264558592-1494312472553717760,,265.4,2.655,,0.93,,0,0,0,0,0.0,0,0.0,0,0,0,487.232,6,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,1336.5,1,4581,33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17502,8372,0.0,0,40,,,,,,37.77,7.1258335,99.946,,36.926643,,,,,,,,,,,,,,['649034868264558592'],1.0,33.0,,,,,,,,,,,,,,,6.0,,,,,,,,
[],1537489465788858368-1787526507000,1787526507000,1787541224000,649034868264558592,1537489465788858368,1437131832641454080,verified_drivers,1787496980000-649034868264558592-1537489465788858368,,164.06,3.267,,0.0,,0,0,0,0,0.0,0,8.575,2,0,0,0.0,0,0.0,0,0,0,216.175,5,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,38,8,226,38,0,0,0,0,0,0,0,0,0,0,0,53,6224,8493,0.0,0,53,,,,,,47.67,4.0750694,50.217,,40.13155,,,,,,,,,,,,,,"['789087597518389248', '907979122293080064', '649034868264558592']",,,,,8.0,38.0,,,,,,,,,2.0,,,,,5.0,,,,,
