vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,fuel_consumed,odo_distance_km,raw_fuel_consumed,id,distance,mileage,load_estimation,engine_hours,active_driver,driver_ids
1429476090367180800,1790006955000-642689989225816064-1429476090367180800,1790006955000,1790048607000,2,659.0,171.722,3.8375979781274383,642689989225816064,1790006955000,1429476090367180800,MP09AN1563,41652000,1790048607000,497.33486826803914,188.38441979849966,661.0,188.38441979849966,1790006955000-642689989225816064-1429476090367180800,635.173,3.371685411561082,"{'confidence': 83.4, 'count': 20, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 13309.533398573298, 'std': 1974.9011846777291, 'timestamp': 1790048867665}",7.899999999999636,,
1430193762327330816,1790015688000-642689989225816064-1430193762327330816,1790015688000,1790049383000,3,523.9,139.225,3.762973603878614,642689989225816064,1790015688000,1430193762327330816,MP09AN2545,33695000,1790049383000,367.8565399631834,139.3395984709028,526.3000000000466,139.3395984709028,1790015688000-642689989225816064-1430193762327330816,506.295,3.6335327900756482,"{'confidence': 85.8, 'count': 71, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 15422.716595169859, 'std': 3685.7250540951777, 'timestamp': 1790049756475}",9.199999999999818,,
1439682401377714176,1790008435000-642689989225816064-1439682401377714176,1790008435000,1790041782000,2,464.70000000000005,131.776,3.526438805245265,642689989225816064,1790008435000,1439682401377714176,mp09an6583,33347000,1790041782000,347.9269272666847,131.79050275253206,466.5,131.79361723344022,1790008435000-642689989225816064-1439682401377714176,450.989,3.4220144136397965,"{'confidence': 85.4, 'count': 53, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 16827.281449492388, 'std': 3567.076126701533, 'timestamp': 1790042028637}",8.955555555556284,,
589014414737289216,1789968603000-642689989225816064-589014414737289216,1789968603000,1790010734000,1,462.994,101.583,4.557790181427995,642689989225816064,1789968603000,589014414737289216,MP09BP1574,42131000,1790010734000,268.17844324460833,101.58274365326074,,73.33893676076755,1789968603000-642689989225816064-589014414737289216,462.994,4.557801683132017,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790010780463}",6.088618055555535,,
1440684104986132480,1790007771000-642689989225816064-1440684104986132480,1790007771000,1790039108000,2,425.8,128.348,3.317542930158631,642689989225816064,1790007771000,1440684104986132480,MP09AN6571,31337000,1790039108000,337.402476733937,127.80396845982462,427.70000000001164,127.80396845982463,1790007771000-642689989225816064-1440684104986132480,414.82,3.245752107692957,"{'confidence': 62.7, 'count': 14, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 20348.52569050656, 'std': 5678.870228413812, 'timestamp': 1790039115928}",8.649999999999636,,
739421717067202560,1790015352000-642689989225816064-739421717067202560,1790015352000,1790045161000,1,425.652,108.811,3.911847147806747,642689989225816064,1790015352000,739421717067202560,Mp13p8136,29809000,1790045161000,287.26042951328714,108.810768755033,,108.810768755033,1790015352000-642689989225816064-739421717067202560,425.652,3.911855461275855,"{'confidence': 64.7, 'count': 11, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 18913.418718461216, 'std': 4426.221673307746, 'timestamp': 1790045164215}",8.25,,
739508566909517824,1790007563000-642689989225816064-739508566909517824,1790007563000,1790043376000,2,418.0,105.531,3.960921435407605,642689989225816064,1790007563000,739508566909517824,MP13P8154,35813000,1790043376000,266.9943657207806,101.1342294396896,420.25,101.13422943968959,1790007563000-642689989225816064-739508566909517824,414.44,4.097920182870896,"{'confidence': 84.4, 'count': 66, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 23496.325728351752, 'std': 5945.3854455486735, 'timestamp': 1790044408309}",9.899999999997817,,
566305825849643008,1789951223000-642689989225816064-566305825849643008,1789951223000,1789979685000,1,389.666,82.396,4.729185882809845,642689989225816064,1789951223000,566305825849643008,MP09AF2745,28462000,1789979685000,217.5262295881817,82.39629908643246,,66.68717965920375,1789951223000-642689989225816064-566305825849643008,389.666,4.729168716561484,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1789979760406}",4.910916666666664,,
739928272518774784,1790000590000-642689989225816064-739928272518774784,1790000590000,1790035623000,2,374.75,91.425,4.098988241728192,642689989225816064,1790000590000,739928272518774784,MP13P7218,35033000,1790035623000,260.09971757573913,98.52262029384057,375.75,84.88988566448789,1790000590000-642689989225816064-739928272518774784,410.801,4.16961098654095,"{'confidence': 91.8, 'count': 118, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 21601.200389428857, 'std': 3850.5691525655407, 'timestamp': 1790035630902}",9.69999999999709,,
1533069815709696000,1789980628000-642689989225816064-1533069815709696000,1789980628000,1790009523000,1,360.954,107.109,3.369968910175616,642689989225816064,1789980628000,1533069815709696000,MP09BP2984,28895000,1790009523000,282.76779358779936,107.10901272265127,356.25,107.10901272265127,1789980628000-642689989225816064-1533069815709696000,360.954,3.369968509883071,"{'confidence': None, 'count': None, 'error_code': 'OBD_PREPROCESS_EMPTY', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1790009604099}",7.977777777777646,,
