vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,distance,load_estimation,driver_ids,active_driver,adblue_consumed
1094226778622263296,1788157572000-632578958264631296-1094226778622263296,1788157572000,1788180201000,1,271.752,90.805,2.992698639942734,632578958264631296,1788157572000,1094226778622263296,RJ47GA6284,22629000,1788180201000,239.72557161852944,6.25,90.80514076459448,2.9926940007118836,288.6000000000349,90.80514076459448,1788157572000-632578958264631296-1094226778622263296,271.752,"{'confidence': None, 'count': None, 'error_code': 'RANSAC_NO_VALID_MODEL', 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 20}, 'load_class': None, 'mean': None, 'std': None, 'timestamp': 1788180258113}",,,
847126508215468032,1788139375000-632578958264631296-847126508215468032,1788139375000,1788159464000,1,248.864,93.177,2.6708737134700624,632578958264631296,1788139375000,847126508215468032,RJ47GA3488,20089000,1788159464000,245.98750983008838,5.550000000001091,93.17708705685166,2.6708712180297773,254.875,93.17708705685166,1788139375000-632578958264631296-847126508215468032,248.864,"{'confidence': 72.9, 'count': 22, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 50943.47618782174, 'std': 12940.665018529862, 'timestamp': 1788159473509}",,,
1540361293100220416,1788177405000-632578958264631296-1540361293100220416,1788177405000,1788196758000,1,240.17,51.92,4.625770416024653,632578958264631296,1788177405000,1540361293100220416,NL01AK8392,19353000,1788196758000,137.068570089974,5.350000000000023,51.91991291286894,4.6257781749951885,247.32500000000073,51.91991291286894,1788177405000-632578958264631296-1540361293100220416,240.17,"{'confidence': 84.9, 'count': 40, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'MEDIUM', 'mean': 26590.26058170607, 'std': 5075.260105346135, 'timestamp': 1788196771303}",,,
1094226778622263296,1788136300000-632578958264631296-1094226778622263296,1788136300000,1788155294000,1,226.032,74.216,3.0455966368438077,632578958264631296,1788136300000,1094226778622263296,RJ47GA6284,18994000,1788155294000,195.92946749517523,5.273680555555556,74.21570738453607,3.0456086449308315,240.19999999995343,74.215935726131,1788136300000-632578958264631296-1094226778622263296,226.032,"{'confidence': 50.2, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 29514.531629505316, 'std': 5879.886240671318, 'timestamp': 1788155432377}",,,
1083726655622479872,1788167756000-632578958264631296-1083726655622479872,1788167756000,1788185723000,1,222.765,77.719,2.866287522999524,632578958264631296,1788167756000,1083726655622479872,RJ47GA6356,17967000,1788185723000,205.17815999999294,5.0,77.71899999999732,2.8662875229996225,235.79999999998836,77.71899999999732,1788167756000-632578958264631296-1083726655622479872,222.765,"{'confidence': 60.4, 'count': 20, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 12}, 'load_class': 'HIGH', 'mean': 46147.213813731265, 'std': 16328.738181988563, 'timestamp': 1788186598781}",,,
1094226778622263296,1788181946000-632578958264631296-1094226778622263296,1788181946000,1788197983000,1,201.782,69.435,2.9060560236192123,632578958264631296,1788181946000,1094226778622263296,RJ47GA6284,16037000,1788197983000,183.30741950708992,4.449999999999818,69.43462860117042,2.9060715678199607,214.39999999996508,69.43462860117042,1788181946000-632578958264631296-1094226778622263296,201.782,"{'confidence': 34.5, 'count': 6, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 12}, 'load_class': 'HIGH', 'mean': 60732.49105654594, 'std': 19473.861016216277, 'timestamp': 1788198100344}",,,
780059706918961152,1788216110000-632578958264631296-780059706918961152,1788216110000,1788233318000,1,195.238,65.446,2.9831922500993184,632578958264631296,1788216110000,780059706918961152,RJ47GA3183,17208000,1788233318000,172.77620518986856,4.700000000000728,65.44553226888961,2.983213570604711,219.90000000002328,65.44553226888961,1788216110000-632578958264631296-780059706918961152,195.238,"{'confidence': 0, 'count': 4, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 43371.748935983305, 'std': 25574.19793638576, 'timestamp': 1788233339104}",['900758004217937931'],900758004217937931,
1135566388677574656,1788156191000-632578958264631296-1135566388677574656,1788156191000,1788172249000,1,189.727,58.867,3.2229772198345423,632578958264631296,1788156191000,1135566388677574656,RJ47GA6238,16058000,1788172249000,155.40980292184256,4.400000000000546,58.867349591607024,3.2229580797544557,200.5,58.867349591607024,1788156191000-632578958264631296-1135566388677574656,189.727,"{'confidence': 65.6, 'count': 15, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'LOW', 'mean': 29319.22931187605, 'std': 7823.4214099372275, 'timestamp': 1788172283568}",,,
1088472759995990016,1788178682000-632578958264631296-1088472759995990016,1788178682000,1788194987000,1,187.959,50.074,3.753624635539402,632578958264631296,1788178682000,1088472759995990016,RJ47GA5727,16305000,1788194987000,132.19556217822378,4.449999999999818,50.074076582660524,3.753618894793275,195.20000000001164,50.074076582660524,1788178682000-632578958264631296-1088472759995990016,187.959,"{'confidence': 78.5, 'count': 15, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 42597.357656001914, 'std': 7102.766235649411, 'timestamp': 1788195042737}",,,
964171206683000832,1788178683000-632578958264631296-964171206683000832,1788178683000,1788195059000,1,187.924,54.17,3.469152667528152,632578958264631296,1788178683000,964171206683000832,RJ47GA4674,16376000,1788195059000,143.00878995685147,4.5,54.169996195777074,3.4691529111580404,192.0,54.169996195777074,1788178683000-632578958264631296-964171206683000832,187.924,"{'confidence': 62, 'count': 8, 'error_code': None, 'flags': {'alta-status': 'present', 'alta_partial': False, 'gps_dup_rows_count': 0}, 'load_class': 'HIGH', 'mean': 37166.16997784283, 'std': 7995.816876731269, 'timestamp': 1788195064402}",,,
