tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count,last_gear_utilization_duration,last_two_gear_utilization_duration,total_gear_utilization_duration,first_gear_pickup_count,second_gear_pickup_count,third_and_higher_gear_pickup_count,accounts_with_access,unresolved_idling_count,unresolved_over_speed_count,unresolved_speeding_count,unresolved_freerun_count,unresolved_over_acc_count,unresolved_hard_brake_count,unresolved_unscheduled_driving_count,unresolved_slow_running_count,unresolved_continuous_driving_count,unresolved_fuel_chori_count,unresolved_def_chori_count,unresolved_breath_test_count,unresolved_camera_tampered_count,unresolved_distracted_driving_count,unresolved_drowsiness_count,unresolved_emergency_recording_count,unresolved_eyes_closed_count,unresolved_fcw_count,unresolved_lane_departure_warning_count,unresolved_mobile_phone_count,unresolved_pcw_count,unresolved_sd_card_tampered_count,unresolved_seatbelt_violation_count,unresolved_tailgating_count,unresolved_smoking_count
[],1326601705701244928-1788306925000,1788306925000,1788321269000,642689989225816064,1326601705701244928,911222618261028899,verified_drivers,1788306925000-642689989225816064-1326601705701244928,,198.896,3.347,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,26.791,4,8.556,4,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,80,2,0,0,0.0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,13,8669,5675,0.0,0,13,"{'fifth_gear_duration': 2.0379470441178467, 'first_gear_duration': 0.6288341478189717, 'ninth_gear_duration': 7.019344222275467, 'sixth_gear_duration': 1.5275561362187673, 'tenth_gear_duration': 12.058154726653797, 'third_gear_duration': 1.2906696563789823, 'eighth_gear_duration': 5.097580050903469, 'fourth_gear_duration': 1.52665198934915, 'second_gear_duration': 0.5320904327698992, 'seventh_gear_duration': 3.296067413190599, 'twelfth_gear_duration': 48.11507981356492, 'eleventh_gear_duration': 16.870024366758134}",,,"{'up': 22.739496148674718, 'down': 17.65095214767409, 'plane': 59.609551703651185}",0.46410832,40.83,3.9436111,59.431,,49.918125,48.115078,64.98511,4850356.0,3257050.0,204050.0,,,5321.6,7187.45,11060.15,,,,"['475691480292397056', '1128685188746838016', '642689989225816064', '907977166128414720', '1520500634065829888', '1520501245561798656', '1536063812182999040']",,2.0,,,,3.0,,,,,,,,,,,4.0,4.0,,,,,,,
[],1326602059092328448-1788306295000,1788306295000,1788307214000,642689989225816064,1326602059092328448,,,1788306295000-642689989225816064-1326602059092328448,,0.0,,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,,0,0,,,,,,,0.18333334,0.602,,0.0,,,,,,,,,,,,,,"['475691480292397056', '1128685188746838016', '642689989225816064', '907977166128414720', '1520500634065829888', '1520501245561798656', '1536063812182999040']",,,,,,,,,,,,,,,,,,,,,,,,,
[],582170543017459712-1788306210000,1788306210000,1788306247000,642689989225816064,582170543017459712,,,1788306210000-642689989225816064-582170543017459712,,,,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,0,0,,,,,,,,,,,,,,,,,,,,,,,,"['642689989225816064', '907977166128414720', '475691480292397056', '1128685188746838016', '1520500634065829888', '1520501245561798656', '1536063812182999040']",,,,,,,,,,,,,,,,,,,,,,,,,
[],739910017485897728-1788306205000,1788306205000,1788307556000,642689989225816064,739910017485897728,,,1788306205000-642689989225816064-739910017485897728,,21.911,4.491,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1351,,95,1,"{'fifth_gear_duration': 29.584408511090523, 'first_gear_duration': 0, 'sixth_gear_duration': 64.55774078169989, 'third_gear_duration': 0.9594404758346534, 'fourth_gear_duration': 4.898410231374933, 'second_gear_duration': 0}",,,"{'up': 24.555752402426588, 'down': 0, 'plane': 75.44424759757342}",0.3941692,62.19,,4.879,,58.386086,64.55774,94.14215,542562.0,226994.0,0.0,,,777.567,1133.897,1204.452,,,,"['642689989225816064', '475691480292397056', '907977166128414720', '1128685188746838016', '1520500634065829888', '1520501245561798656', '1536063812182999040']",,,,,,1.0,,,,,,,,,,,,,,,,,,,
[],718584903502921728-1788306101000,1788306101000,1788306585000,642689989225816064,718584903502921728,,,1788306101000-642689989225816064-718584903502921728,,4.964,6.839,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,,32,0,,,,"{'up': 0, 'down': 0, 'plane': 100}",,39.62,,0.726,,36.922314,,,,,,,,,,,,,,"['642689989225816064', '475691480292397056', '907977166128414720', '1128685188746838016', '1520500634065829888', '1520501245561798656', '1536063812182999040']",,,,,,,,,,,,,,,,,,,,,,,,,
[],718584903502921728-1788305968000,1788305968000,1788306069000,642689989225816064,718584903502921728,,,1788305968000-642689989225816064-718584903502921728,,0.896,9.26,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,,0,0,,,,,,52.91,,0.097,,31.936634,,,,,,,,,,,,,,"['642689989225816064', '475691480292397056', '907977166128414720', '1128685188746838016', '1520500634065829888', '1520501245561798656', '1536063812182999040']",,,,,,,,,,,,,,,,,,,,,,,,,
[],582170543017459712-1788305382000,1788305382000,1788306201000,642689989225816064,582170543017459712,911222618353303585,verified_drivers,1788305382000-642689989225816064-582170543017459712,,1.217,2.343,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,4876.0,0,0,"{'fifth_gear_duration': 27.065532572975066, 'first_gear_duration': 8.393582060699787, 'sixth_gear_duration': 4.163928088150009, 'third_gear_duration': 14.573748308525033, 'fourth_gear_duration': 27.065532572975066, 'second_gear_duration': 18.73767639667504}",,,,,34.18,0.134625,0.52,,5.3494506,4.163928,31.22946,,,,,,6.462,48.465,155.19,1.0,0.0,0.0,"['642689989225816064', '907977166128414720', '475691480292397056', '1128685188746838016', '1520500634065829888', '1520501245561798656', '1536063812182999040']",,,,,,,,,,,,,,,,,,,,,,,,,
[],1531014613364113408-1788305276000,1788305276000,1788318367000,642689989225816064,1531014613364113408,,,1788305276000-642689989225816064-1531014613364113408,,284.17,5.243,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,4.205,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,190,4,0,0,0.0,0,37,8,295,48,0,0,0,0,0,0,0,0,0,0,0,62,5767,7324,,0,62,"{'fifth_gear_duration': 1.3074291300097751, 'first_gear_duration': 0.955428979622528, 'ninth_gear_duration': 5.072279870666967, 'sixth_gear_duration': 1.414110083464922, 'tenth_gear_duration': 9.904880066170389, 'third_gear_duration': 0.5028573576960673, 'eighth_gear_duration': 4.2644183773216024, 'fourth_gear_duration': 0.9173622076847884, 'second_gear_duration': 0.8045717723137079, 'seventh_gear_duration': 2.5645725242499435, 'twelfth_gear_duration': 59.319779682682906, 'eleventh_gear_duration': 12.9723099481164}",,,"{'up': 27.190646413536683, 'down': 17.15131464391433, 'plane': 55.65803894254899}",0.40134832,42.78,3.6072223,54.2,,78.14621,59.31978,72.29209,5279100.0,2806800.0,174200.0,,,6311.15,7691.3,10639.2,,,,"['642689989225816064', '475691480292397056', '907977166128414720', '1128685188746838016', '1520501245561798656', '1520500634065829888', '1536063812182999040']",,4.0,,,8.0,48.0,,,,,,,,,,,,2.0,,,,,,,
[],1531026470644744192-1788304627000,1788304627000,1788317856000,642689989225816064,1531026470644744192,911222618336526362,verified_drivers,1788304627000-642689989225816064-1531026470644744192,,229.908,4.521,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,8.387,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,147,25,0,0,0,0,0,0,0,0,0,0,0,26,5256,7973,0.0,0,26,"{'fifth_gear_duration': 1.845813173979646, 'first_gear_duration': 0.7335729705408015, 'ninth_gear_duration': 5.331675084302752, 'sixth_gear_duration': 2.4236725160390096, 'tenth_gear_duration': 9.324111850919367, 'third_gear_duration': 0.6491438278252165, 'eighth_gear_duration': 5.206295279551464, 'fourth_gear_duration': 0.8655251037669555, 'second_gear_duration': 0.757334465796086, 'seventh_gear_duration': 2.772005925206902, 'twelfth_gear_duration': 57.60595351847078, 'eleventh_gear_duration': 12.48489628360103}",,,"{'up': 21.046360903499814, 'down': 20.343638820706598, 'plane': 58.610000275793595}",0.45725822,39.02,3.6375,50.853,,62.564728,57.605953,70.09085,4562800.0,2547400.0,126050.0,,,5697.2,6931.95,9889.95,,,,"['642689989225816064', '475691480292397056', '907977166128414720', '1128685188746838016', '1520501245561798656', '1520500634065829888', '1536063812182999040']",,,,,,25.0,,,,,,,,,,,1.0,,,,,,,,
[],739508566909517824-1788304383000,1788304383000,1788314418000,642689989225816064,739508566909517824,1591928684204261376,unverified_drivers,1788279618000-642689989225816064-739508566909517824,,115.25,3.941,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,27.418,3,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,5,1818,8217,0.0,1,5,,,,,,52.75,2.7739823,29.247,,41.34529,,,,,,,,,,,,,,"['642689989225816064', '475691480292397056', '907977166128414720', '1128685188746838016', '1520500634065829888', '1520501245561798656', '1536063812182999040']",,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,
