account_id,start_time,vehicle_id,vehicle_plate,duration,end_time,carbon_emission,distance,engine_hours,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,driver_ids,vehicle_device_type,active_driver,adblue_consumed
901025643674730496,1778220211000,1447671848144732160,RJ14GQ0817,1413000,1778221624000,7.0834036586263185,10149.0,0.3499999999994543,2.683107446449363,3.7825544457529934,2.683107446449363,1778220211000-901025643674730496-1447671848144732160,10.5,,,,
901025643674730496,1778208730000,1447671848144732160,RJ14GQ0817,268000,1778208998000,0.23414517251340994,13.0,0.059365,0.08869135322477649,0.14657573176331204,0.08869135322477649,1778208730000-901025643674730496-1447671848144732160,,,,,
901025643674730496,1778205394000,1447671848144732160,RJ14GQ0817,3172000,1778208566000,14.403507658429442,24277.0,0.8499999999994543,5.455874113041455,4.4496994426556595,5.455874113041455,1778205394000-901025643674730496-1447671848144732160,25.70000000001164,,,,
901025643674730496,1778202808000,1447671848144732160,RJ14GQ0817,570000,1778203378000,0.6034957522378716,,0.1000000000003638,0.22859687584767863,,0.22859687584767863,1778202808000-901025643674730496-1447671848144732160,0.0,,,,
632578958264631296,1778244764000,1500848886552461312,NL01AK3124,4725000,1778249489000,,40982.0,,,,,1778244764000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1778242066000,1500848886552461312,NL01AK3124,449000,1778242515000,,3291.0,,,,,1778242066000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1778231239000,1500848886552461312,NL01AK3124,7455000,1778238694000,,45606.0,,,,,1778231239000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1778223322000,1500848886552461312,NL01AK3124,7448000,1778230770000,,65032.0,,,,,1778223322000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1778209662000,1500848886552461312,NL01AK3124,7898000,1778217560000,,85930.0,,,,,1778209662000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1778194221000,1500848886552461312,NL01AK3124,13363000,1778207584000,,156179.0,,,,,1778194221000-632578958264631296-1500848886552461312,,,c,,
632578958264631296,1778252608000,1505944797024616448,RJ47GA8532,14082000,1778266690000,,,,,,,1778252608000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1778240021000,1505944797024616448,RJ47GA8532,7645000,1778247666000,,,,,,,1778240021000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1778214073000,1505944797024616448,RJ47GA8532,9776000,1778223849000,,,,,,,1778214073000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1778209031000,1505944797024616448,RJ47GA8532,4024000,1778213055000,,,,,,,1778209031000-632578958264631296-1505944797024616448,,,,,
632578958264631296,1778207133000,1505944797024616448,RJ47GA8532,262000,1778207395000,,,,,,,1778207133000-632578958264631296-1505944797024616448,,,,,
1194637793272266752,1778255032000,874238000127541248,RJ47GA4754,12674000,1778267706000,159.3328842198441,97309.0,3.5,60.35336523478942,1.6123210300112358,60.35336523478942,1778255032000-1194637793272266752-874238000127541248,99.89999999999418,,,,0.0
1194637793272266752,1778253035000,874238000127541248,RJ47GA4754,1991000,1778255026000,22.07390695976376,9410.0,0.5,8.36132839384991,1.1254192583706473,8.36132839384991,1778253035000-1194637793272266752-874238000127541248,8.89999999999418,,,,0.0
1194637793272266752,1778250952000,874238000127541248,RJ47GA4754,1205000,1778252157000,6.351008329672951,1776.0,0.2999999999992724,2.4056849733609664,0.7382512754854856,2.4056849733609664,1778250952000-1194637793272266752-874238000127541248,1.8999999999941792,,,,0.0
1194637793272266752,1778241258000,874238000127541248,RJ47GA4754,850000,1778242108000,2.534502582145593,,0.1999999999998181,0.9600388568733306,0.021874114625311237,0.9600388568733306,1778241258000-1194637793272266752-874238000127541248,0.0,,,,0.0
1194637793272266752,1778236090000,874238000127541248,RJ47GA4754,524000,1778236614000,1.3109578898518521,,0.13412722222222223,0.4965749582772167,,0.4965749582772167,1778236090000-1194637793272266752-874238000127541248,0.0,,,,0.0
1194637793272266752,1778234240000,874238000127541248,RJ47GA4754,535000,1778234775000,1.4419028468888895,,0.1365475,0.546175320791246,,0.546175320791246,1778234240000-1194637793272266752-874238000127541248,0.0,,,,0.0
1194637793272266752,1778228031000,874238000127541248,RJ47GA4754,782000,1778228813000,2.177097764730503,,0.1999999999998181,0.8246582442160997,,0.8246582442160997,1778228031000-1194637793272266752-874238000127541248,0.0,,,,0.0
1194637793272266752,1778209303000,874238000127541248,RJ47GA4754,1342000,1778210645000,6.813033810455977,,0.3000000000001819,2.5806946251727183,0.023637046942707313,2.5806946251727183,1778209303000-1194637793272266752-874238000127541248,0.0,,,,0.0
