vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,carbon_emission,distance,engine_hours,fuel_consumed,mileage,raw_fuel_consumed,id,odo_distance_km,driver_ids,vehicle_device_type,active_driver,adblue_consumed
1488129049464143872,1778227982000-632578958264631296-1488129049464143872,1778227982000,1778249113000,1,267.132,49.879,5.355600553339081,632578958264631296,1778227982000,1488129049464143872,NL01AK3098,21131000,1778249113000,131.6794835887754,267.132,5.850000000000136,49.878592268475536,5.355644332585421,49.878592268475536,1778227982000-632578958264631296-1488129049464143872,277.875,,,,
1156948637754851328,1778202715000-632578958264631296-1156948637754851328,1778202715000,1778222199000,1,208.743,45.095,4.6289610821598846,632578958264631296,1778202715000,1156948637754851328,RJ14GP9557,19484000,1778222199000,119.05185895828211,208.743,5.350000000000364,45.095401120561405,4.628919907862243,45.095401120561405,1778202715000-632578958264631296-1156948637754851328,215.80000000001746,,,,
1094226778622263296,1778232741000-632578958264631296-1094226778622263296,1778232741000,1778249284000,1,202.122,73.316,2.756860712532053,632578958264631296,1778232741000,1094226778622263296,RJ47GA6284,16543000,1778249284000,193.55421508628902,202.122,4.550000000000182,73.31599056298826,2.756861067386795,73.31599056298826,1778232741000-632578958264631296-1094226778622263296,215.59999999997672,,,,
1182027923075366912,1778232747000-632578958264631296-1182027923075366912,1778232747000,1778249027000,1,198.058,71.576,2.7671007041466416,632578958264631296,1778232747000,1182027923075366912,RJ47GA6389,16280000,1778249027000,188.96194864429796,198.058,4.450000000000728,71.57649569859771,2.7670815407617146,71.57649569859771,1778232747000-632578958264631296-1182027923075366912,208.09999999997672,,,,
1363836271826305024,1778228070000-632578958264631296-1363836271826305024,1778228070000,1778243964000,1,196.133,63.186,3.1040578609185583,632578958264631296,1778228070000,1363836271826305024,NL01AJ4205,15894000,1778243964000,166.8099135173488,196.133,4.400000000000091,63.18557330202606,3.104078822906098,63.18557330202606,1778228070000-632578958264631296-1363836271826305024,201.625,,,,
952249131684855808,1778245577000-632578958264631296-952249131684855808,1778245577000,1778264530000,1,187.447,54.097,3.4650165443555094,632578958264631296,1778245577000,952249131684855808,RJ47GA1379,18953000,1778264530000,142.81498679764547,187.447,0.0,54.096585908199046,3.465043067932129,0.001,1778245577000-632578958264631296-952249131684855808,,,,,
1067775063052255232,1778244011000-632578958264631296-1067775063052255232,1778244011000,1778260282000,1,179.866,57.492,3.1285396229040567,632578958264631296,1778244011000,1067775063052255232,RJ47GA3725,16271000,1778260282000,151.77948054791491,179.866,4.5,57.4922274802708,3.1285272441691943,57.4922274802708,1778244011000-632578958264631296-1067775063052255232,178.0,,,,
1046443765134262272,1778243652000-632578958264631296-1046443765134262272,1778243652000,1778259883000,1,178.854,54.649,3.272777177990448,632578958264631296,1778243652000,1046443765134262272,RJ47GA4014,16231000,1778259883000,144.27273474688204,178.854,4.5,54.64876316169774,3.2727913616415627,54.64876316169774,1778243652000-632578958264631296-1046443765134262272,182.5,,,,
1299087047838924800,1778203941000-632578958264631296-1299087047838924800,1778203941000,1778220418000,1,178.7,57.5,3.1078260869565217,632578958264631296,1778203941000,1299087047838924800,RJ47GA6395,16477000,1778220418000,151.79999999999998,178.7,0.0,57.49999999999999,3.1078260869565217,57.5,1778203941000-632578958264631296-1299087047838924800,185.5,,,,
952249131684855808,1778218175000-632578958264631296-952249131684855808,1778218175000,1778231887000,1,177.305,51.747,3.4263822057317332,632578958264631296,1778218175000,952249131684855808,RJ47GA1379,13712000,1778231887000,136.61318831204582,177.305,0.0,51.74741981516887,3.42635440826416,0.001,1778218175000-632578958264631296-952249131684855808,,,,,
848986467664396288,1778202032000-632578958264631296-848986467664396288,1778202032000,1778214890000,1,173.661,52.353,3.3171164976219125,632578958264631296,1778202032000,848986467664396288,RJ47GA3067,12858000,1778214890000,138.2106833368457,173.661,3.5,52.35253156698701,3.3171461780753484,52.35253156698701,1778202032000-632578958264631296-848986467664396288,194.25,['900758004201160714'],,900758004201160714,
1067765309810671616,1778244685000-632578958264631296-1067765309810671616,1778244685000,1778260953000,1,172.4,57.142,3.017045255678835,632578958264631296,1778244685000,1067765309810671616,RJ47GA6287,16268000,1778260953000,150.85513753335331,172.4,4.449999999999818,57.14209755051262,3.0170401051099223,57.14209755051261,1778244685000-632578958264631296-1067765309810671616,182.30000000001746,,,,
1083778254826897408,1778227314000-632578958264631296-1083778254826897408,1778227314000,1778240429000,1,171.419,59.375,2.887056842105263,632578958264631296,1778227314000,1083778254826897408,RJ47GA3529,13115000,1778240429000,156.75000000000003,171.419,3.600000000000364,59.37500000000001,2.887056842105263,59.375,1778227314000-632578958264631296-1083778254826897408,166.625,,,,
780067386190462976,1778211082000-632578958264631296-780067386190462976,1778211082000,1778223917000,1,169.651,53.759,3.1557692665414163,632578958264631296,1778211082000,780067386190462976,RJ47GA2450,12835000,1778223917000,141.92447280729127,169.651,3.5,53.75927000276184,3.155753416876463,53.75927000276184,1778211082000-632578958264631296-780067386190462976,193.0900000000256,,,,
866648789010612224,1778197124000-632578958264631296-866648789010612224,1778197124000,1778211542000,1,169.217,48.84,3.46472153972154,632578958264631296,1778197124000,866648789010612224,RJ47GA4406,14418000,1778211542000,128.93702743711648,169.217,3.900000000001455,48.83978312011988,3.464736925301577,48.83978312011988,1778197124000-632578958264631296-866648789010612224,176.29999999998836,,,,1.947693156710011
966356141711818752,1778214940000-632578958264631296-966356141711818752,1778214940000,1778228338000,1,168.193,51.029,3.296027748927081,632578958264631296,1778214940000,966356141711818752,RJ47GA4711,13398000,1778228338000,134.71547343033183,168.193,3.7000000000007276,51.028588420580235,3.2960543335775765,51.028588420580235,1778214940000-632578958264631296-966356141711818752,173.90000000002328,,,,
800734942576246784,1778238212000-632578958264631296-800734942576246784,1778238212000,1778251345000,1,167.733,49.742,3.372059828716176,632578958264631296,1778238212000,800734942576246784,RJ47GA3337,13133000,1778251345000,131.31907524156352,167.733,3.5999999999994543,49.7420739551377,3.3720548152310283,49.7420739551377,1778238212000-632578958264631296-800734942576246784,187.22000000000116,['900758004217937929'],,900758004217937929,
780059706918961152,1778237442000-632578958264631296-780059706918961152,1778237442000,1778251367000,1,167.675,46.426,3.6116615689484344,632578958264631296,1778237442000,780059706918961152,RJ47GA3183,13925000,1778251367000,122.56516827283222,167.675,3.850000000000364,46.426200103345536,3.611646002187397,46.426200103345536,1778237442000-632578958264631296-780059706918961152,187.7399999999907,['900758004217937931'],,900758004217937931,
1471165285556813824,1778198844000-632578958264631296-1471165285556813824,1778198844000,1778212289000,1,166.375,54.245,3.067102958798046,632578958264631296,1778198844000,1471165285556813824,NL01AK2623,13445000,1778212289000,143.2063058031248,166.375,3.7000000000000455,54.24481280421393,3.067113543197174,54.24481280421393,1778198844000-632578958264631296-1471165285556813824,166.375,,,,
1536014535985463296,1778223226000-632578958264631296-1536014535985463296,1778223226000,1778237190000,1,165.555,58.407,2.8345061379629155,632578958264631296,1778223226000,1536014535985463296,NL01AK8375,13964000,1778237190000,154.19391306365574,165.555,3.8500000000000227,58.40678525138475,2.8345165598045807,58.40678525138475,1778223226000-632578958264631296-1536014535985463296,169.9349999999995,,,,
1083727986517082112,1778223424000-632578958264631296-1083727986517082112,1778223424000,1778237676000,1,165.454,62.94,2.6287575468700353,632578958264631296,1778223424000,1083727986517082112,RJ47GA6315,14252000,1778237676000,166.16076859006134,165.454,3.949999999999818,62.939685071992926,2.6287707002465472,62.93968507199293,1778223424000-632578958264631296-1083727986517082112,174.10000000000582,,,,
1064532839803912192,1778196513000-632578958264631296-1064532839803912192,1778196513000,1778211582000,1,164.386,55.456,2.964259953837276,632578958264631296,1778196513000,1064532839803912192,RJ47GA3903,15069000,1778211582000,146.4035517863045,164.386,4.149999999999636,55.455890828145634,2.9642657893535964,55.455890828145634,1778196513000-632578958264631296-1064532839803912192,167.625,,,,
1097510484225032192,1778204871000-632578958264631296-1097510484225032192,1778204871000,1778219693000,1,164.34,46.525,3.5322944653412147,632578958264631296,1778204871000,1097510484225032192,RJ47GA3830,14822000,1778219693000,122.82535262626939,164.34,4.100000000000364,46.524754782677796,3.532313082952292,46.524754782677796,1778204871000-632578958264631296-1097510484225032192,179.5,,,,
1500491887742550016,1778214049000-632578958264631296-1500491887742550016,1778214049000,1778228335000,1,164.325,39.416,4.168992287395981,632578958264631296,1778214049000,1500491887742550016,NL01AK3121,14286000,1778228335000,104.0593255815373,164.325,3.949999999999932,39.41641120512776,4.168948795080122,39.41641120512776,1778214049000-632578958264631296-1500491887742550016,172.625,,,,
946031139108159488,1778213940000-632578958264631296-946031139108159488,1778213940000,1778228260000,1,163.699,45.893,3.566970997755649,632578958264631296,1778213940000,946031139108159488,RJ47GA3328,14320000,1778228260000,121.1566502440533,163.699,3.9500000000007276,45.89267054698988,3.5669966042265346,45.89267054698988,1778213940000-632578958264631296-946031139108159488,166.25,,,,
848986467664396288,1778236353000-632578958264631296-848986467664396288,1778236353000,1778249284000,1,162.894,46.846,3.477223242112454,632578958264631296,1778236353000,848986467664396288,RJ47GA3067,12931000,1778249284000,123.67474507114129,162.894,3.5,46.84649434512927,3.477186548899927,46.84649434512927,1778236353000-632578958264631296-848986467664396288,182.07000000000698,['900758004201160714'],,900758004201160714,
1131239834900234240,1778204101000-632578958264631296-1131239834900234240,1778204101000,1778218887000,1,159.096,77.576,2.0508404661235438,632578958264631296,1778204101000,1131239834900234240,RJ47GA6181,14786000,1778218887000,204.8013881282373,159.096,4.050000000000182,77.57628338190807,2.050832974515811,77.57628338190807,1778204101000-632578958264631296-1131239834900234240,167.70000000001164,,,,
1545824186436419584,1778196683000-632578958264631296-1545824186436419584,1778196683000,1778210516000,1,158.917,50.479,3.1481804314665505,632578958264631296,1778196683000,1545824186436419584,NL01AK8995,13833000,1778210516000,133.26486339956782,158.917,3.799999999999997,50.479114924078715,3.1481732641115707,50.479114924078715,1778196683000-632578958264631296-1545824186436419584,165.14499999999998,,,,
1294723291725955072,1778252239000-632578958264631296-1294723291725955072,1778252239000,1778266465000,1,158.827,73.108,2.1724982218088305,632578958264631296,1778252239000,1294723291725955072,NL01AH7658,14226000,1778266465000,193.0042100387812,158.827,3.949999999999818,73.10765531772014,2.1725084645342583,73.10765531772014,1778252239000-632578958264631296-1294723291725955072,163.625,,,,
1350071704793120768,1778216876000-632578958264631296-1350071704793120768,1778216876000,1778230866000,1,158.718,64.321,2.467592232707825,632578958264631296,1778216876000,1350071704793120768,RJ47GA3451,13990000,1778230866000,169.806279445682,158.718,3.850000000000364,64.32056039609166,2.4676090976602287,64.32056039609166,1778216876000-632578958264631296-1350071704793120768,162.5,,,,
866648789010612224,1778214173000-632578958264631296-866648789010612224,1778214173000,1778226898000,1,158.064,51.902,3.0454317752687756,632578958264631296,1778214173000,866648789010612224,RJ47GA4406,12725000,1778226898000,137.02072488315858,158.064,3.5,51.90178972846916,3.0454441133327386,51.90178972846916,1778214173000-632578958264631296-866648789010612224,164.80000000004657,,,,3.8976296034781264
1142833661045899264,1778193054000-632578958264631296-1142833661045899264,1778193054000,1778207114000,1,157.604,56.005,2.8141058834032675,632578958264631296,1778193054000,1142833661045899264,RJ47GA6293,14060000,1778207114000,147.85333892545606,157.604,3.850000000000364,56.00505262327881,2.814103239222581,56.00505262327881,1778193054000-632578958264631296-1142833661045899264,166.89999999999418,,,,
1526262198169501696,1778233870000-632578958264631296-1526262198169501696,1778233870000,1778248007000,1,157.375,52.971,2.9709652451341304,632578958264631296,1778233870000,1526262198169501696,NL01AK6561,14137000,1778248007000,139.843973930789,157.375,3.8500000000000227,52.97120224651098,2.9709539018508067,52.97120224651098,1778233870000-632578958264631296-1526262198169501696,165.0,,,,
1125482414773108736,1778219002000-632578958264631296-1125482414773108736,1778219002000,1778232713000,1,157.366,54.49,2.887979445769866,632578958264631296,1778219002000,1125482414773108736,RJ47GA3886,13711000,1778232713000,143.8529994634293,157.366,3.7999999999992724,54.48977252402625,2.8879915020862383,54.48977252402625,1778219002000-632578958264631296-1125482414773108736,160.25,,,,
1135541524696662016,1778198956000-632578958264631296-1135541524696662016,1778198956000,1778212074000,1,157.165,58.741,2.6755588090090394,632578958264631296,1778198956000,1135541524696662016,RJ47GA6226,13118000,1778212074000,155.07697034878356,157.165,0.0,58.7412766472665,2.6755462082268786,58.7412766472665,1778198956000-632578958264631296-1135541524696662016,166.0,,,,
1471165126924042240,1778198844000-632578958264631296-1471165126924042240,1778198844000,1778212383000,1,157.059,52.65,2.983076923076923,632578958264631296,1778198844000,1471165126924042240,NL01AK2621,13539000,1778212383000,138.99589003418427,157.059,3.7000000000000455,52.64995834628192,2.9830792831214334,52.64995834628192,1778198844000-632578958264631296-1471165126924042240,165.875,,,,
821719550704746496,1778198514000-632578958264631296-821719550704746496,1778198514000,1778212205000,1,155.434,60.705,2.5604810147434316,632578958264631296,1778198514000,821719550704746496,RJ47GA3076,13691000,1778212205000,160.26021820696684,155.434,3.75,60.70462810869956,2.560496700872216,60.70462810869956,1778198514000-632578958264631296-821719550704746496,175.77000000001863,['900758004205355011'],,900758004205355011,
1363836271826305024,1778210318000-632578958264631296-1363836271826305024,1778210318000,1778222725000,1,153.838,54.069,2.8452162976936872,632578958264631296,1778210318000,1363836271826305024,NL01AJ4205,12407000,1778222725000,142.7411983454052,153.838,3.400000000000091,54.0686357368959,2.8452354660582357,54.0686357368959,1778210318000-632578958264631296-1363836271826305024,158.25,,,,
1536014589357981696,1778204039000-632578958264631296-1536014589357981696,1778204039000,1778214497000,1,153.72,54.373,2.827138469460946,632578958264631296,1778204039000,1536014589357981696,NL01AK9198,10458000,1778214497000,143.54504208534303,153.72,2.8499999999999943,54.37312200202387,2.8271321259477844,54.37312200202387,1778204039000-632578958264631296-1536014589357981696,157.35000000000036,,,,
1108736100332994560,1778203187000-632578958264631296-1108736100332994560,1778203187000,1778214814000,1,153.7,53.724,2.860918770009679,632578958264631296,1778203187000,1108736100332994560,RJ47GA5594,11627000,1778214814000,141.8311458328487,153.69999999998254,3.1500000000005457,53.723918876079054,2.8609230900394818,53.723918876079054,1778203187000-632578958264631296-1108736100332994560,153.69999999998254,,,,
1182027923075366912,1778251926000-632578958264631296-1182027923075366912,1778251926000,1778266733000,1,152.936,53.493,2.8589908960050847,632578958264631296,1778251926000,1182027923075366912,RJ47GA6389,14807000,1778266733000,141.22145149075985,152.936,4.050000000000182,53.49297404953025,2.8589922829565135,53.49297404953025,1778251926000-632578958264631296-1182027923075366912,160.89999999999418,,,,
1094226778622263296,1778251915000-632578958264631296-1094226778622263296,1778251915000,1778265685000,1,152.799,58.642,2.6056239555267555,632578958264631296,1778251915000,1094226778622263296,RJ47GA6284,13770000,1778265685000,154.81542643988328,152.799,3.800000000000182,58.642206984804275,2.6056147586599905,58.642206984804275,1778251915000-632578958264631296-1094226778622263296,163.10000000000582,,,,
1469693281720860672,1778222035000-632578958264631296-1469693281720860672,1778222035000,1778235393000,1,152.599,51.516,2.962167093718456,632578958264631296,1778222035000,1469693281720860672,RJ47GA4898,13358000,1778235393000,136.0026371477594,152.599,3.7000000000007276,51.51615043475735,2.962158443753655,51.51615043475735,1778222035000-632578958264631296-1469693281720860672,156.79999999999927,['1497578727075217408'],,,
1545823852121030656,1778230108000-632578958264631296-1545823852121030656,1778230108000,1778245340000,1,151.683,56.922,2.664751765573943,632578958264631296,1778230108000,1545823852121030656,NL01AK8996,15232000,1778245340000,150.27420095428485,151.683,4.199999999999996,56.92204581601698,2.6647496207404187,56.92204581601698,1778230108000-632578958264631296-1545823852121030656,156.79499999999985,,,,
