alert_name,mismatch_count,total_joined_trips,mismatch_pct
fuel_chori,1,288,0.35
distracted_driving,0,288,0.0
drowsiness,0,288,0.0
emergency_recording,0,288,0.0
eyes_closed,0,288,0.0
fcw,0,288,0.0
mobile_phone,0,288,0.0
tailgating,0,288,0.0
smoking,0,288,0.0
idling,0,288,0.0
over_speed,0,288,0.0
freerun,0,288,0.0
over_acc,0,288,0.0
hard_brake,0,288,0.0
