vehicle_id,trip_id,start_time,end_time,counts,total_distance,total_fuel_consumed,mean_mileage
1494313280225673216,1786788888000-649034868264558592-1494313280225673216,1786788888000,1786846555000,4,910.38,238.991,3.8092647840295237
1474016264899788800,1786782780000-649034868264558592-1474016264899788800,1786782780000,1786840479000,2,782.83,253.286,3.0906958931800417
1146409880471470080,1786813622000-649034868264558592-1146409880471470080,1786813622000,1786871108000,3,780.04,266.93399999999997,2.9222204739748405
1494312472553717760,1786805875000-649034868264558592-1494312472553717760,1786805875000,1786859856000,2,777.5600000000001,257.01,3.0254075716898177
1536322320262496256,1786812561000-649034868264558592-1536322320262496256,1786812561000,1786854370000,2,773.13,213.815,3.6158828894137454
1140330395766620160,1786808908000-649034868264558592-1140330395766620160,1786808908000,1786858313000,2,748.52,230.611,3.245812211906631
1268893773056704512,1786811762000-649034868264558592-1268893773056704512,1786811762000,1786868582000,3,746.6400000000001,284.08,2.6282737257110678
1220369364222476288,1786788858000-649034868264558592-1220369364222476288,1786788858000,1786846558000,4,679.2,257.118,2.641588686906401
1494312366358134784,1786794483000-649034868264558592-1494312366358134784,1786794483000,1786841777000,3,672.1,220.95000000000002,3.0418646752658973
1561408897250492416,1786814604000-649034868264558592-1561408897250492416,1786814604000,1786849071000,2,661.6700000000001,177.103,3.736074487727481
1192134718468915200,1786795932000-649034868264558592-1192134718468915200,1786795932000,1786851492000,2,655.3,210.964,3.106217174494226
1334833185816576000,1786804452000-649034868264558592-1334833185816576000,1786804452000,1786843851000,4,650.94,181.80700000000002,3.580390193996931
1146410747421523968,1786800485000-649034868264558592-1146410747421523968,1786800485000,1786857896000,4,643.4399999999999,248.223,2.5921852527767366
1406272050288394240,1786797372000-649034868264558592-1406272050288394240,1786797372000,1786852442000,4,632.1800000000001,235.96300000000002,2.6791488496077775
1561408916011614208,1786823827000-649034868264558592-1561408916011614208,1786823827000,1786863784000,1,625.179,195.656,3.1952968475283146
1552709318082560000,1786804946000-649034868264558592-1552709318082560000,1786804946000,1786855130000,8,624.5649999999999,202.36599999999999,3.0863139064862675
687681844035977216,1786819418000-649034868264558592-687681844035977216,1786819418000,1786877113000,3,603.66521,265.513,2.273580615638406
1537489451758911488,1786806022000-649034868264558592-1537489451758911488,1786806022000,1786845489000,3,571.64,173.461,3.295495817503646
1537489465788858368,1786805107000-649034868264558592-1537489465788858368,1786805107000,1786843099000,1,570.284,169.133,3.371807985431583
1552709327888842752,1786809777000-649034868264558592-1552709327888842752,1786809777000,1786851169000,2,569.99,190.054,2.9990949940543215
1147228695027515392,1786809362000-649034868264558592-1147228695027515392,1786809362000,1786850006000,2,564.36,191.95100000000002,2.940125344488958
1334833501215653888,1786804882000-649034868264558592-1334833501215653888,1786804882000,1786842387000,1,557.592,165.099,3.3773190631075902
