tags,id,start_time,end_time,account_id,vehicle_id,driver_id,driver_type,trip_id,driver_session_id,distance,mileage,loss,idling_alert_fuel_consumed,ready,alert_breath_test_duration,alert_breath_test_count,alert_camera_tampered_duration,alert_camera_tampered_count,alert_distracted_driving_duration,alert_distracted_driving_count,alert_drowsiness_duration,alert_drowsiness_count,alert_emergency_recording_duration,alert_emergency_recording_count,alert_eyes_closed_duration,alert_eyes_closed_count,alert_fcw_duration,alert_fcw_count,alert_lane_departure_warning_duration,alert_lane_departure_warning_count,alert_mobile_phone_duration,alert_mobile_phone_count,alert_pcw_duration,alert_pcw_count,alert_sd_card_tampered_duration,alert_sd_card_tampered_count,alert_seatbelt_violation_duration,alert_seatbelt_violation_count,alert_tailgating_duration,alert_tailgating_count,alert_smoking_duration,alert_smoking_count,alert_idling_duration,alert_idling_count,alert_over_speed_duration,alert_over_speed_count,alert_speeding_duration,alert_speeding_count,alert_freerun_duration,alert_freerun_count,alert_over_acc_duration,alert_over_acc_count,alert_hard_brake_duration,alert_hard_brake_count,alert_unscheduled_driving_duration,alert_unscheduled_driving_count,alert_slow_running_duration,alert_slow_running_count,alert_continuous_driving_duration,alert_continuous_driving_count,alert_fuel_chori_amount,alert_fuel_chori_count,alert_def_chori_amount,alert_def_chori_count,accident_count,unresolved_alerts_count,day_driving_duration,night_driving_duration,driver_idle_duration_before_trip,vehicle_idle_duration_before_trip,total_alerts_count,gear_utilization,peak_torque_range,fuel_smart_mode,terrain,uphill_slope,engine_load,engine_hours,fuel_consumed,adblue_consumed,avg_speed,last_gear_utilization,last_two_gear_utilization,below_ptr_duration,between_ptr_duration,above_ptr_duration,alert_stoppage_duration,alert_stoppage_count,last_gear_utilization_duration,last_two_gear_utilization_duration,total_gear_utilization_duration,first_gear_pickup_count,second_gear_pickup_count,third_and_higher_gear_pickup_count,accounts_with_access,unresolved_idling_count,unresolved_over_speed_count,unresolved_speeding_count,unresolved_freerun_count,unresolved_over_acc_count,unresolved_hard_brake_count,unresolved_unscheduled_driving_count,unresolved_slow_running_count,unresolved_continuous_driving_count,unresolved_fuel_chori_count,unresolved_def_chori_count,unresolved_breath_test_count,unresolved_camera_tampered_count,unresolved_distracted_driving_count,unresolved_drowsiness_count,unresolved_emergency_recording_count,unresolved_eyes_closed_count,unresolved_fcw_count,unresolved_lane_departure_warning_count,unresolved_mobile_phone_count,unresolved_pcw_count,unresolved_sd_card_tampered_count,unresolved_seatbelt_violation_count,unresolved_tailgating_count,unresolved_smoking_count
[],1406271868830220288-1789343675000,1789343675000,1789353543000,649034868264558592,1406271868830220288,1595395161406308352,unverified_drivers,1789311422000-649034868264558592-1406271868830220288,,121.44,2.972,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,6.853,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,190,4,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,10,4143,5725,34203.0,1,10,,,,,,42.23,2.6841667,40.863,,44.303204,,,,,,,,,,,,,,['649034868264558592'],,4.0,,,,3.0,,,,,,,,,,,,3.0,,,,,,,
[],1476550907393998848-1789343221000,1789343221000,1789352641000,649034868264558592,1476550907393998848,1410937635110649856,verified_drivers,1789323991000-649034868264558592-1476550907393998848,,181.6,3.617,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,3377,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3241,6179,21173.0,1,27,,,,,,48.24,2.598611,50.203,,69.401276,,,,,,,,,,,,,,['649034868264558592'],,27.0,,,,,,,,,,,,,,,,,,,,,,,
[],1536322320262496256-1789342454000,1789342454000,1789358357000,649034868264558592,1536322320262496256,1597738642795659264,unverified_drivers,1789318920000-649034868264558592-1536322320262496256,,178.78,2.597,,0.7,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,42.7,21,0,0,0.0,0,0,0,0,0,0,0,8.545,1,0.0,0,1258.0,1,1550,28,0,0,0,0,31,7,388,56,0,0,0,0,0,0,0,0,0,0,0,114,8957,6946,25296.0,1,114,,,,,,41.01,4.349167,68.829,,40.470856,,,,,,,,,,,,,,['649034868264558592'],1.0,28.0,,,7.0,56.0,,,,,,,,,,,,21.0,,,,,,1.0,
[],1406646524208742400-1789342332000,1789342332000,1789361705000,649034868264558592,1406646524208742400,1596405599396954112,unverified_drivers,1789319207000-649034868264558592-1406646524208742400,,195.61,2.501,,0.89,,0,0,0,0,0.0,0,0.0,0,0,0,36.339,3,4.221,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,1201.4,1,980,18,0,0,0,0,20,5,429,67,0,0,0,0,0,0,0,0,0,0,0,96,12305,7068,24459.0,1,96,,,,,,39.45,5.331389,78.217,,36.349354,,,,,,,,,,,,,,['649034868264558592'],1.0,18.0,,,5.0,67.0,,,,,,,,,,,3.0,2.0,,,,,,,
[],1146410747421523968-1789341964000,1789341964000,1789365857000,649034868264558592,1146410747421523968,1533105887311298560,verified_drivers,1789329427000-649034868264558592-1146410747421523968,,273.44,2.466,,1.16,,0,0,0,0,31.692,2,0.0,0,0,0,11925.038,9,29.374,14,0,0,0.0,0,0,0,0,0,0,0,0.0,0,3.146,1,1778.387,1,1360,25,0,0,0,0,0,0,71,14,0,0,0,0,0,0,0,0,0,0,0,66,16457,7436,31122.0,1,66,,,,,,44.02,6.591944,110.899,,41.19968,,,,,,,,,,,,,,['649034868264558592'],1.0,25.0,,,,14.0,,,,,,,,2.0,,,9.0,14.0,,,,,,,1.0
[],1334833282986016768-1789340704000,1789340704000,1789343096000,649034868264558592,1334833282986016768,,,1789340704000-649034868264558592-1334833282986016768,,18.296,2.084,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2392,,4,1,"{'fifth_gear_duration': 10.143682428075289, 'first_gear_duration': 0.7535838394135754, 'sixth_gear_duration': 20.386174464986816, 'third_gear_duration': 40.1136182043987, 'fourth_gear_duration': 23.687484167597127, 'second_gear_duration': 4.915456895528493}",,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}","{'up': 82.35523602519088, 'down': 17.644763974809123, 'plane': 0}",2.068383,71.24,0.65,8.78,,27.535786,20.386175,30.529858,178165.0,722333.0,328674.0,,,396.749,594.162,1946.167,1.0,1.0,0.0,['649034868264558592'],,,,,,1.0,,,,,,,,,,,,,,,,,,,
[],1334833501215653888-1789340051000,1789340051000,1789344372000,649034868264558592,1334833501215653888,1409886863967125504,verified_drivers,1789297144000-649034868264558592-1334833501215653888,,63.165,3.051,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,70.574,2,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4321,51449.0,1,2,,,"{'MODE_HEAVY': 0, 'MODE_LIGHT': 0, 'MODE_TURBO': 100}",,,54.32,1.15,20.704,,52.625317,,,,,,,,,,,,,,['649034868264558592'],,,,,,,,,,,,,,,,,2.0,,,,,,,,
[],1561408916011614208-1789339770000,1789339770000,1789354012000,649034868264558592,1561408916011614208,1599652087392632832,unverified_drivers,1789318578000-649034868264558592-1561408916011614208,,222.66,3.485,,1.41,,0,0,0,0,0.0,0,0.0,0,0,0,137.524,4,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,1853.23,1,6227,14,0,0,0,0,85,19,231,40,0,0,0,0,0,0,0,0,0,0,0,78,4612,9630,98304.0,1,78,,,,,,43.11,3.8972223,63.885,,56.282543,,,,,,,,,,,,,,['649034868264558592'],1.0,14.0,,,19.0,40.0,,,,,,,,,,,4.0,,,,,,,,
[],1140330319757443072-1789339684000,1789339684000,1789362969000,649034868264558592,1140330319757443072,1416091466194747392,verified_drivers,1789314995000-649034868264558592-1140330319757443072,,270.96,2.403,,0.0,,0,0,0,0,41.272,3,0.0,0,0,0,770.522,2,228.324,109,0,0,0.0,0,0,0,0,0,0,0,0.0,0,3881.863,1,0.0,0,681,10,0,0,0,0,0,0,94,20,0,0,0,0,0,0,0,0,0,0,0,145,13569,9716,26597.0,1,145,,,,,,45.25,6.4180555,112.77,,41.892033,,,,,,,,,,,,,,['649034868264558592'],,10.0,,,,20.0,,,,,,,,3.0,,,2.0,109.0,,,,,,,1.0
[],1494313280225673216-1789339517000,1789339517000,1789348655000,649034868264558592,1494313280225673216,1409869570843344896,verified_drivers,1789291039000-649034868264558592-1494313280225673216,,221.98,4.459,,0.0,,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,7.272,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,8850,15,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,18,0,9138,21114.0,1,18,,,,,,47.4,2.4930556,49.781,,87.45108,,,,,,,,,,,,,,['649034868264558592'],,15.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,
