trip_id,vehicle_id,start_time,end_time,distance,fuel_consumed
1782950421000-649034868264558592-930508235230674944,930508235230674944,1782950421000,1782966867000,264.803,87.229
1782950421000-649034868264558592-930508235230674944,930508235230674944,1782966868000,1782969479000,51.122,16.83
1782950421000-649034868264558592-930508235230674944,930508235230674944,1782969480000,1782971946000,25.724,9.453
1782950421000-649034868264558592-930508235230674944,930508235230674944,1782971947000,1782974346000,42.003,14.282
1782950421000-649034868264558592-930508235230674944,930508235230674944,1782974347000,1782974850000,7.58,2.604
1782950421000-649034868264558592-930508235230674944,930508235230674944,1782974851000,1782979520000,7.58,2.604
1783002988000-649034868264558592-1552709347677569024,1552709347677569024,1783002988000,1783007108000,11.112,3.531
1783002988000-649034868264558592-1552709347677569024,1552709347677569024,1783007109000,1783008669000,11.112,3.531
1783002988000-649034868264558592-1552709347677569024,1552709347677569024,1783008670000,1783010880000,6.47,3.151
1783002988000-649034868264558592-1552709347677569024,1552709347677569024,1783010881000,1783012716000,6.47,3.151
1783002988000-649034868264558592-1552709347677569024,1552709347677569024,1783012717000,1783017261000,36.958,14.119
