vehicle_id_agg,trip_id,start_time_agg,end_time_agg,counts,total_distance,total_fuel_consumed,mean_mileage,account_id,start_time_trips,vehicle_id_trips,vehicle_plate,duration,end_time_trips,distance,engine_hours,fuel_consumed,mileage,odo_distance_km,raw_fuel_consumed,id,carbon_emission,driver_ids,vehicle_device_type,active_driver,adblue_consumed
1259200800735887360,1773744335000-632578958264631296-1259200800735887360,1773744335000,1773771394000,1,268.418,85.064,3.155482930499389,632578958264631296,1773744335000,1259200800735887360,NL01AH5402,27059000,1773771394000,268.418,7.5,85.06413658745981,3.155477863741349,281.55000000001746,85.06413658745981,1773744335000-632578958264631296-1259200800735887360,,,,,
1083727333329731584,1773740792000-632578958264631296-1083727333329731584,1773740792000,1773757978000,1,212.061,69.542,3.049394610451238,632578958264631296,1773740792000,1083727333329731584,RJ47GA6318,17186000,1773757978000,212.061,4.75,69.54150920032292,3.0494161320130697,227.40000000002328,69.54150920032292,1773740792000-632578958264631296-1083727333329731584,,,,,
1125482414773108736,1773767522000-632578958264631296-1125482414773108736,1773767522000,1773791707000,1,205.171,108.46,1.89167434999078,632578958264631296,1773767522000,1125482414773108736,RJ47GA3886,24185000,1773791707000,205.171,6.649999999999636,108.45972721054284,1.8916791077827488,209.5,108.45972721054284,1773767522000-632578958264631296-1125482414773108736,,,,,
786329294770012160,1773732029000-632578958264631296-786329294770012160,1773732029000,1773750138000,1,196.074,72.068,2.7206804684464676,632578958264631296,1773732029000,786329294770012160,RJ47GA3336,18109000,1773750138000,196.074,4.950000000000728,72.06780471854557,2.7206878406488118,220.70999999996275,72.06780471854557,1773732029000-632578958264631296-786329294770012160,,['900758004226326533'],,900758004226326533,
1083726887294861312,1773737179000-632578958264631296-1083726887294861312,1773737179000,1773755974000,1,192.596,67.683,2.84555944624204,632578958264631296,1773737179000,1083726887294861312,RJ47GA6339,18795000,1773755974000,192.596,5.149999999999636,67.68296038421836,2.845561111787711,203.60000000000582,67.68296038421836,1773737179000-632578958264631296-1083726887294861312,,,,,
862677844923252736,1773741350000-632578958264631296-862677844923252736,1773741350000,1773757140000,1,191.227,58.687,3.258421796990816,632578958264631296,1773741350000,862677844923252736,RJ47GA4377,15790000,1773757140000,191.227,4.300000000001091,58.687102114039824,3.2584161274211634,197.20000000001164,58.68710211403982,1773741350000-632578958264631296-862677844923252736,,['900758004234715136'],,900758004234715136,3.8937116354319734
1499777554695847936,1773745587000-632578958264631296-1499777554695847936,1773745587000,1773762924000,1,190.169,65.0,2.925676923076923,632578958264631296,1773745587000,1499777554695847936,NL01AK3108,17337000,1773762924000,190.169,4.7999999999999545,65.0,2.925676923076923,199.875,65.0,1773745587000-632578958264631296-1499777554695847936,,,,,
1083726887294861312,1773765034000-632578958264631296-1083726887294861312,1773765034000,1773779405000,1,190.168,60.751,3.130285921219404,632578958264631296,1773765034000,1083726887294861312,RJ47GA6339,14371000,1773779405000,190.168,3.949999999999818,60.75063989765351,3.130304476140098,201.0,60.75063989765351,1773765034000-632578958264631296-1083726887294861312,,,,,
1176184196838719488,1773752412000-632578958264631296-1176184196838719488,1773752412000,1773766384000,1,187.721,43.092,4.356284229091247,632578958264631296,1773752412000,1176184196838719488,RJ14GP9553,13972000,1773766384000,187.721,3.850000000000364,43.09214675327,4.356269393465643,193.89999999999418,43.09214675327,1773752412000-632578958264631296-1176184196838719488,,,,,
862677844923252736,1773723168000-632578958264631296-862677844923252736,1773723168000,1773738083000,1,186.202,48.613,3.8302923086417215,632578958264631296,1773723168000,862677844923252736,RJ47GA4377,14915000,1773738083000,186.202,4.100000000000364,48.61326413650816,3.830271497037037,191.79999999998836,48.61326413650816,1773723168000-632578958264631296-862677844923252736,,['900758004234715136'],,900758004234715136,3.685207478862721
